status,error,echelle,province,commune,type,valeur,label,scale_mode,score_total_pct,score_province_pct,score_nc_pct,title,subtitle,raster,png_r,qgis_output,qgis_format,qgis_exported,nb_points,resolution_m,classes,min_pct,max_pct
ok,,province,Province Nord,,parti,UNI,UNI,echelle_adaptee,38.5,,,"Province Nord - Provinciales 2019 - UNI - 38,5 % exprimés",,compilation_elections_nc/outputs/rfocus/provinciales_2019_scrutin_parti_uni_province_province_nord.tif,compilation_elections_nc/outputs/cartes_focus_r/provinciales_2019_scrutin_parti_uni_province_province_nord.png,compilation_elections_nc/outputs/cartes_qgis/provinciales_2019_focus/province/partis_echelle_adaptee/province_nord_uni_echelle_adaptee.png,png,TRUE,92,250,6,6.12,94.81
ok,,province,Province Nord,,parti,UC-FLNKS,UC-FLNKS et Nationalistes,echelle_adaptee,35.96,,,"Province Nord - Provinciales 2019 - UC-FLNKS et Nationalistes - 36,0 % exprimés",,compilation_elections_nc/outputs/rfocus/provinciales_2019_scrutin_parti_uc_flnks_province_province_nord.tif,compilation_elections_nc/outputs/cartes_focus_r/provinciales_2019_scrutin_parti_uc_flnks_province_province_nord.png,compilation_elections_nc/outputs/cartes_qgis/provinciales_2019_focus/province/partis_echelle_adaptee/province_nord_uc_flnks_echelle_adaptee.png,png,TRUE,92,250,6,5.17,92.59
ok,,province,Province Nord,,parti,AGISSONS NORD,AGISSONS NORD,echelle_adaptee,12.18,,,"Province Nord - Provinciales 2019 - AGISSONS NORD - 12,2 % exprimés",,compilation_elections_nc/outputs/rfocus/provinciales_2019_scrutin_parti_agissons_nord_province_province_nord.tif,compilation_elections_nc/outputs/cartes_focus_r/provinciales_2019_scrutin_parti_agissons_nord_province_province_nord.png,compilation_elections_nc/outputs/cartes_qgis/provinciales_2019_focus/province/partis_echelle_adaptee/province_nord_agissons_nord_echelle_adaptee.png,png,TRUE,92,250,6,0,46.56
ok,,province,Province Nord,,parti,CE,Calédonie Ensemble,echelle_adaptee,7.83,,,"Province Nord - Provinciales 2019 - Calédonie Ensemble - 7,8 % exprimés",,compilation_elections_nc/outputs/rfocus/provinciales_2019_scrutin_parti_ce_province_province_nord.tif,compilation_elections_nc/outputs/cartes_focus_r/provinciales_2019_scrutin_parti_ce_province_province_nord.png,compilation_elections_nc/outputs/cartes_qgis/provinciales_2019_focus/province/partis_echelle_adaptee/province_nord_ce_echelle_adaptee.png,png,TRUE,92,250,6,0,31.65
ok,,province,Province Nord,,parti,PT,Parti Travailliste,echelle_adaptee,3.34,,,"Province Nord - Provinciales 2019 - Parti Travailliste - 3,3 % exprimés",,compilation_elections_nc/outputs/rfocus/provinciales_2019_scrutin_parti_pt_province_province_nord.tif,compilation_elections_nc/outputs/cartes_focus_r/provinciales_2019_scrutin_parti_pt_province_province_nord.png,compilation_elections_nc/outputs/cartes_qgis/provinciales_2019_focus/province/partis_echelle_adaptee/province_nord_pt_echelle_adaptee.png,png,TRUE,92,250,6,0,31.75
ok,,province,Province Nord,,parti,UNI,UNI,echelle_comparable,38.5,,,"Province Nord - Provinciales 2019 - UNI - 38,5 % exprimés",,compilation_elections_nc/outputs/rfocus/provinciales_2019_scrutin_parti_uni_province_province_nord.tif,compilation_elections_nc/outputs/cartes_focus_r/provinciales_2019_scrutin_parti_uni_province_province_nord.png,compilation_elections_nc/outputs/cartes_qgis/provinciales_2019_focus/province/partis_echelle_comparable/province_nord_uni_echelle_comparable.png,png,TRUE,92,250,6,6.12,94.81
ok,,province,Province Nord,,parti,UC-FLNKS,UC-FLNKS et Nationalistes,echelle_comparable,35.96,,,"Province Nord - Provinciales 2019 - UC-FLNKS et Nationalistes - 36,0 % exprimés",,compilation_elections_nc/outputs/rfocus/provinciales_2019_scrutin_parti_uc_flnks_province_province_nord.tif,compilation_elections_nc/outputs/cartes_focus_r/provinciales_2019_scrutin_parti_uc_flnks_province_province_nord.png,compilation_elections_nc/outputs/cartes_qgis/provinciales_2019_focus/province/partis_echelle_comparable/province_nord_uc_flnks_echelle_comparable.png,png,TRUE,92,250,6,5.17,92.59
ok,,province,Province Nord,,parti,AGISSONS NORD,AGISSONS NORD,echelle_comparable,12.18,,,"Province Nord - Provinciales 2019 - AGISSONS NORD - 12,2 % exprimés",,compilation_elections_nc/outputs/rfocus/provinciales_2019_scrutin_parti_agissons_nord_province_province_nord.tif,compilation_elections_nc/outputs/cartes_focus_r/provinciales_2019_scrutin_parti_agissons_nord_province_province_nord.png,compilation_elections_nc/outputs/cartes_qgis/provinciales_2019_focus/province/partis_echelle_comparable/province_nord_agissons_nord_echelle_comparable.png,png,TRUE,92,250,6,0,46.56
ok,,province,Province Nord,,parti,CE,Calédonie Ensemble,echelle_comparable,7.83,,,"Province Nord - Provinciales 2019 - Calédonie Ensemble - 7,8 % exprimés",,compilation_elections_nc/outputs/rfocus/provinciales_2019_scrutin_parti_ce_province_province_nord.tif,compilation_elections_nc/outputs/cartes_focus_r/provinciales_2019_scrutin_parti_ce_province_province_nord.png,compilation_elections_nc/outputs/cartes_qgis/provinciales_2019_focus/province/partis_echelle_comparable/province_nord_ce_echelle_comparable.png,png,TRUE,92,250,6,0,31.65
ok,,province,Province Nord,,parti,PT,Parti Travailliste,echelle_comparable,3.34,,,"Province Nord - Provinciales 2019 - Parti Travailliste - 3,3 % exprimés",,compilation_elections_nc/outputs/rfocus/provinciales_2019_scrutin_parti_pt_province_province_nord.tif,compilation_elections_nc/outputs/cartes_focus_r/provinciales_2019_scrutin_parti_pt_province_province_nord.png,compilation_elections_nc/outputs/cartes_qgis/provinciales_2019_focus/province/partis_echelle_comparable/province_nord_pt_echelle_comparable.png,png,TRUE,92,250,6,0,31.75
