nom_cle_comparaison,nom_affiche_2019,nom_normalise_2019,provinces_2019,listes_2019,rangs_2019,n_apparitions_2019,camps_2019,familles_politiques_2019,composantes_politiques_2019,axes_politiques_2019,qualification_a_verifier_2019,mandat_2019_2019,groupe_congres_2019_initial_2019,groupe_assemblee_province_2019_2019,groupe_congres_2026_actuel_2019,groupe_assemblee_province_2026_actuel_2019,nom_affiche_2026,nom_normalise_2026,provinces_2026,listes_2026,rangs_2026,n_apparitions_2026,camps_2026,familles_politiques_2026,composantes_politiques_2026,axes_politiques_2026,qualification_a_verifier_2026,mandat_2019_2026,groupe_congres_2019_initial_2026,groupe_assemblee_province_2019_2026,groupe_congres_2026_actuel_2026,groupe_assemblee_province_2026_actuel_2026,statut_exact
GIOVANNI TALAFILI,Giovanni TALAFILI,GIOVANNI TALAFILI,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:01,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GISELE MARTIN SONG,Gisèle SONG ép MARTIN,GISELE SONG MARTIN,Province Nord,Province Nord - 02 - Agissons pour le Nord,Province Nord:08,1,Non-independantiste / loyaliste,Agissons / loyaliste,Agissons / loyaliste,Loyaliste droite,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GLADYS JULIETTE PAGUE TEIN WAYO,"Juliette, Gladys, Pague TEIN-WAYO",JULIETTE GLADYS PAGUE TEIN WAYO,Province Nord,Province Nord - 04 - Parti travailliste,Province Nord:18,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GLENN NEWLAND,Glenn NEWLAND,GLENN NEWLAND,Province Nord,Province Nord - 03 - Caledoniens Ensemble Nord,Province Nord:07,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GODOT JEAN PAUL,Jean-Paul GODOT,JEAN PAUL GODOT,Province Sud,Province Sud - 02 - Rassemblement national,Province Sud:11,1,Non-independantiste / droite nationale,Rassemblement national / droite nationale,Rassemblement national / droite nationale,Droite nationale anti-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GODOT PATRICK,Patrick GODOT,PATRICK GODOT,Province Sud,Province Sud - 02 - Rassemblement national,Province Sud:47,1,Non-independantiste / droite nationale,Rassemblement national / droite nationale,Rassemblement national / droite nationale,Droite nationale anti-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GOMES PHILIPPE,Philippe GOMES,PHILIPPE GOMES,Province Sud,Province Sud - 11 - Caledoniens Ensemble,Province Sud:01,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Congres + assemblee de province,Caledonie Ensemble,Caledoniens Ensemble,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GOPOEA PETRONILLE,Petronille GOPOEA,PETRONILLE GOPOEA,Province Sud,Province Sud - 09 - Construire autrement,Province Sud:48,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GOUASSEM SONIA,Sonia GOUASSEM,SONIA GOUASSEM,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:20,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GOWE JEAN PIERRE,Jean-Pierre GOWE,JEAN PIERRE GOWE,Province Nord,Province Nord - 03 - Caledoniens Ensemble Nord,Province Nord:17,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GOWECEE THIERRY,Thierry GOWECEE,THIERRY GOWECEE,Province Nord,Province Nord - 06 - UC-FLNKS,Province Nord:31,1,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GOWET HUMUNI YVONNE,Yvonne HUMUNI née GOWET,YVONNE HUMUNI GOWET,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:19,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GOWET JEAN MICHEL,Jean-Michel GOWET,JEAN MICHEL GOWET,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:44,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GRAZIELLA MUNANOA,Graziella MUNANOA,GRAZIELLA MUNANOA,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:48,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GREGORY PUAKAVASE,Grégory PUAKAVASE,GREGORY PUAKAVASE,Province Sud,Province Sud - 05 - Caledonie nouvelle et reunie,Province Sud:19,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GUAENERE JEANNINE WAHEA,Jeannine WAHEA née GUAENERE,JEANNINE WAHEA GUAENERE,Province des Iles,Province des Iles - 05 - Dynamique autochtone,Province des Iles:03,1,Independantiste / souverainiste,Autochtone / oceanien / local,Autochtone / oceanien / local,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GUANE HERPET ROSE,Rose HERPET née GUANE,ROSE HERPET GUANE,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:41,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GUATHOTI GUHMU INES QENENOJ,"Inès, Guhmu GUATHOTI ép QENENOJ",INES GUHMU GUATHOTI QENENOJ,Province Nord,Province Nord - 04 - Parti travailliste,Province Nord:20,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GUCOCENE YONGOMENE,Gucocene YONGOMENE,GUCOCENE YONGOMENE,Province des Iles,Province des Iles - 01 - Unitaire Kanaky Generation,Province des Iles:14,1,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GUEPY RAYMOND,Raymond GUEPY,RAYMOND GUEPY,Province Sud,Province Sud - 11 - Caledoniens Ensemble,Province Sud:45,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GUERASSIMOFF LUDMILLA,Ludmilla GUERASSIMOFF,LUDMILLA GUERASSIMOFF,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:17,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GUERIN KENNY,Kenny GUERIN,KENNY GUERIN,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:39,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GUILLOTIN PASCAL,Pascal GUILLOTIN,PASCAL GUILLOTIN,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:14,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GUY KARTODIMEDJO,Guy KARTODIMEDJO,GUY KARTODIMEDJO,Province Nord,Province Nord - 03 - Caledoniens Ensemble Nord,Province Nord:19,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GUY URENE,Guy URENE,GUY URENE,Province des Iles,Province des Iles - 03 - Parti travailliste,Province des Iles:17,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HABY WILLIAM,William HABY,WILLIAM HABY,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:21,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HAEWEGENE JACQUES JEAN,Jean-Jacques HAEWEGENE,JEAN JACQUES HAEWEGENE,Province des Iles,Province des Iles - 04 - Avec nous,Province des Iles:21,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HAEWEGENE JEANINE RAKELA WATHEANE,Jeanine Rakéla WATHEANE ep HAEWEGENE,JEANINE RAKELA WATHEANE HAEWEGENE,Province des Iles,Province des Iles - 08 - Palika Iles,Province des Iles:18,1,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HAEWEGENE MAWEA MYRIAM SELE,"Myriam, Sele HAEWEGENE - MAWEA",MYRIAM SELE HAEWEGENE MAWEA,Province des Iles,Province des Iles - 02 - UC-FLNKS,Province des Iles:16,1,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HALAHIGANO LEONE,Leone HALAHIGANO,LEONE HALAHIGANO,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:49,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HANOU SAIHULIWA TALOIE,Taloié SAIHULIWA épouse HANOU,TALOIE SAIHULIWA HANOU,Province Sud,Province Sud - 04 - Parti travailliste et forces progressistes,Province Sud:50,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HAOCAS MUNEIKO,Muneiko HAOCAS,MUNEIKO HAOCAS,Province Sud,Province Sud - 01 - MNIS Sud,Province Sud:02,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HAOCAS ROCK,Rock HAOCAS,ROCK HAOCAS,Province des Iles,Province des Iles - 03 - Parti travailliste,Province des Iles:19,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HARI IRENE,Iréné HARI,IRENE HARI,Province Nord,Province Nord - 06 - UC-FLNKS,Province Nord:19,1,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HATRIE WIAKO,Hatrie WIAKO,HATRIE WIAKO,Province des Iles,Province des Iles - 05 - Dynamique autochtone,Province des Iles:15,1,Independantiste / souverainiste,Autochtone / oceanien / local,Autochtone / oceanien / local,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HEAFALA LIKUVALU MALIA,Malia LIKUVALU née HEAFALA,MALIA LIKUVALU HEAFALA,Province Sud,Province Sud - 05 - Caledonie nouvelle et reunie,Province Sud:08,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HEAFALA PELENATO,Pélénato HEAFALA,PELENATO HEAFALA,Province Sud,Province Sud - 05 - Caledonie nouvelle et reunie,Province Sud:35,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HEAFALA POLUTELE VELONIKA,Vélonika POLUTELE née HEAFALA,VELONIKA POLUTELE HEAFALA,Province Sud,Province Sud - 05 - Caledonie nouvelle et reunie,Province Sud:50,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HEAFALA RONY,Rony HEAFALA,RONY HEAFALA,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:23,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HEIDI TARAIHAU,Heidi TARAIHAU,HEIDI TARAIHAU,Province Sud,Province Sud - 11 - Caledoniens Ensemble,Province Sud:46,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HEITIARE TAUAROA,Heïtiaré TAUAROA,HEITIARE TAUAROA,Province Nord,Province Nord - 05 - MNIS Nord,Province Nord:21,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HELENA MATAKIMONA TAFILI,Hélèna MATAKIMONA Ép TAFILI,HELENA MATAKIMONA TAFILI,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:24,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HELENA TCHADINOUMA,Héléna TCHADINOUMA,HELENA TCHADINOUMA,Province Nord,Province Nord - 06 - UC-FLNKS,Province Nord:22,1,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HELENE IEKAWE,Hélène IEKAWE,HELENE IEKAWE,Province Sud,Province Sud - 11 - Caledoniens Ensemble,Province Sud:14,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HELENE ISHINGO NGADAE,"Hélène, Ishingo NGADAE",HELENE ISHINGO NGADAE,Province des Iles,Province des Iles - 04 - Avec nous,Province des Iles:12,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HELENE LUEPAK WEJIEME,Hélène LUEPAK ép WEJIEME,HELENE LUEPAK WEJIEME,Province des Iles,Province des Iles - 03 - Parti travailliste,Province des Iles:22,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HELENE MARIE WAMALO,Marie-Hélène WAMALO,MARIE HELENE WAMALO,Province Sud,Province Sud - 01 - MNIS Sud,Province Sud:18,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HELENE UKEWED WACILA WENEIWE,"Hélène, Weneiwe WACILA ép. UKEWED",HELENE WENEIWE WACILA UKEWED,Province des Iles,Province des Iles - 06 - Nouvelle vision des Iles,Province des Iles:12,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HELLOA JACQUELINE WAHEO,Jacqueline WAHEO ép HELLOA,JACQUELINE WAHEO HELLOA,Province des Iles,Province des Iles - 03 - Parti travailliste,Province des Iles:06,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HELLOA WALITR,Walitr HELLOA,WALITR HELLOA,Province des Iles,Province des Iles - 04 - Avec nous,Province des Iles:24,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HELOISE HMAEN,Héloïse HMAEN,HELOISE HMAEN,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:37,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HELOISE MARIE UREGEI WAMYTAN,Marie-Héloïse WAMYTAN épouse UREGEI,MARIE HELOISE WAMYTAN UREGEI,Province Sud,Province Sud - 04 - Parti travailliste et forces progressistes,Province Sud:24,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HEMA KOLOTILE,Kolotile HEMA,KOLOTILE HEMA,Province Sud,Province Sud - 04 - Parti travailliste et forces progressistes,Province Sud:44,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HENESEWENE ISSA,Issa HENESEWENE,ISSA HENESEWENE,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:35,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HENRI LOLOHEA,Henri LOLOHEA,HENRI LOLOHEA,Province des Iles,Province des Iles - 07 - MNIS Iles,Province des Iles:20,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HENRI SELEFEN,Henri SELEFEN,HENRI SELEFEN,Province des Iles,Province des Iles - 07 - MNIS Iles,Province des Iles:04,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HENRI WAWALAHAE,Henri WAWALAHAE,HENRI WAWALAHAE,Province Sud,Province Sud - 04 - Parti travailliste et forces progressistes,Province Sud:49,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HENRI ZEGOU,Henri ZEGOU,HENRI ZEGOU,Province Sud,Province Sud - 02 - Rassemblement national,Province Sud:49,1,Non-independantiste / droite nationale,Rassemblement national / droite nationale,Rassemblement national / droite nationale,Droite nationale anti-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HENRICK JEAN POUAOUANDE TABOUAI YVES,"Jean-Yves,Henrick,Tabouai POUAOUANDE",JEAN YVES HENRICK TABOUAI POUAOUANDE,Province Nord,Province Nord - 04 - Parti travailliste,Province Nord:15,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HENRIETTE JACQUELINE ROUSSEL,"Jacqueline, Henriette ROUSSEL",JACQUELINE HENRIETTE ROUSSEL,Province Nord,Province Nord - 01 - UNI,Province Nord:32,1,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HENRIETTE NAHIET YELENA,Yelena Henriette NAHIET,YELENA HENRIETTE NAHIET,Province Nord,Province Nord - 04 - Parti travailliste,Province Nord:24,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HEO NADIA VEOUTE,"Nadia, Véoute HEO",NADIA VEOUTE HEO,Province Nord,Province Nord - 01 - UNI,Province Nord:06,1,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,FALSE,Congres + assemblee de province,UNI,UNI,UNI,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HERMAN WABOULA,Herman WABOULA,HERMAN WABOULA,Province des Iles,Province des Iles - 07 - MNIS Iles,Province des Iles:06,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HERVE MONEFARA PIERRE SERGE,"Pierre, Serge, Hervé MONEFARA",PIERRE SERGE HERVE MONEFARA,Province Sud,Province Sud - 07 - FLNKS,Province Sud:11,1,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
HILARION LEONARD WADJENO,"Hilarion, Léonard WADJENO",HILARION LEONARD WADJENO,Province des Iles,Province des Iles - 04 - Avec nous,Province des Iles:11,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
