annee,scrutin,date_scrutin,source_arrete,province,numero_liste,liste_nom,couleur_bulletin,embleme,rang,nom_prenoms,sexe,page_source,source_url,nom_normalise,nom_cle_comparaison,ocr_a_verifier,liste_id
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,27,Tomasi TAFUSIMAI,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,TOMASI TAFUSIMAI,TAFUSIMAI TOMASI,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,28,Katalina FETAULAKI épouse Toa,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,KATALINA FETAULAKI TOA,FETAULAKI KATALINA TOA,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,29,Falasola SALESI,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,FALASOLA SALESI,FALASOLA SALESI,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,30,Ginette BOMASSE,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,GINETTE BOMASSE,BOMASSE GINETTE,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,31,Pierre-Chanel LIUFAU,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,PIERRE CHANEL LIUFAU,CHANEL LIUFAU PIERRE,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,32,Vanessa DRISS,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,VANESSA DRISS,DRISS VANESSA,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,33,Christophe MANUKA,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,CHRISTOPHE MANUKA,CHRISTOPHE MANUKA,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,34,Vanessa TOATITI ép SINAMO,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,VANESSA TOATITI SINAMO,SINAMO TOATITI VANESSA,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,35,Pierre-Chanel FLORES,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,PIERRE CHANEL FLORES,CHANEL FLORES PIERRE,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,36,Eva SEVELLE ép AUVAA,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,EVA SEVELLE AUVAA,AUVAA EVA SEVELLE,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,37,Pierre TEUIRA,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,PIERRE TEUIRA,PIERRE TEUIRA,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,38,Romilda CICA,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,ROMILDA CICA,CICA ROMILDA,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,39,Kenny GUERIN,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,KENNY GUERIN,GUERIN KENNY,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,40,Noémie HWEILLIA,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,NOEMIE HWEILLIA,HWEILLIA NOEMIE,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,41,Ulrick LOTAUT,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,ULRICK LOTAUT,LOTAUT ULRICK,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,42,Fihimailé MUNANOA,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,FIHIMAILE MUNANOA,FIHIMAILE MUNANOA,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,43,Ludovic BAUDOEUF,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,LUDOVIC BAUDOEUF,BAUDOEUF LUDOVIC,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,44,Prescilla MARUHI,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,PRESCILLA MARUHI,MARUHI PRESCILLA,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,45,Tonny BIAZA DIT RAPAUTE,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,TONNY BIAZA DIT RAPAUTE,BIAZA DIT RAPAUTE TONNY,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,46,Reihia IOTEFA,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,REIHIA IOTEFA,IOTEFA REIHIA,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,47,Jean-Jacques TOEMINO,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,JEAN JACQUES TOEMINO,JACQUES JEAN TOEMINO,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,48,Marie-Françoise LAMATAKI,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,MARIE FRANCOISE LAMATAKI,FRANCOISE LAMATAKI MARIE,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,49,Mikaele TUIGANA,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,MIKAELE TUIGANA,MIKAELE TUIGANA,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,10,DESTIN COMMUN CALEDONIEN,NA,NA,50,Maria MAGULU,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,MARIA MAGULU,MAGULU MARIA,FALSE,2019_Province Sud_10
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,1,Philippe GOMES,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,PHILIPPE GOMES,GOMES PHILIPPE,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,2,Annie QAEZE,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,ANNIE QAEZE,ANNIE QAEZE,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,3,Nicolas METZDORF,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,NICOLAS METZDORF,METZDORF NICOLAS,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,4,Magali MANUOHALALO,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,MAGALI MANUOHALALO,MAGALI MANUOHALALO,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,5,Philippe DUNOYER,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,PHILIPPE DUNOYER,DUNOYER PHILIPPE,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,6,Emmanuelle KHAC,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,EMMANUELLE KHAC,EMMANUELLE KHAC,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,7,Philippe MICHEL,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,PHILIPPE MICHEL,MICHEL PHILIPPE,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,8,Nina JULIE,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,NINA JULIE,JULIE NINA,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,9,Jean KAYS,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,JEAN KAYS,JEAN KAYS,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,10,Martine LAGNEAU,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,MARTINE LAGNEAU,LAGNEAU MARTINE,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,11,Pierre FAIRBANK,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,PIERRE FAIRBANK,FAIRBANK PIERRE,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,12,Corine VOISIN,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,CORINE VOISIN,CORINE VOISIN,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,13,Joseph CAIHE,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,JOSEPH CAIHE,CAIHE JOSEPH,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,14,Hélène IEKAWE,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,HELENE IEKAWE,HELENE IEKAWE,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,15,Nicolas FIJALKOWSKI,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,NICOLAS FIJALKOWSKI,FIJALKOWSKI NICOLAS,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,16,Gyslène DAMBREVILLE,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,GYSLENE DAMBREVILLE,DAMBREVILLE GYSLENE,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,17,Isala PAGATELE,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,ISALA PAGATELE,ISALA PAGATELE,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,18,Monique MILLET,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,MONIQUE MILLET,MILLET MONIQUE,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,19,Eugène UKEIWE,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,EUGENE UKEIWE,EUGENE UKEIWE,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,20,Marie-Françoise HMEUN,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,MARIE FRANCOISE HMEUN,FRANCOISE HMEUN MARIE,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,21,Jérémy ATITI,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,JEREMY ATITI,ATITI JEREMY,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,22,Manina TEHEI,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,MANINA TEHEI,MANINA TEHEI,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,23,D'Jo PEYRONNET,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,D JO PEYRONNET,JO PEYRONNET,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,24,Florence ROLLAND,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,FLORENCE ROLLAND,FLORENCE ROLLAND,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,25,Alexandre NEMEBREUX,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,ALEXANDRE NEMEBREUX,ALEXANDRE NEMEBREUX,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,26,Mondy LAIGLE,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,MONDY LAIGLE,LAIGLE MONDY,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,27,Ghislain SANTACROCE,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,GHISLAIN SANTACROCE,GHISLAIN SANTACROCE,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,28,Charlène SOERIP,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,CHARLENE SOERIP,CHARLENE SOERIP,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,29,Régis ROUSTAN,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,REGIS ROUSTAN,REGIS ROUSTAN,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,30,Elisapeta SALIGA,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,ELISAPETA SALIGA,ELISAPETA SALIGA,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,31,Mickaël LEME,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,MICKAEL LEME,LEME MICKAEL,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,32,Lou FERY,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,LOU FERY,FERY LOU,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,33,Sosefo KAFIKAILA,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,SOSEFO KAFIKAILA,KAFIKAILA SOSEFO,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,34,Marie-Pascale VOLTIGEUR,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,MARIE PASCALE VOLTIGEUR,MARIE PASCALE VOLTIGEUR,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,35,Thierry SONG,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,THIERRY SONG,SONG THIERRY,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,36,Vaite DUVIVIER,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,VAITE DUVIVIER,DUVIVIER VAITE,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,37,Gaëtan BARRETTEAU,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,GAETAN BARRETTEAU,BARRETTEAU GAETAN,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,38,Sutita SIO-LAGADEC,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,SUTITA SIO LAGADEC,LAGADEC SIO SUTITA,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,39,Anatolio MULILOTO,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,ANATOLIO MULILOTO,ANATOLIO MULILOTO,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,40,Liliane TEINAURI,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,LILIANE TEINAURI,LILIANE TEINAURI,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,41,Richard FOURNIER,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,RICHARD FOURNIER,FOURNIER RICHARD,FALSE,2019_Province Sud_11
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province Sud,11,"CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",NA,NA,42,Lyvia BRIAULT,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-sud,LYVIA BRIAULT,BRIAULT LYVIA,FALSE,2019_Province Sud_11
