annee,scrutin,date_scrutin,source_arrete,province,numero_liste,liste_nom,couleur_bulletin,embleme,rang,nom_prenoms,sexe,page_source,source_url,nom_normalise,nom_cle_comparaison,ocr_a_verifier,liste_id
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,7,Timothéo WETE,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,TIMOTHEO WETE,TIMOTHEO WETE,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,8,Philomène KATE ep JEWINE,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,PHILOMENE KATE JEWINE,JEWINE KATE PHILOMENE,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,9,"Fabrice, Henri HNANGANYAN",M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,FABRICE HENRI HNANGANYAN,FABRICE HENRI HNANGANYAN,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,10,Clémentine WAMO ep GOPE,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,CLEMENTINE WAMO GOPE,CLEMENTINE GOPE WAMO,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,11,Willy Walter NEMIA,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,WILLY WALTER NEMIA,NEMIA WALTER WILLY,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,12,"Mado, Océane Hnemene QENEGEI ep QENEJOJ",F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,MADO OCEANE HNEMENE QENEGEI QENEJOJ,HNEMENE MADO OCEANE QENEGEI QENEJOJ,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,13,Jacques ADJOUHNYOPE,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,JACQUES ADJOUHNYOPE,ADJOUHNYOPE JACQUES,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,14,Aurore GOPE,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,AURORE GOPE,AURORE GOPE,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,15,Georges Sitrima PASSA,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,GEORGES SITRIMA PASSA,GEORGES PASSA SITRIMA,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,16,Scholastique NINE ep HNAWEONGO,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,SCHOLASTIQUE NINE HNAWEONGO,HNAWEONGO NINE SCHOLASTIQUE,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,17,René Blaise Wakorèze SALO,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,RENE BLAISE WAKOREZE SALO,BLAISE RENE SALO WAKOREZE,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,18,Jeanine Rakéla WATHEANE ep HAEWEGENE,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,JEANINE RAKELA WATHEANE HAEWEGENE,HAEWEGENE JEANINE RAKELA WATHEANE,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,19,"Pascal,Hunenu TUPAISSI",M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,PASCAL HUNENU TUPAISSI,HUNENU PASCAL TUPAISSI,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,20,Rose Maïma IHILY,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,ROSE MAIMA IHILY,IHILY MAIMA ROSE,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,21,Armand Wadrengece WAETHEANE,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,ARMAND WADRENGECE WAETHEANE,ARMAND WADRENGECE WAETHEANE,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,22,Jeanine Emelée WAHEO ep LAKOREDINE,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,JEANINE EMELEE WAHEO LAKOREDINE,EMELEE JEANINE LAKOREDINE WAHEO,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019 + modificatif 2019/145,Province des Iles,8,PALIKA ILES,NA,NA,23,ADJOUHGNIOPE David Germond,M,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,ADJOUHGNIOPE DAVID GERMOND,ADJOUHGNIOPE DAVID GERMOND,FALSE,2019_Province des Iles_08
2019,provinciales_2019,2019-05-12,elections-nc.fr candidatures 2019,Province des Iles,8,PALIKA ILES,NA,NA,24,Christine Nuane PONYIE ep CICA,F,NA,https://www.elections-nc.fr/elections-2018-2020/elections-provinciales-2019/candidatures-provinciales/candidatures-province-iles-loyaute,CHRISTINE NUANE PONYIE CICA,CHRISTINE CICA NUANE PONYIE,FALSE,2019_Province des Iles_08
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,1,Ï WAHETRA Wali,F,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,I WAHETRA WALI,WAHETRA WALI,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,2,LAKOREDINE Emile,M,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,LAKOREDINE EMILE,EMILE LAKOREDINE,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,3,HONEME Christiane,F,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,HONEME CHRISTIANE,CHRISTIANE HONEME,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,4,WAIÏITRONYIE Marvin,M,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,WAIIITRONYIE MARVIN,MARVIN WAIIITRONYIE,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,5,KATRAWA Aurélia,F,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,KATRAWA AURELIA,AURELIA KATRAWA,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,6,WAMO Samuel,M,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,WAMO SAMUEL,SAMUEL WAMO,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,7,GOPE Aurore,F,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,GOPE AURORE,AURORE GOPE,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,8,HMEUN David,M,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,HMEUN DAVID,DAVID HMEUN,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,9,MALIE Jacqueline,F,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,MALIE JACQUELINE,JACQUELINE MALIE,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,10,YEIWIE David,M,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,YEIWIE DAVID,DAVID YEIWIE,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,11,POHLE Victoria,F,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,POHLE VICTORIA,POHLE VICTORIA,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,12,OUABINE Kitchine,M,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,OUABINE KITCHINE,KITCHINE OUABINE,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,13,HNAU Rimel,F,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,HNAU RIMEL,HNAU RIMEL,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,14,WAITREU Jean-Michel,M,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,WAITREU JEAN MICHEL,JEAN MICHEL WAITREU,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,15,BAËE Diane,F,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,BAEE DIANE,BAEE DIANE,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,16,HNAIA Freddy,M,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,HNAIA FREDDY,FREDDY HNAIA,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,17,CAIHE Eliane,F,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,CAIHE ELIANE,CAIHE ELIANE,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,18,JOMESSY Patrick,M,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,JOMESSY PATRICK,JOMESSY PATRICK,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,19,KONYI Elisa,F,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,KONYI ELISA,ELISA KONYI,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,20,ADJOUHGNIOPE David,M,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,ADJOUHGNIOPE DAVID,ADJOUHGNIOPE DAVID,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,21,DRAWILO Jacqueline,F,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,DRAWILO JACQUELINE,DRAWILO JACQUELINE,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,22,WAHOPIE Steeve,M,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,WAHOPIE STEEVE,STEEVE WAHOPIE,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,23,SEIKO ép. GOPE Simone,F,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,SEIKO GOPE SIMONE,GOPE SEIKO SIMONE,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,1,PALIKA ÎLES,JAUNE,Logo Palika et logo Pil,24,HNACIPAN Pierre,M,4,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,HNACIPAN PIERRE,HNACIPAN PIERRE,FALSE,2026_Province des Iles_01
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,1,TRENYIWA Karyl,M,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,TRENYIWA KARYL,KARYL TRENYIWA,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,2,"WADRENGES ép. WAZIZI Marie-Odile, Aua",F,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,WADRENGES WAZIZI MARIE ODILE AUA,AUA MARIE ODILE WADRENGES WAZIZI,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,3,"NAXUE Jean-Eric, NAXU",M,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,NAXUE JEAN ERIC NAXU,ERIC JEAN NAXU NAXUE,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,4,SIAPO Qaeko,F,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,SIAPO QAEKO,QAEKO SIAPO,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,5,HNAWEONGO Albert,M,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,HNAWEONGO ALBERT,ALBERT HNAWEONGO,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,6,NEHOUNE Oceane,F,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,NEHOUNE OCEANE,NEHOUNE OCEANE,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,7,LUEPACK Henri,M,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,LUEPACK HENRI,HENRI LUEPACK,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,8,MALIE Marie-Philomène,F,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,MALIE MARIE PHILOMENE,MALIE MARIE PHILOMENE,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,9,"GIRAUD Wahata, Messiraïma",M,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,GIRAUD WAHATA MESSIRAIMA,GIRAUD MESSIRAIMA WAHATA,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,10,MAELI Waijaija L,F,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,MAELI WAIJAIJA L,MAELI WAIJAIJA,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,11,SIPA Germain,M,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,SIPA GERMAIN,GERMAIN SIPA,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,12,NOHIEUX Nangatro .,F,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,NOHIEUX NANGATRO,NANGATRO NOHIEUX,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,13,D LALIE Robert Bel,M,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,D LALIE ROBERT BEL,BEL LALIE ROBERT,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,14,BAOUTUAU Audrey,F,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,BAOUTUAU AUDREY,AUDREY BAOUTUAU,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,15,SAIHULIWA Sinawë,M,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,SAIHULIWA SINAWE,SAIHULIWA SINAWE,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,16,BATEOU Jeanne,F,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,BATEOU JEANNE,BATEOU JEANNE,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,17,HMAE Antoine,M,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,HMAE ANTOINE,ANTOINE HMAE,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,18,"MAOU Pucua, Clémentine",F,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,MAOU PUCUA CLEMENTINE,CLEMENTINE MAOU PUCUA,FALSE,2026_Province des Iles_02
2026,provinciales_2026,2026-06-28,Arrete HC/DCCAJE/BEL n. 2026-46 du 9 juin 2026,Province des Iles,2,UN NOUVEAU SOUFFLE,VIOLET,non précisé,19,WAGA Ludovic,M,5,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13420/111641/file/46.BEL.2026_Arr%C3%AAt%C3%A9_liste_cand_prov26+%2B+annexe.pdf,WAGA LUDOVIC,LUDOVIC WAGA,FALSE,2026_Province des Iles_02
