nom_cle_comparaison_2019,nom_cle_comparaison_2026,nom_affiche_2019,province_2019,liste_2019,rang_2019,nom_affiche_2026,province_2026,liste_2026,rang_2026,nom_clean_2019,nom_clean_2026,tokens_2019,tokens_2026,tokens_communs,nb_tokens_communs,nb_tokens_rares_communs,n_tokens_2019,n_tokens_2026,dice_tokens,lev_distance,lev_ratio,meme_province,tokens_non_prenoms_communs,a_token_non_prenom_commun
JEAN PHILIPPE ROUQUETTE,HNAGEJE PHILIPPE,Jean-Philippe ROUQUETTE,Province Sud,Rassemblement national,19,HNAGEJE Philippe,Province Sud,Une Province pour tous,44,JEAN PHILIPPE ROUQUETTE JEAN PHILIPPE ROUQUETTE,HNAGEJE PHILIPPE HNAGEJE PHILIPPE,JEAN|PHILIPPE|ROUQUETTE,HNAGEJE|PHILIPPE,PHILIPPE,1,0,3,2,0.4,27,0.574468085106383,TRUE,PHILIPPE,TRUE
JEAN PHILIPPE ROUQUETTE,PHILIPPE TOGOLEI,Jean-Philippe ROUQUETTE,Province Sud,Rassemblement national,19,TOGOLEI Philippe,Province Sud,Souverainete Kanaky NC,21,JEAN PHILIPPE ROUQUETTE JEAN PHILIPPE ROUQUETTE,PHILIPPE TOGOLEI TOGOLEI PHILIPPE,JEAN|PHILIPPE|ROUQUETTE,PHILIPPE|TOGOLEI,PHILIPPE,1,0,3,2,0.4,27,0.574468085106383,TRUE,PHILIPPE,TRUE
HELLOA JACQUELINE WAHEO,JACQUELINE MALIE,Jacqueline WAHEO ép HELLOA,Province des Iles,Parti travailliste,6,MALIE Jacqueline,Province des Iles,Palika Iles,9,HELLOA JACQUELINE WAHEO JACQUELINE WAHEO EP HELLOA,JACQUELINE MALIE MALIE JACQUELINE,HELLOA|JACQUELINE|WAHEO,JACQUELINE|MALIE,JACQUELINE,1,0,3,2,0.4,29,0.58,TRUE,JACQUELINE,TRUE
FRANCK GARREC LE,BONNARD FRANCK GERARD,Franck LE GARREC,Province Sud,Alliance citoyenne pour la transition,12,BONNARD Franck-Gérard,Province Sud,Unis pour le Pays,5,FRANCK GARREC LE FRANCK LE GARREC,BONNARD FRANCK GERARD BONNARD FRANCK GERARD,FRANCK|GARREC,BONNARD|FRANCK|GERARD,FRANCK,1,0,2,3,0.4,25,0.5813953488372093,TRUE,FRANCK,TRUE
HENRI SELEFEN,CHARLES HENRI QENENOJ,Henri SELEFEN,Province des Iles,MNIS Iles,4,QENENOJ HENRI CHARLES,Province des Iles,Union pour construire dans le consensus,17,HENRI SELEFEN HENRI SELEFEN,CHARLES HENRI QENENOJ QENENOJ HENRI CHARLES,HENRI|SELEFEN,CHARLES|HENRI|QENENOJ,HENRI,1,0,2,3,0.4,25,0.5813953488372093,TRUE,HENRI,TRUE
MARTINEZ PHILIPPE,CHRISTOPHE PHILIPPE VINCENT,Philippe MARTINEZ,Province Sud,Rassemblement national,31,VINCENT Philippe Christophe,Province Sud,Souverainete Kanaky NC,29,MARTINEZ PHILIPPE PHILIPPE MARTINEZ,CHRISTOPHE PHILIPPE VINCENT VINCENT PHILIPPE CHRISTOPHE,MARTINEZ|PHILIPPE,CHRISTOPHE|PHILIPPE|VINCENT,PHILIPPE,1,0,2,3,0.4,32,0.5818181818181818,TRUE,PHILIPPE,TRUE
MICHEL PHILIPPE,CHRISTOPHE PHILIPPE VINCENT,Philippe MICHEL,Province Sud,Caledoniens Ensemble,7,VINCENT Philippe Christophe,Province Sud,Souverainete Kanaky NC,29,MICHEL PHILIPPE PHILIPPE MICHEL,CHRISTOPHE PHILIPPE VINCENT VINCENT PHILIPPE CHRISTOPHE,MICHEL|PHILIPPE,CHRISTOPHE|PHILIPPE|VINCENT,PHILIPPE,1,0,2,3,0.4,32,0.5818181818181818,TRUE,PHILIPPE,TRUE
DARRICAU NATHALIE,LAIGLE LAUNAY NATHALIE,Nathalie DARRICAU,Province Sud,Construire autrement,32,LAUNAY ep LAIGLE Nathalie,Province Sud,Un espoir pour demain,46,DARRICAU NATHALIE NATHALIE DARRICAU,LAIGLE LAUNAY NATHALIE LAUNAY EP LAIGLE NATHALIE,DARRICAU|NATHALIE,LAIGLE|LAUNAY|NATHALIE,NATHALIE,1,0,2,3,0.4,28,0.5833333333333334,TRUE,NATHALIE,TRUE
CHRISTIAN COLLOT,CHRISTIAN JEAN WADRA,Christian COLLOT,Province Sud,Alliance citoyenne pour la transition,20,WADRA JEAN-CHRISTIAN,Province Sud,Faire Pays,29,CHRISTIAN COLLOT CHRISTIAN COLLOT,CHRISTIAN JEAN WADRA WADRA JEAN CHRISTIAN,CHRISTIAN|COLLOT,CHRISTIAN|JEAN|WADRA,CHRISTIAN,1,0,2,3,0.4,24,0.5853658536585366,TRUE,CHRISTIAN,TRUE
MICHEL PHILIPPE,KAOUA PHILIPPE WEDOI,Philippe MICHEL,Province Sud,Caledoniens Ensemble,7,WEDOI Philippe Kaoua,Province Sud,Kanaky pour tous,31,MICHEL PHILIPPE PHILIPPE MICHEL,KAOUA PHILIPPE WEDOI WEDOI PHILIPPE KAOUA,MICHEL|PHILIPPE,KAOUA|PHILIPPE|WEDOI,PHILIPPE,1,0,2,3,0.4,24,0.5853658536585366,TRUE,PHILIPPE,TRUE
BERNARD ENOKA,BERNARD DUVAL HENRI,Bernard ENOKA,Province Sud,MNIS Sud,47,DUVAL Henri-Bernard,Province Sud,Un espoir pour demain,25,BERNARD ENOKA BERNARD ENOKA,BERNARD DUVAL HENRI DUVAL HENRI BERNARD,BERNARD|ENOKA,BERNARD|DUVAL|HENRI,BERNARD,1,0,2,3,0.4,23,0.5897435897435898,TRUE,BERNARD,TRUE
BERNARD MARANT,BERNARD DUVAL HENRI,Bernard MARANT,Province Sud,Caledoniens Ensemble,47,DUVAL Henri-Bernard,Province Sud,Un espoir pour demain,25,BERNARD MARANT BERNARD MARANT,BERNARD DUVAL HENRI DUVAL HENRI BERNARD,BERNARD|MARANT,BERNARD|DUVAL|HENRI,BERNARD,1,0,2,3,0.4,23,0.5897435897435898,TRUE,BERNARD,TRUE
JEAN PHILIPPE ROUQUETTE,DESEIGNE PHILIPPE,Jean-Philippe ROUQUETTE,Province Sud,Rassemblement national,19,DESEIGNE Philippe,Province Sud,Unis pour le Pays,25,JEAN PHILIPPE ROUQUETTE JEAN PHILIPPE ROUQUETTE,DESEIGNE PHILIPPE DESEIGNE PHILIPPE,JEAN|PHILIPPE|ROUQUETTE,DESEIGNE|PHILIPPE,PHILIPPE,1,0,3,2,0.4,28,0.5957446808510638,TRUE,PHILIPPE,TRUE
JEAN PHILIPPE ROUQUETTE,LEMAITRE PHILIPPE,Jean-Philippe ROUQUETTE,Province Sud,Rassemblement national,19,LEMAITRE Philippe,Province Sud,Pour une Caledonie francaise,5,JEAN PHILIPPE ROUQUETTE JEAN PHILIPPE ROUQUETTE,LEMAITRE PHILIPPE LEMAITRE PHILIPPE,JEAN|PHILIPPE|ROUQUETTE,LEMAITRE|PHILIPPE,PHILIPPE,1,0,3,2,0.4,28,0.5957446808510638,TRUE,PHILIPPE,TRUE
LAIGLE MONDY,LAIGLE LAUNAY NATHALIE,Mondy LAIGLE,Province Sud,Caledoniens Ensemble,26,LAUNAY ep LAIGLE Nathalie,Province Sud,Un espoir pour demain,46,LAIGLE MONDY MONDY LAIGLE,LAIGLE LAUNAY NATHALIE LAUNAY EP LAIGLE NATHALIE,LAIGLE|MONDY,LAIGLE|LAUNAY|NATHALIE,LAIGLE,1,0,2,3,0.4,29,0.6041666666666666,TRUE,LAIGLE,TRUE
HENRI SELEFEN,HENRI HUMUNIE WANEWI,Henri SELEFEN,Province des Iles,MNIS Iles,4,HUMUNIE Henri Wanéwi,Province des Iles,UC-FLNKS Iles,21,HENRI SELEFEN HENRI SELEFEN,HENRI HUMUNIE WANEWI HUMUNIE HENRI WANEWI,HENRI|SELEFEN,HENRI|HUMUNIE|WANEWI,HENRI,1,0,2,3,0.4,25,0.6097560975609756,TRUE,HENRI,TRUE
BRIGNONE NICOLAS,KEMEDJIE NICOLAS SELEFEN,Nicolas BRIGNONE,Province Sud,L'Avenir en confiance,28,SELEFEN Nicolas Kemedjie,Province Sud,Souverainete Kanaky NC,47,BRIGNONE NICOLAS NICOLAS BRIGNONE,KEMEDJIE NICOLAS SELEFEN SELEFEN NICOLAS KEMEDJIE,BRIGNONE|NICOLAS,KEMEDJIE|NICOLAS|SELEFEN,NICOLAS,1,0,2,3,0.4,30,0.6122448979591837,TRUE,NICOLAS,TRUE
JODAR NICOLAS,KEMEDJIE NICOLAS SELEFEN,Nicolas JODAR,Province Sud,Construire autrement,35,SELEFEN Nicolas Kemedjie,Province Sud,Souverainete Kanaky NC,47,JODAR NICOLAS NICOLAS JODAR,KEMEDJIE NICOLAS SELEFEN SELEFEN NICOLAS KEMEDJIE,JODAR|NICOLAS,KEMEDJIE|NICOLAS|SELEFEN,NICOLAS,1,0,2,3,0.4,30,0.6122448979591837,TRUE,NICOLAS,TRUE
HENRI WAWALAHAE,HENRI JUNI MAO,Henri WAWALAHAE,Province Sud,Parti travailliste et forces progressistes,49,JUNI Henri Mao,Province Sud,Kanaky pour tous,23,HENRI WAWALAHAE HENRI WAWALAHAE,HENRI JUNI MAO JUNI HENRI MAO,HENRI|WAWALAHAE,HENRI|JUNI|MAO,HENRI,1,0,2,3,0.4,19,0.6129032258064516,TRUE,HENRI,TRUE
BERNARD BOUANAOUE,BERNARD DUVAL HENRI,Bernard BOUANAOUE,Province Sud,Parti travailliste et forces progressistes,43,DUVAL Henri-Bernard,Province Sud,Un espoir pour demain,25,BERNARD BOUANAOUE BERNARD BOUANAOUE,BERNARD DUVAL HENRI DUVAL HENRI BERNARD,BERNARD|BOUANAOUE,BERNARD|DUVAL|HENRI,BERNARD,1,0,2,3,0.4,24,0.6153846153846154,TRUE,BERNARD,TRUE
HELENE MARIE WAMALO,HELENE WENEGUEI,Marie-Hélène WAMALO,Province Sud,MNIS Sud,18,WENEGUEI Hélène,Province Sud,Un autre monde est possible,43,HELENE MARIE WAMALO MARIE HELENE WAMALO,HELENE WENEGUEI WENEGUEI HELENE,HELENE|MARIE|WAMALO,HELENE|WENEGUEI,HELENE,1,0,3,2,0.4,24,0.6153846153846154,TRUE,HELENE,TRUE
GOMES PHILIPPE,CHRISTOPHE PHILIPPE VINCENT,Philippe GOMES,Province Sud,Caledoniens Ensemble,1,VINCENT Philippe Christophe,Province Sud,Souverainete Kanaky NC,29,GOMES PHILIPPE PHILIPPE GOMES,CHRISTOPHE PHILIPPE VINCENT VINCENT PHILIPPE CHRISTOPHE,GOMES|PHILIPPE,CHRISTOPHE|PHILIPPE|VINCENT,PHILIPPE,1,0,2,3,0.4,34,0.6181818181818182,TRUE,PHILIPPE,TRUE
HELENE IEKAWE,HELENE KIKANOI POLUTELE,Hélène IEKAWE,Province Sud,Caledoniens Ensemble,14,POLUTELE ép. KIKANOI Hélène,Province Sud,Kanaky pour tous,46,HELENE IEKAWE HELENE IEKAWE,HELENE KIKANOI POLUTELE POLUTELE EP KIKANOI HELENE,HELENE|IEKAWE,HELENE|KIKANOI|POLUTELE,HELENE,1,0,2,3,0.4,31,0.62,TRUE,HELENE,TRUE
NERHON RENE,NEKIRIAI RENE WAGA,René NERHON,Province Nord,MNIS Nord,6,NEKIRIAI Rene Waga,Province Nord,Alternative Nord pour un pays souverain,31,NERHON RENE RENE NERHON,NEKIRIAI RENE WAGA NEKIRIAI RENE WAGA,NERHON|RENE,NEKIRIAI|RENE|WAGA,RENE,1,0,2,3,0.4,23,0.6216216216216216,TRUE,RENE,TRUE
SANTA THIERRY,LONNE MAYERAU THIERRY,Thierry SANTA,Province Sud,L'Avenir en confiance,2,MAYERAU-LONNE Thierry,Province Sud,Un espoir pour demain,5,SANTA THIERRY THIERRY SANTA,LONNE MAYERAU THIERRY MAYERAU LONNE THIERRY,SANTA|THIERRY,LONNE|MAYERAU|THIERRY,THIERRY,1,0,2,3,0.4,27,0.627906976744186,TRUE,THIERRY,TRUE
HENRI LOLOHEA,CHARLES HENRI QENENOJ,Henri LOLOHEA,Province des Iles,MNIS Iles,20,QENENOJ HENRI CHARLES,Province des Iles,Union pour construire dans le consensus,17,HENRI LOLOHEA HENRI LOLOHEA,CHARLES HENRI QENENOJ QENENOJ HENRI CHARLES,HENRI|LOLOHEA,CHARLES|HENRI|QENENOJ,HENRI,1,0,2,3,0.4,27,0.627906976744186,TRUE,HENRI,TRUE
MALIA TAFILI,HAUTAUFAAO MALIA PAKAINA,Malia TAFILI,Province Sud,L'Eveil oceanien,10,HAUTAUFAAO Malia Pakaina,Province Sud,Souverainete Kanaky NC,14,MALIA TAFILI MALIA TAFILI,HAUTAUFAAO MALIA PAKAINA HAUTAUFAAO MALIA PAKAINA,MALIA|TAFILI,HAUTAUFAAO|MALIA|PAKAINA,MALIA,1,0,2,3,0.4,31,0.6326530612244898,TRUE,MALIA,TRUE
NICOLAS PUGIBET,KEMEDJIE NICOLAS SELEFEN,Nicolas PUGIBET,Province Sud,Construire autrement,29,SELEFEN Nicolas Kemedjie,Province Sud,Souverainete Kanaky NC,47,NICOLAS PUGIBET NICOLAS PUGIBET,KEMEDJIE NICOLAS SELEFEN SELEFEN NICOLAS KEMEDJIE,NICOLAS|PUGIBET,KEMEDJIE|NICOLAS|SELEFEN,NICOLAS,1,0,2,3,0.4,31,0.6326530612244898,TRUE,NICOLAS,TRUE
MARTINEZ PHILIPPE,KAOUA PHILIPPE WEDOI,Philippe MARTINEZ,Province Sud,Rassemblement national,31,WEDOI Philippe Kaoua,Province Sud,Kanaky pour tous,31,MARTINEZ PHILIPPE PHILIPPE MARTINEZ,KAOUA PHILIPPE WEDOI WEDOI PHILIPPE KAOUA,MARTINEZ|PHILIPPE,KAOUA|PHILIPPE|WEDOI,PHILIPPE,1,0,2,3,0.4,26,0.6341463414634146,TRUE,PHILIPPE,TRUE
HENRI LOLOHEA,HENRI HNACCIA UJICAS,Henri LOLOHEA,Province des Iles,MNIS Iles,20,UJICAS Henri Hnaccia,Province des Iles,S'engager et oeuvrer,21,HENRI LOLOHEA HENRI LOLOHEA,HENRI HNACCIA UJICAS UJICAS HENRI HNACCIA,HENRI|LOLOHEA,HENRI|HNACCIA|UJICAS,HENRI,1,0,2,3,0.4,26,0.6341463414634146,TRUE,HENRI,TRUE
SONIA TEIN,BAI PATRICK TEIN,Sonia TEIN,Province Sud,Caledonie nouvelle et reunie,30,TEIN BAI Patrick,Province Sud,Les Loyalistes et Le Rassemblement,42,SONIA TEIN SONIA TEIN,BAI PATRICK TEIN TEIN BAI PATRICK,SONIA|TEIN,BAI|PATRICK|TEIN,TEIN,1,0,2,3,0.4,21,0.6363636363636364,TRUE,TEIN,TRUE
HENRI WAWALAHAE,BERNARD DUVAL HENRI,Henri WAWALAHAE,Province Sud,Parti travailliste et forces progressistes,49,DUVAL Henri-Bernard,Province Sud,Un espoir pour demain,25,HENRI WAWALAHAE HENRI WAWALAHAE,BERNARD DUVAL HENRI DUVAL HENRI BERNARD,HENRI|WAWALAHAE,BERNARD|DUVAL|HENRI,HENRI,1,0,2,3,0.4,25,0.6410256410256411,TRUE,HENRI,TRUE
HENRI ZEGOU,BERNARD DUVAL HENRI,Henri ZEGOU,Province Sud,Rassemblement national,49,DUVAL Henri-Bernard,Province Sud,Un espoir pour demain,25,HENRI ZEGOU HENRI ZEGOU,BERNARD DUVAL HENRI DUVAL HENRI BERNARD,HENRI|ZEGOU,BERNARD|DUVAL|HENRI,HENRI,1,0,2,3,0.4,25,0.6410256410256411,TRUE,HENRI,TRUE
CUENOT GUY OLIVIER,CAPECCHI OLIVIER,Guy-Olivier CUENOT,Province Sud,L'Avenir en confiance,18,CAPECCHI Olivier,Province Sud,Un autre monde est possible,9,CUENOT GUY OLIVIER GUY OLIVIER CUENOT,CAPECCHI OLIVIER CAPECCHI OLIVIER,CUENOT|GUY|OLIVIER,CAPECCHI|OLIVIER,OLIVIER,1,0,3,2,0.4,24,0.6486486486486487,TRUE,OLIVIER,TRUE
DELRIEU PASCALE,ANNE DOUEPERE PASCALE,Pascale DELRIEU,Province Sud,Alliance citoyenne pour la transition,33,DOUEPERE Anne Pascale,Province Sud,Souverainete Kanaky NC,26,DELRIEU PASCALE PASCALE DELRIEU,ANNE DOUEPERE PASCALE DOUEPERE ANNE PASCALE,DELRIEU|PASCALE,ANNE|DOUEPERE|PASCALE,PASCALE,1,0,2,3,0.4,28,0.6511627906976745,TRUE,PASCALE,TRUE
MARIA MAULIGALO,KELETAONA MARIA VIOLAINE,Maria MAULIGALO,Province Sud,Parti travailliste et forces progressistes,18,KELETAONA Maria-Violaine,Province Sud,Alliance Pacifik enracinee,15,MARIA MAULIGALO MARIA MAULIGALO,KELETAONA MARIA VIOLAINE KELETAONA MARIA VIOLAINE,MARIA|MAULIGALO,KELETAONA|MARIA|VIOLAINE,MARIA,1,0,2,3,0.4,32,0.6530612244897959,TRUE,MARIA,TRUE
CHIARA JEAN PHILIPPE,ETCHEVERRY PHILIPPE,Jean-Philippe CHIARA,Province Sud,Rassemblement national,45,ETCHEVERRY Philippe,Province Sud,"France Caledonie, une patrie",23,CHIARA JEAN PHILIPPE JEAN PHILIPPE CHIARA,ETCHEVERRY PHILIPPE ETCHEVERRY PHILIPPE,CHIARA|JEAN|PHILIPPE,ETCHEVERRY|PHILIPPE,PHILIPPE,1,0,3,2,0.4,27,0.6585365853658537,TRUE,PHILIPPE,TRUE
DALY LAROQUE VALERIE,BOURINEAU VALERIE,Valérie LAROQUE-DALY,Province Sud,L'Avenir en confiance,49,BOURINEAU Valérie,Province Sud,Un espoir pour demain,14,DALY LAROQUE VALERIE VALERIE LAROQUE DALY,BOURINEAU VALERIE BOURINEAU VALERIE,DALY|LAROQUE|VALERIE,BOURINEAU|VALERIE,VALERIE,1,0,3,2,0.4,27,0.6585365853658537,TRUE,VALERIE,TRUE
DALY LAROQUE VALERIE,FERRIOT VALERIE,Valérie LAROQUE-DALY,Province Sud,L'Avenir en confiance,49,FERRIOT Valérie,Province Sud,"Nous, reunis",42,DALY LAROQUE VALERIE VALERIE LAROQUE DALY,FERRIOT VALERIE FERRIOT VALERIE,DALY|LAROQUE|VALERIE,FERRIOT|VALERIE,VALERIE,1,0,3,2,0.4,27,0.6585365853658537,TRUE,VALERIE,TRUE
DALY LAROQUE VALERIE,HERBERT VALERIE,Valérie LAROQUE-DALY,Province Sud,L'Avenir en confiance,49,HERBERT Valérie,Province Sud,Pour une Caledonie francaise,50,DALY LAROQUE VALERIE VALERIE LAROQUE DALY,HERBERT VALERIE HERBERT VALERIE,DALY|LAROQUE|VALERIE,HERBERT|VALERIE,VALERIE,1,0,3,2,0.4,27,0.6585365853658537,TRUE,VALERIE,TRUE
HENRI LOLOHEA,HENRI HUMUNIE WANEWI,Henri LOLOHEA,Province des Iles,MNIS Iles,20,HUMUNIE Henri Wanéwi,Province des Iles,UC-FLNKS Iles,21,HENRI LOLOHEA HENRI LOLOHEA,HENRI HUMUNIE WANEWI HUMUNIE HENRI WANEWI,HENRI|LOLOHEA,HENRI|HUMUNIE|WANEWI,HENRI,1,0,2,3,0.4,27,0.6585365853658537,TRUE,HENRI,TRUE
HENRI SELEFEN,HENRI HNACCIA UJICAS,Henri SELEFEN,Province des Iles,MNIS Iles,4,UJICAS Henri Hnaccia,Province des Iles,S'engager et oeuvrer,21,HENRI SELEFEN HENRI SELEFEN,HENRI HNACCIA UJICAS UJICAS HENRI HNACCIA,HENRI|SELEFEN,HENRI|HNACCIA|UJICAS,HENRI,1,0,2,3,0.4,27,0.6585365853658537,TRUE,HENRI,TRUE
JEAN PHILIPPE ROUQUETTE,ETCHEVERRY PHILIPPE,Jean-Philippe ROUQUETTE,Province Sud,Rassemblement national,19,ETCHEVERRY Philippe,Province Sud,"France Caledonie, une patrie",23,JEAN PHILIPPE ROUQUETTE JEAN PHILIPPE ROUQUETTE,ETCHEVERRY PHILIPPE ETCHEVERRY PHILIPPE,JEAN|PHILIPPE|ROUQUETTE,ETCHEVERRY|PHILIPPE,PHILIPPE,1,0,3,2,0.4,31,0.6595744680851063,TRUE,PHILIPPE,TRUE
ISABELLE LAFLEUR,ISABELLE MARIE VAITULUKINA,Isabelle LAFLEUR,Province Sud,L'Avenir en confiance,47,"VAITULUKINA MARIE, ISABELLE",Province Sud,Faire Pays,10,ISABELLE LAFLEUR ISABELLE LAFLEUR,ISABELLE MARIE VAITULUKINA VAITULUKINA MARIE ISABELLE,ISABELLE|LAFLEUR,ISABELLE|MARIE|VAITULUKINA,ISABELLE,1,0,2,3,0.4,35,0.660377358490566,TRUE,ISABELLE,TRUE
ARLETTE TEIN,BAI TEIN VALERIE,Arlette TEIN,Province Nord,Parti travailliste,4,TEIN-BAÏ Valérie,Province Nord,Agissons ensemble pour le Nord,5,ARLETTE TEIN ARLETTE TEIN,BAI TEIN VALERIE TEIN BAI VALERIE,ARLETTE|TEIN,BAI|TEIN|VALERIE,TEIN,1,0,2,3,0.4,22,0.6666666666666666,TRUE,TEIN,TRUE
ARLETTE TEIN,BOAH STEPHANIE TEIN,Arlette TEIN,Province Nord,Parti travailliste,4,TEIN-BOAH Stéphanie,Province Nord,UNI,31,ARLETTE TEIN ARLETTE TEIN,BOAH STEPHANIE TEIN TEIN BOAH STEPHANIE,ARLETTE|TEIN,BOAH|STEPHANIE|TEIN,TEIN,1,0,2,3,0.4,26,0.6666666666666666,TRUE,TEIN,TRUE
DIDIER TROTRO XOLAWAWA,DIDIER KADDOUR,"Didier, Trotro XOLAWAWA",Province Sud,FLNKS,45,KADDOUR Didier,Province Sud,Un espoir pour demain,15,DIDIER TROTRO XOLAWAWA DIDIER TROTRO XOLAWAWA,DIDIER KADDOUR KADDOUR DIDIER,DIDIER|TROTRO|XOLAWAWA,DIDIER|KADDOUR,DIDIER,1,0,3,2,0.4,30,0.6666666666666666,TRUE,DIDIER,TRUE
DIDIER TROTRO XOLAWAWA,DIDIER MARCUZZO,"Didier, Trotro XOLAWAWA",Province Sud,FLNKS,45,MARCUZZO Didier,Province Sud,"France Caledonie, une patrie",29,DIDIER TROTRO XOLAWAWA DIDIER TROTRO XOLAWAWA,DIDIER MARCUZZO MARCUZZO DIDIER,DIDIER|TROTRO|XOLAWAWA,DIDIER|MARCUZZO,DIDIER,1,0,3,2,0.4,30,0.6666666666666666,TRUE,DIDIER,TRUE
HMALOKO THIERRY,LONNE MAYERAU THIERRY,Thierry HMALOKO,Province Sud,MNIS Sud,43,MAYERAU-LONNE Thierry,Province Sud,Un espoir pour demain,5,HMALOKO THIERRY THIERRY HMALOKO,LONNE MAYERAU THIERRY MAYERAU LONNE THIERRY,HMALOKO|THIERRY,LONNE|MAYERAU|THIERRY,THIERRY,1,0,2,3,0.4,29,0.6744186046511628,TRUE,THIERRY,TRUE
CHIARA JEAN PHILIPPE,PHILIPPE TOGOLEI,Jean-Philippe CHIARA,Province Sud,Rassemblement national,45,TOGOLEI Philippe,Province Sud,Souverainete Kanaky NC,21,CHIARA JEAN PHILIPPE JEAN PHILIPPE CHIARA,PHILIPPE TOGOLEI TOGOLEI PHILIPPE,CHIARA|JEAN|PHILIPPE,PHILIPPE|TOGOLEI,PHILIPPE,1,0,3,2,0.4,28,0.6829268292682927,TRUE,PHILIPPE,TRUE
DALY LAROQUE VALERIE,QUINQUIS VALERIE,Valérie LAROQUE-DALY,Province Sud,L'Avenir en confiance,49,QUINQUIS Valerie,Province Sud,"France Caledonie, une patrie",8,DALY LAROQUE VALERIE VALERIE LAROQUE DALY,QUINQUIS VALERIE QUINQUIS VALERIE,DALY|LAROQUE|VALERIE,QUINQUIS|VALERIE,VALERIE,1,0,3,2,0.4,28,0.6829268292682927,TRUE,VALERIE,TRUE
CAWIDRONE ROBERT,BEL LALIE ROBERT,Robert CAWIDRONE,Province des Iles,Dynamique autochtone,4,D LALIE Robert Bel,Province des Iles,Un nouveau souffle,13,CAWIDRONE ROBERT ROBERT CAWIDRONE,BEL LALIE ROBERT D LALIE ROBERT BEL,CAWIDRONE|ROBERT,BEL|LALIE|ROBERT,ROBERT,1,0,2,3,0.4,24,0.6857142857142857,TRUE,ROBERT,TRUE
NATHALIE ROSSILLE,LAIGLE LAUNAY NATHALIE,Nathalie ROSSILLE,Province Sud,Rassemblement national,36,LAUNAY ep LAIGLE Nathalie,Province Sud,Un espoir pour demain,46,NATHALIE ROSSILLE NATHALIE ROSSILLE,LAIGLE LAUNAY NATHALIE LAUNAY EP LAIGLE NATHALIE,NATHALIE|ROSSILLE,LAIGLE|LAUNAY|NATHALIE,NATHALIE,1,0,2,3,0.4,33,0.6875,TRUE,NATHALIE,TRUE
FABRICE HENRI HNANGANYAN,HENRI LUEPACK,"Fabrice, Henri HNANGANYAN",Province des Iles,Palika Iles,9,LUEPACK Henri,Province des Iles,Un nouveau souffle,7,FABRICE HENRI HNANGANYAN FABRICE HENRI HNANGANYAN,HENRI LUEPACK LUEPACK HENRI,FABRICE|HENRI|HNANGANYAN,HENRI|LUEPACK,HENRI,1,0,3,2,0.4,34,0.6938775510204082,TRUE,HENRI,TRUE
PASCALE SERVENT,ANNE DOUEPERE PASCALE,Pascale SERVENT,Province Sud,L'Avenir en confiance,41,DOUEPERE Anne Pascale,Province Sud,Souverainete Kanaky NC,26,PASCALE SERVENT PASCALE SERVENT,ANNE DOUEPERE PASCALE DOUEPERE ANNE PASCALE,PASCALE|SERVENT,ANNE|DOUEPERE|PASCALE,PASCALE,1,0,2,3,0.4,30,0.6976744186046512,TRUE,PASCALE,TRUE
JEANNE POELLABAUER,AURELIE JEANNE POUKIOU,Jeanne POELLABAUER,Province Sud,L'Avenir en confiance,33,"POUKIOU Aurélie, Jeanne r",Province Sud,Kanaky pour tous,44,JEANNE POELLABAUER JEANNE POELLABAUER,AURELIE JEANNE POUKIOU POUKIOU AURELIE JEANNE R,JEANNE|POELLABAUER,AURELIE|JEANNE|POUKIOU,JEANNE,1,0,2,3,0.4,33,0.7021276595744681,TRUE,JEANNE,TRUE
HELENE LUEPAK WEJIEME,CIMUTRU HELENE,Hélène LUEPAK ép WEJIEME,Province des Iles,Parti travailliste,22,CIMUTRU Hélène,Province des Iles,Baselaia,8,HELENE LUEPAK WEJIEME HELENE LUEPAK EP WEJIEME,CIMUTRU HELENE CIMUTRU HELENE,HELENE|LUEPAK|WEJIEME,CIMUTRU|HELENE,HELENE,1,0,3,2,0.4,33,0.717391304347826,TRUE,HELENE,TRUE
HELENE MARIE WAMALO,BREMOND HELENE,Marie-Hélène WAMALO,Province Sud,MNIS Sud,18,BRÉMOND Hélène,Province Sud,"France Caledonie, une patrie",10,HELENE MARIE WAMALO MARIE HELENE WAMALO,BREMOND HELENE BREMOND HELENE,HELENE|MARIE|WAMALO,BREMOND|HELENE,HELENE,1,0,3,2,0.4,28,0.717948717948718,TRUE,HELENE,TRUE
HELENE MARIE WAMALO,GATA HELENE,Marie-Hélène WAMALO,Province Sud,MNIS Sud,18,GATA Hélène,Province Sud,Alliance Pacifik enracinee,7,HELENE MARIE WAMALO MARIE HELENE WAMALO,GATA HELENE GATA HELENE,HELENE|MARIE|WAMALO,GATA|HELENE,HELENE,1,0,3,2,0.4,28,0.717948717948718,TRUE,HELENE,TRUE
GISELE MARTIN SONG,ANTONIO MARTIN,Gisèle SONG ép MARTIN,Province Nord,Agissons pour le Nord,8,MARTIN Antonio,Province Nord,Agissons ensemble pour le Nord,8,GISELE MARTIN SONG GISELE SONG EP MARTIN,ANTONIO MARTIN MARTIN ANTONIO,GISELE|MARTIN|SONG,ANTONIO|MARTIN,MARTIN,1,0,3,2,0.4,29,0.725,TRUE,MARTIN,TRUE
