nom_cle_comparaison_2019,nom_affiche_2019,provinces_2019,listes_2019,nom_cle_comparaison_2026,nom_affiche_2026,provinces_2026,listes_2026,nb_tokens_communs,dice_tokens,jw_distance,statut
BRUMOERE JEAN PIERRE,Jean-Pierre BRUMOERE,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),JEAN PIERRE SELEFEN,SELEFEN Jean-Pierre,Province Sud,Province Sud - 06 - SOUVERAINETE KANAKY NOUVELLE-CALEDONIE,2,0.6666666666666666,0.30676691729323324,rapprochement_tokens_a_verifier
BRUMOERE JEAN PIERRE,Jean-Pierre BRUMOERE,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),JEAN MALO PIERRE,MALO Jean-Pierre,Province des Iles,Province des Iles - 03 - BASELAIA,2,0.6666666666666666,0.30833333333333335,rapprochement_tokens_a_verifier
HERVE MONEFARA PIERRE SERGE,"Pierre, Serge, Hervé MONEFARA",Province Sud,Province Sud - 07 - FLNKS,MONEFARA PIERRE,MONEFARA Pierre,Province Sud,Province Sud - 11 - UNIS POUR LE PAYS,2,0.6666666666666666,0.3148148148148149,rapprochement_tokens_a_verifier
BIROT JEAN MARC,Jean-Marc BIROT,Province Nord,Province Nord - 02 - AGISSONS POUR LE NORD,ACHIMOIN JEAN MARC,ACHIMOIN Jean-Marc,Province Nord,Province Nord - 04 - FAIRE PAYS,2,0.6666666666666666,0.31666666666666665,rapprochement_tokens_a_verifier
FERE JEAN PIERRE,Jean Pierre FERE,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),JEAN MALO PIERRE,MALO Jean-Pierre,Province des Iles,Province des Iles - 03 - BASELAIA,2,0.6666666666666666,0.31944444444444453,rapprochement_tokens_a_verifier
GOWE JEAN PIERRE,Jean-Pierre GOWE,Province Nord,"Province Nord - 03 - UNE PROVINCE POUR TOUS, CALEDONIENS ENSEMBLE. POUR UN AVENIR DU PAYS DANS LA PAIX AUX COULEURS DE LA FRANCE",JEAN PIERRE SELEFEN,SELEFEN Jean-Pierre,Province Sud,Province Sud - 06 - SOUVERAINETE KANAKY NOUVELLE-CALEDONIE,2,0.6666666666666666,0.3216093117408908,rapprochement_tokens_a_verifier
FAVREAU GABRIEL JEAN,Jean-Gabriel FAVREAU,Province Sud,Province Sud - 03 - L’AVENIR EN CONFIANCE,GABRIEL JEAN PABOU,PABOU Jean Gabriel,Province Nord,Province Nord - 04 - FAIRE PAYS,2,0.6666666666666666,0.3288359788359789,rapprochement_tokens_a_verifier
BRUMOERE JEAN PIERRE,Jean-Pierre BRUMOERE,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),FARINO JEAN PIERRE,FARINO Jean-Pierre,Province Nord,Province Nord - 04 - FAIRE PAYS,2,0.6666666666666666,0.3288359788359789,rapprochement_tokens_a_verifier
ANNE KAOUMADANE MARCEL PAIMBOU PATRICK POUMOINE,"Marcel, Patrick, Anne-Kaoumadane PAIMBOU-POUMOINE",Province Nord,Province Nord - 01 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),MARCEL PAIMBOU POUMOINE,PAIMBOU-POUMOINE Marcel,Province Nord,Province Nord - 05 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),3,0.6666666666666666,0.32963305581251934,rapprochement_tokens_a_verifier
GOWET JEAN MICHEL,Jean-Michel GOWET,Province Sud,Province Sud - 08 - ALLIANCE CITOYENNE POUR LA TRANSITION. CONSTRUIRE NOTRE PAYS EN MELANESIE - (ACT),JEAN MICHEL WAITREU,WAITREU Jean-Michel,Province des Iles,Province des Iles - 01 - PALIKA ÎLES,2,0.6666666666666666,0.35036119711042324,rapprochement_tokens_a_verifier
BIROT JEAN MARC,Jean-Marc BIROT,Province Nord,Province Nord - 02 - AGISSONS POUR LE NORD,JEAN MARC ROBERT,ROBERT Jean-Marc,Province Nord,Province Nord - 04 - FAIRE PAYS,2,0.6666666666666666,0.3597222222222223,rapprochement_tokens_a_verifier
FRANCOISE LAMATAKI MARIE,Marie-Françoise LAMATAKI,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,AGOURERE FRANCOISE MARIE,AGOURERE Marie-Françoise,Province Sud,Province Sud - 04 - ALLIANCE PACIFIK ENRACINEE,2,0.6666666666666666,0.36111111111111116,rapprochement_tokens_a_verifier
JEAN MALEJAC YVES,Jean-Yves MALEJAC,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,BAUDRY JEAN YVES,BAUDRY Jean-Yves,Province Nord,Province Nord - 01 - AGISSONS ENSEMBLE POUR LE NORD,2,0.6666666666666666,0.37332887700534767,rapprochement_tokens_a_verifier
JEAN MARC PEAROU,Jean-Marc PEAROU,Province Nord,Province Nord - 04 - PARTI TRAVAILLISTE « OSONS LE CHANGEMENT »,ACHIMOIN JEAN MARC,ACHIMOIN Jean-Marc,Province Nord,Province Nord - 04 - FAIRE PAYS,2,0.6666666666666666,0.38981481481481484,rapprochement_tokens_a_verifier
DARRAS JEAN LOUIS,Jean Louis DARRAS,Province Sud,Province Sud - 05 - CALEDONIE NOUVELLE ET REUNIE,JEAN LOUIS NEWEDOU,NEWEDOU Jean-Louis,Province Sud,Province Sud - 04 - ALLIANCE PACIFIK ENRACINEE,2,0.6666666666666666,0.4139433551198257,rapprochement_tokens_a_verifier
BIROT JEAN MARC,Jean-Marc BIROT,Province Nord,Province Nord - 02 - AGISSONS POUR LE NORD,JEAN MARC VOUDIJO,VOUDIJO Jean-Marc,Province Nord,Province Nord - 05 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),2,0.6666666666666666,0.41503267973856217,rapprochement_tokens_a_verifier
JEAN MARC NEDENON,Jean Marc NEDENON,Province Sud,Province Sud - 05 - CALEDONIE NOUVELLE ET REUNIE,ACHIMOIN JEAN MARC,ACHIMOIN Jean-Marc,Province Nord,Province Nord - 04 - FAIRE PAYS,2,0.6666666666666666,0.4531590413943356,rapprochement_tokens_a_verifier
CLAUDE KOMEDJIE MARIE STELLE,"Stelle, Marie-Claude KOMEDJIE",Province Sud,Province Sud - 07 - FLNKS,CLAUDE MARIE SIRET,"SIRET Claude, Marie",Province Sud,"Province Sud - 09 - NOUS, REUNIS!",2,0.5714285714285714,0.13085901027077507,rapprochement_tokens_a_verifier
JEAN PIERRE POSTIC RAYMOND,"Jean-Raymond, Pierre POSTIC",Province Sud,Province Sud - 07 - FLNKS,JEAN PIERRE SELEFEN,SELEFEN Jean-Pierre,Province Sud,Province Sud - 06 - SOUVERAINETE KANAKY NOUVELLE-CALEDONIE,2,0.5714285714285714,0.14493927125506076,rapprochement_tokens_a_verifier
JEWEINE KUGOGNE LAURA,Laura KUGOGNE ép. JEWEINE,Province des Iles,Province des Iles - 06 - NOUVELLE VISION DES ILES,JEWINE KUGOGNE LAURA YABUNE,KUGOGNE EPOUSE JEWINE LAURA YABUNE,Province des Iles,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,2,0.5714285714285714,0.15185185185185196,rapprochement_tokens_a_verifier
ANNE DHERSIN MARIE,Marie-Anne DHERSIN,Province Sud,Province Sud - 09 - CONSTRUIRE AUTREMENT,ANNE MARIE SOLANGE WAHMOWE,WAHMOWE SOLANGE ANNE-MARIE,Province des Iles,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,2,0.5714285714285714,0.17960927960927958,rapprochement_tokens_a_verifier
ANNE DHERSIN MARIE,Marie-Anne DHERSIN,Province Sud,Province Sud - 09 - CONSTRUIRE AUTREMENT,ANNE GAZENGEL GERALDINE MARIE,GAZENGEL Anne-Marie Géraldine,Province Nord,Province Nord - 04 - FAIRE PAYS,2,0.5714285714285714,0.1898850574712643,rapprochement_tokens_a_verifier
JEAN PIERRE POSTIC RAYMOND,"Jean-Raymond, Pierre POSTIC",Province Sud,Province Sud - 07 - FLNKS,JEAN MALO PIERRE,MALO Jean-Pierre,Province des Iles,Province des Iles - 03 - BASELAIA,2,0.5714285714285714,0.1990384615384615,rapprochement_tokens_a_verifier
ANAISE MEANDU POVEU SOPHIE,"Anaise, Sophie MEANDU-POVEU",Province Nord,Province Nord - 01 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),FRANCOIS MEANDU POVEU,MEANDU-POVEU François,Province Nord,Province Nord - 03 - UC FLNKS,2,0.5714285714285714,0.2149979649979652,rapprochement_tokens_a_verifier
DANARADJOU JEAN PAUL,Jean-Paul DANARADJOU,Province Sud,Province Sud - 09 - CONSTRUIRE AUTREMENT,HAUDRA JEAN JUNIOR PAUL,HAUDRA JEAN-PAUL JUNIOR,Province des Iles,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,2,0.5714285714285714,0.2354267310789051,rapprochement_tokens_a_verifier
JEAN KOTOPEU PHILIPPE,Jean-Philippe KOTOPEU,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,ALPHONSE JEAN PHILIPPE THIA,"THIA ALPHONSE, JEAN-PHILIPPE",Province Sud,Province Sud - 07 - FAIRE PAYS,2,0.5714285714285714,0.2947919908704222,rapprochement_tokens_a_verifier
JEAN PIERRE POSTIC RAYMOND,"Jean-Raymond, Pierre POSTIC",Province Sud,Province Sud - 07 - FLNKS,FARINO JEAN PIERRE,FARINO Jean-Pierre,Province Nord,Province Nord - 04 - FAIRE PAYS,2,0.5714285714285714,0.3006588319088319,rapprochement_tokens_a_verifier
BOA DJAIWE JEAN PIERRE,"Jean-Pierre, Boa DJAïWE",Province Nord,Province Nord - 01 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),FARINO JEAN PIERRE,FARINO Jean-Pierre,Province Nord,Province Nord - 04 - FAIRE PAYS,2,0.5714285714285714,0.30606060606060603,rapprochement_tokens_a_verifier
DEDANE JEAN PAUL,Jean-Paul DEDANE,Province Nord,Province Nord - 06 - UC-FLNKS,HAUDRA JEAN JUNIOR PAUL,HAUDRA JEAN-PAUL JUNIOR,Province des Iles,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,2,0.5714285714285714,0.3099916387959867,rapprochement_tokens_a_verifier
GOWET JEAN MICHEL,Jean-Michel GOWET,Province Sud,Province Sud - 08 - ALLIANCE CITOYENNE POUR LA TRANSITION. CONSTRUIRE NOTRE PAYS EN MELANESIE - (ACT),DINH JEAN MARC MICHEL,"DINH Jean-Marc, Michel",Province Sud,"Province Sud - 09 - NOUS, REUNIS!",2,0.5714285714285714,0.31034080298786193,rapprochement_tokens_a_verifier
DARRAS JEAN LOUIS,Jean Louis DARRAS,Province Sud,Province Sud - 05 - CALEDONIE NOUVELLE ET REUNIE,BUAMA JEAN LOUIS SINEWAMI,"SINEWAMI Jean-Louis, Buama",Province des Iles,Province des Iles - 04 - NATION AUTOCHTONE,2,0.5714285714285714,0.3364425770308124,rapprochement_tokens_a_verifier
BOA DJAIWE JEAN PIERRE,"Jean-Pierre, Boa DJAïWE",Province Nord,Province Nord - 01 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),JEAN MALO PIERRE,MALO Jean-Pierre,Province des Iles,Province des Iles - 03 - BASELAIA,2,0.5714285714285714,0.33988927738927743,rapprochement_tokens_a_verifier
JEAN PHILIPPE ROUQUETTE,Jean-Philippe ROUQUETTE,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,ALPHONSE JEAN PHILIPPE THIA,"THIA ALPHONSE, JEAN-PHILIPPE",Province Sud,Province Sud - 07 - FAIRE PAYS,2,0.5714285714285714,0.34766821382337154,rapprochement_tokens_a_verifier
JOELLE KAOUMA MARIE,Marie-Joëlle KAOUMA,Province des Iles,Province des Iles - 01 - UNITAIRE KANAKY GENERATION,FAGANE JOELLE MARIE PIDJO,PIDJO Marie-Joëlle Fagane,Province Nord,Province Nord - 02 - ALTERNATIVE NORD POUR UN PAYS SOUVERAIN,2,0.5714285714285714,0.3479532163742691,rapprochement_tokens_a_verifier
ELE ELE HMAEA,Elë ELE-HMAEA,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,APUERI ELE HMAEA HNAWIA SIMONE,HNAWIA EPOUSE ELE-HMAEA SIMONE APUERI,Province des Iles,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,2,0.5714285714285714,0.3533022533022534,rapprochement_tokens_a_verifier
CHIARA JEAN PHILIPPE,Jean-Philippe CHIARA,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,ALPHONSE JEAN PHILIPPE THIA,"THIA ALPHONSE, JEAN-PHILIPPE",Province Sud,Province Sud - 07 - FAIRE PAYS,2,0.5714285714285714,0.35871913580246917,rapprochement_tokens_a_verifier
CONDOYA MAY POIWI ROSE,Rose-May CONDOYA épouse POIWI,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,ASKARTI MAY ROSE,ASKARTI Rose-May,Province Sud,"Province Sud - 03 - FRANCE CALEDONIE, UNE PATRIE",2,0.5714285714285714,0.3617424242424243,rapprochement_tokens_a_verifier
CLAUDE KOMEDJIE MARIE STELLE,"Stelle, Marie-Claude KOMEDJIE",Province Sud,Province Sud - 07 - FLNKS,CANA CLAUDE MARIE,CANA Marie-Claude,Province Nord,Province Nord - 03 - UC FLNKS,2,0.5714285714285714,0.3697640594699419,rapprochement_tokens_a_verifier
FLORINDA LAUFOU MARIE ROSE,"Florinda, Marie Rose LAUFOU",Province Sud,Province Sud - 06 - L’EVEIL OCEANIEN,MARIE NEKOENG ROSE,NEKOENG Marie-Rose,Province des Iles,Province des Iles - 06 - S'ENGAGER ET OEUVRER POUR LA PROSPERITE DE NOTRE,2,0.5714285714285714,0.37393162393162394,rapprochement_tokens_a_verifier
GOWET JEAN MICHEL,Jean-Michel GOWET,Province Sud,Province Sud - 08 - ALLIANCE CITOYENNE POUR LA TRANSITION. CONSTRUIRE NOTRE PAYS EN MELANESIE - (ACT),JEAN MICHEL WADEWI WASHETINE,"WASHETINE Jean-Michel, Wadewi",Province des Iles,Province des Iles - 04 - NATION AUTOCHTONE,2,0.5714285714285714,0.3802521008403361,rapprochement_tokens_a_verifier
ANGEXETINE JEAN PAUL,Jean-Paul ANGEXETINE,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),HAUDRA JEAN JUNIOR PAUL,HAUDRA JEAN-PAUL JUNIOR,Province des Iles,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,2,0.5714285714285714,0.4026198439241918,rapprochement_tokens_a_verifier
GODOT JEAN PAUL,Jean-Paul GODOT,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,HAUDRA JEAN JUNIOR PAUL,HAUDRA JEAN-PAUL JUNIOR,Province des Iles,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,2,0.5714285714285714,0.4143170838823014,rapprochement_tokens_a_verifier
BERNARD JOSUE NENOU PWATAHO,"Josué, Bernard NENOU-PWATAHO",Province Nord,"Province Nord - 03 - UNE PROVINCE POUR TOUS, CALEDONIENS ENSEMBLE. POUR UN AVENIR DU PAYS DANS LA PAIX AUX COULEURS DE LA FRANCE",NENOU PWATAHO RAYMOND,NENOU-PWATAHO Raymond,Province Nord,Province Nord - 01 - AGISSONS ENSEMBLE POUR LE NORD,2,0.5714285714285714,0.41446208112874783,rapprochement_tokens_a_verifier
FRANCE MANDAOUE MARIE,Marie-France MANDAOUE,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),DUBOIS ESTELLE FRANCE MARIE,"DUBOIS Estelle, Marie-France",Province Nord,Province Nord - 01 - AGISSONS ENSEMBLE POUR LE NORD,2,0.5714285714285714,0.43827160493827166,rapprochement_tokens_a_verifier
BOA DJAIWE JEAN PIERRE,"Jean-Pierre, Boa DJAïWE",Province Nord,Province Nord - 01 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),JEAN PIERRE SELEFEN,SELEFEN Jean-Pierre,Province Sud,Province Sud - 06 - SOUVERAINETE KANAKY NOUVELLE-CALEDONIE,2,0.5714285714285714,0.4736842105263158,rapprochement_tokens_a_verifier
CLAIRE HAOCAS MARIE,Marie-Claire HAOCAS,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),CLAIRE JACINTHE KAICHOU MARIE TOURA,TOURA ép. KAICHOU Jacinthe Marie-Claire,Province Nord,Province Nord - 03 - UC FLNKS,2,0.5,0.16322472848788644,rapprochement_tokens_a_verifier
ANNE LAURE OBRY,Anne Laure OBRY,Province Nord,"Province Nord - 03 - UNE PROVINCE POUR TOUS, CALEDONIENS ENSEMBLE. POUR UN AVENIR DU PAYS DANS LA PAIX AUX COULEURS DE LA FRANCE",ANNE GERMAINE LAURE NICOLI SIMONE,NICOLI Anne-Laure Simone Germaine,Province Nord,Province Nord - 01 - AGISSONS ENSEMBLE POUR LE NORD,2,0.5,0.2094172494172494,rapprochement_tokens_a_verifier
JOSEPHINE MARIE WAIWE WANARO,Marie-Joséphine WAIWE née WANARO,Province des Iles,Province des Iles - 05 - DYNAMIQUE AUTOCHTONE,HAICONGENE JOSEPHINE MARIE WATWE,"WATWE Marie-Josephine, Haicongene",Province des Iles,Province des Iles - 04 - NATION AUTOCHTONE,2,0.5,0.26196428571428576,rapprochement_tokens_a_verifier
JOELLE KAOUMA MARIE,Marie-Joëlle KAOUMA,Province des Iles,Province des Iles - 01 - UNITAIRE KANAKY GENERATION,JULIEN KAOUMA MALAWIE MARIE MINDIA,KAOUMA EPOUSE MINDIA MALAWIE MARIE-JULIEN,Province des Iles,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,2,0.5,0.29029927760577917,rapprochement_tokens_a_verifier
CHRISTINE MARIE MINDIA,Marie-Christine MINDIA,Province des Iles,Province des Iles - 07 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE ILES (MNIS ILES),JULIEN KAOUMA MALAWIE MARIE MINDIA,KAOUMA EPOUSE MINDIA MALAWIE MARIE-JULIEN,Province des Iles,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,2,0.5,0.36007130124777187,rapprochement_tokens_a_verifier
HENRICK JEAN POUAOUANDE TABOUAI YVES,"Jean-Yves,Henrick,Tabouai POUAOUANDE",Province Nord,Province Nord - 04 - PARTI TRAVAILLISTE « OSONS LE CHANGEMENT »,JEAN KARTODIMEDJO YVES,KARTODIMEDJO Jean-Yves,Province Nord,Province Nord - 02 - ALTERNATIVE NORD POUR UN PAYS SOUVERAIN,2,0.5,0.36075668970405816,rapprochement_tokens_a_verifier
ANGLEBERMES JEAN LOUIS MARIE PAUL,"Jean-Louis, Paul, Marie D'ANGLEBERMES",Province Sud,Province Sud - 07 - FLNKS,AYAWA JEAN MARIE,AYAWA Jean-Marie,Province Sud,Province Sud - 02 - KANAKY POUR TOUS,2,0.5,0.3659090909090909,rapprochement_tokens_a_verifier
FLORINDA LAUFOU MARIE ROSE,"Florinda, Marie Rose LAUFOU",Province Sud,Province Sud - 06 - L’EVEIL OCEANIEN,ANNA MARIE ROSE WADRENGES,WADRENGES Anna Rose-Marie,Province des Iles,Province des Iles - 06 - S'ENGAGER ET OEUVRER POUR LA PROSPERITE DE NOTRE,2,0.5,0.3789140271493213,rapprochement_tokens_a_verifier
ANGLEBERMES JEAN LOUIS MARIE PAUL,"Jean-Louis, Paul, Marie D'ANGLEBERMES",Province Sud,Province Sud - 07 - FLNKS,JEAN LOUIS NEWEDOU,NEWEDOU Jean-Louis,Province Sud,Province Sud - 04 - ALLIANCE PACIFIK ENRACINEE,2,0.5,0.38181818181818183,rapprochement_tokens_a_verifier
ELE HMAEA JONE,Jone ELE-HMAEA,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),APUERI ELE HMAEA HNAWIA SIMONE,HNAWIA EPOUSE ELE-HMAEA SIMONE APUERI,Province des Iles,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,2,0.5,0.41428571428571437,rapprochement_tokens_a_verifier
MARIE REBY THERESE,Marie-Thérèse REBY,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,CHRISTELLE KERFOURN LILIANE MARIE THERESE,"KERFOURN Christelle, Liliane, Marie-Thérèse",Province Sud,Province Sud - 08 - POUR UNE CALEDONIE FRANCAISE,2,0.5,0.4245386501484063,rapprochement_tokens_a_verifier
HENRICK JEAN POUAOUANDE TABOUAI YVES,"Jean-Yves,Henrick,Tabouai POUAOUANDE",Province Nord,Province Nord - 04 - PARTI TRAVAILLISTE « OSONS LE CHANGEMENT »,BAUDRY JEAN YVES,BAUDRY Jean-Yves,Province Nord,Province Nord - 01 - AGISSONS ENSEMBLE POUR LE NORD,2,0.5,0.4490740740740742,rapprochement_tokens_a_verifier
HENRICK JEAN POUAOUANDE TABOUAI YVES,"Jean-Yves,Henrick,Tabouai POUAOUANDE",Province Nord,Province Nord - 04 - PARTI TRAVAILLISTE « OSONS LE CHANGEMENT »,JEAN POITHILI YVES,POITHILI Jean-Yves,Province Nord,Province Nord - 04 - FAIRE PAYS,2,0.5,0.4722222222222222,rapprochement_tokens_a_verifier
