institution,nom_cle_comparaison,nom_affiche,variantes_nom,provinces_2019_initial,listes_2019_initial,rangs_2019_initial,elu_initial_2019,groupe_2019_initial,present_groupe_actuel_2026,groupe_2026_actuel,source_groupe_2026_actuel,candidat_2026,listes_candidature_2026,statut_changement_groupe_2019_2026,rapprochement_a_verifier,date_constat_groupes_2026_actuels
Assemblee de province,NEAOUTYINE PAUL TYAOU,"Paul, Tyaou NEAOUTYINE","Paul, Tyaou NEAOUTYINE",Province Nord,Province Nord - 01 - UNI,01,TRUE,UNI,FALSE,NA,NA,FALSE,NA,elu initial 2019 non retrouve dans le groupe actuel,FALSE,2026-06-13
Assemblee de province,GOMES PHILIPPE,Philippe GOMES,Philippe GOMES,Province Sud,Province Sud - 11 - Caledoniens Ensemble,01,TRUE,Caledoniens Ensemble,FALSE,NA,NA,FALSE,NA,elu initial 2019 non retrouve dans le groupe actuel,FALSE,2026-06-13
Assemblee de province,MICHEL PHILIPPE,Philippe MICHEL,Philippe MICHEL,Province Sud,Province Sud - 11 - Caledoniens Ensemble,07,TRUE,Caledoniens Ensemble,FALSE,NA,NA,FALSE,NA,elu initial 2019 non retrouve dans le groupe actuel,FALSE,2026-06-13
Assemblee de province,DJEO LUC ROCH WAMYTAN,"Roch, Luc Djéo WAMYTAN","Roch, Luc Djéo WAMYTAN",Province Sud,Province Sud - 07 - FLNKS,01,TRUE,FLNKS,FALSE,NA,NA,FALSE,NA,elu initial 2019 non retrouve dans le groupe actuel,FALSE,2026-06-13
Assemblee de province,SANTA THIERRY,Thierry SANTA,Thierry SANTA,Province Sud,Province Sud - 03 - L'Avenir en confiance,02,TRUE,L'Avenir en confiance,FALSE,NA,NA,FALSE,NA,elu initial 2019 non retrouve dans le groupe actuel,FALSE,2026-06-13
Assemblee de province,EURISOUKE IRENE VALENTINE,"Valentine, Irène EURISOUKE","Valentine, Irène EURISOUKE",Province Nord,Province Nord - 01 - UNI,04,TRUE,UNI,FALSE,NA,NA,FALSE,NA,elu initial 2019 non retrouve dans le groupe actuel,FALSE,2026-06-13
Assemblee de province,ALESIO SALIGA,Alesio SALIGA,Alesio SALIGA,Province Sud,Province Sud - 03 - L'Avenir en confiance,14,TRUE,L'Avenir en confiance,TRUE,Avenir En Confiance (AEC),https://www.province-sud.nc/transparenceweb/app/structure/aps,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,ALOISIO SAKO,Aloisio SAKO,Aloisio SAKO | SAKO Aloisio,Province Sud,Province Sud - 07 - FLNKS,07,TRUE,FLNKS,TRUE,FLNKS (FLNKS),https://www.province-sud.nc/transparenceweb/app/structure/aps,TRUE,Province Sud - 02 - Kanaky pour tous,stable,FALSE,2026-06-13
Assemblee de province,ANISETA TUFELE,Aniseta TUFELE,Aniseta TUFELE,Province Sud,Province Sud - 03 - L'Avenir en confiance,17,TRUE,L'Avenir en confiance,TRUE,Avenir En Confiance (AEC),https://www.province-sud.nc/transparenceweb/app/structure/aps,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,ANNIE QAEZE,Annie QAEZE,Annie QAEZE,Province Sud,Province Sud - 11 - Caledoniens Ensemble,02,TRUE,Caledoniens Ensemble,TRUE,Calédonie Ensemble (CE),https://www.province-sud.nc/transparenceweb/app/structure/aps,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,BASILE CITRE,Basile CITRE,Basile CITRE,Province des Iles,Province des Iles - 05 - Dynamique autochtone,02,TRUE,Dynamique autochtone,TRUE,Dynamique autochtone,https://www.province-iles.nc/page/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,BRIEUC FROGIER,Brieuc FROGIER,Brieuc FROGIER,Province Sud,Province Sud - 03 - L'Avenir en confiance,12,TRUE,L'Avenir en confiance,TRUE,Avenir En Confiance (AEC),https://www.province-sud.nc/transparenceweb/app/structure/aps,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,CAROLINE MACHORO REIGNIER,Caroline MACHORO-REIGNIER,Caroline MACHORO-REIGNIER,Province Nord,Province Nord - 06 - UC-FLNKS,02,TRUE,UC-FLNKS,TRUE,UC-FLNKS,https://www.province-nord.nc/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,CHARLES WAPANAI WASHETINE,Charles Wapanai WASHETINE,Charles Wapanai WASHETINE,Province des Iles,Province des Iles - 08 - Palika Iles,01,TRUE,Palika Iles,TRUE,Palika Iles,https://www.province-iles.nc/page/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,CHARLES HNANIENE YEIWENE,"Charles, Hnaniéné YEIWENE","Charles, Hnaniéné YEIWENE | YEIWENE Charles Hnaniéné",Province des Iles,Province des Iles - 02 - UC-FLNKS,05,TRUE,UC-FLNKS,TRUE,UC-FLNKS,https://www.province-iles.nc/page/lassemblee,TRUE,Province des Iles - 05 - UC-FLNKS Iles,stable,FALSE,2026-06-13
Assemblee de province,DANIEL GOA,Daniel GOA,Daniel GOA,Province Nord,Province Nord - 06 - UC-FLNKS,01,TRUE,UC-FLNKS,TRUE,UC-FLNKS,https://www.province-nord.nc/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,EMMANUELLE KHAC,Emmanuelle KHAC,Emmanuelle KHAC,Province Sud,Province Sud - 11 - Caledoniens Ensemble,06,TRUE,Caledoniens Ensemble,TRUE,Calédonie Ensemble (CE),https://www.province-sud.nc/transparenceweb/app/structure/aps,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,FRANCOISE SUVE,Françoise SUVE,Françoise SUVE,Province Sud,Province Sud - 03 - L'Avenir en confiance,05,TRUE,L'Avenir en confiance,TRUE,Avenir En Confiance (AEC),https://www.province-sud.nc/transparenceweb/app/structure/aps,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,BRIAL GIL,Gil BRIAL,BRIAL Gil | Gil BRIAL,Province Sud,Province Sud - 03 - L'Avenir en confiance,04,TRUE,L'Avenir en confiance,TRUE,Avenir En Confiance (AEC),https://www.province-sud.nc/transparenceweb/app/structure/aps,TRUE,Province Sud - 10 - Les Loyalistes et Le Rassemblement,stable,FALSE,2026-06-13
Assemblee de province,HENRIETTE HMAE TIDJINE,Henriette TIDJINE-HMAE,Henriette TIDJINE-HMAE | TIDJINE épouse HMAE Henriette,Province Nord,Province Nord - 06 - UC-FLNKS,04,TRUE,UC-FLNKS,TRUE,UC-FLNKS,https://www.province-nord.nc/lassemblee,TRUE,Province Nord - 03 - UC-FLNKS,stable,FALSE,2026-06-13
Assemblee de province,HERVE TAOUVA TEIN,Hervé TEIN-TAOUVA,Hervé TEIN-TAOUVA | TEIN-TAOUVA Hervé,Province Nord,Province Nord - 06 - UC-FLNKS,09,TRUE,UC-FLNKS,TRUE,UC-FLNKS,https://www.province-nord.nc/lassemblee,TRUE,Province Nord - 03 - UC-FLNKS,stable,FALSE,2026-06-13
Assemblee de province,INES KOUATHE,Inès KOUATHE,Inès KOUATHE | KOUATHE Inès,Province Sud,Province Sud - 07 - FLNKS,06,TRUE,FLNKS,TRUE,FLNKS (FLNKS),https://www.province-sud.nc/transparenceweb/app/structure/aps,TRUE,Province Sud - 11 - Unis pour le Pays,stable,FALSE,2026-06-13
Assemblee de province,BOUANOU IVANA JUDITH,"Ivana, Judith BOUANOU","Ivana, Judith BOUANOU",Province Nord,Province Nord - 01 - UNI,10,TRUE,UNI,TRUE,UNI,https://www.province-nord.nc/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,JEAN KAYS,Jean KAYS,Jean KAYS | KAYS Jean,Province Sud,Province Sud - 11 - Caledoniens Ensemble,09,TRUE,Caledoniens Ensemble,TRUE,Calédonie Ensemble (CE),https://www.province-sud.nc/transparenceweb/app/structure/aps,TRUE,Province Sud - 05 - Une Province pour tous,stable,FALSE,2026-06-13
Assemblee de province,CHRISTOPHE CREUGNET JEAN,"Jean, Christophe CREUGNET","Jean, Christophe CREUGNET",Province Nord,Province Nord - 01 - UNI,07,TRUE,UNI,TRUE,UNI,https://www.province-nord.nc/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,FAVREAU GABRIEL JEAN,Jean-Gabriel FAVREAU,Jean-Gabriel FAVREAU,Province Sud,Province Sud - 03 - L'Avenir en confiance,20,TRUE,L'Avenir en confiance,TRUE,Avenir En Confiance (AEC),https://www.province-sud.nc/transparenceweb/app/structure/aps,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,BOA DJAIWE JEAN PIERRE,"Jean-Pierre, Boa DJAïWE","Jean-Pierre, Boa DJAïWE",Province Nord,Province Nord - 01 - UNI,03,TRUE,UNI,TRUE,UNI,https://www.province-nord.nc/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,JOSEE JULIENNE LAVELLOI MARIE,"Julienne, Marie-Josée LAVELLOI","Julienne, Marie-Josée LAVELLOI",Province des Iles,Province des Iles - 02 - UC-FLNKS,06,TRUE,UC-FLNKS,TRUE,UC-FLNKS,https://www.province-iles.nc/page/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,KADRILE KUIESINE WRIGHT,Kadrilé KUIESINE ép WRIGHT,Kadrilé KUIESINE ép WRIGHT,Province des Iles,Province des Iles - 03 - Parti travailliste,02,TRUE,Parti travailliste,TRUE,Parti travailliste,https://www.province-iles.nc/page/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,BRINON LIONNEL,Lionnel BRINON,Lionnel BRINON,Province Sud,Province Sud - 03 - L'Avenir en confiance,16,TRUE,L'Avenir en confiance,TRUE,Avenir En Confiance (AEC),https://www.province-sud.nc/transparenceweb/app/structure/aps,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,LOUIS MAPOU,Louis MAPOU,Louis MAPOU | MAPOU Louis,Province Sud,Province Sud - 07 - FLNKS,03,TRUE,FLNKS,TRUE,FLNKS (FLNKS),https://www.province-sud.nc/transparenceweb/app/structure/aps,TRUE,Province Sud - 11 - Unis pour le Pays,stable,FALSE,2026-06-13
Assemblee de province,LOUISE TETWANUI WAHETRA WALISAUNE,Louise Walisaune WAHETRA ep TETWANUI,Louise Walisaune WAHETRA ep TETWANUI,Province des Iles,Province des Iles - 08 - Palika Iles,02,TRUE,Palika Iles,TRUE,Palika Iles,https://www.province-iles.nc/page/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,MAGALI MANUOHALALO,Magali MANUOHALALO,Magali MANUOHALALO,Province Sud,Province Sud - 11 - Caledoniens Ensemble,04,TRUE,Caledoniens Ensemble,TRUE,Calédonie Ensemble (CE),https://www.province-sud.nc/transparenceweb/app/structure/aps,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,MARIA WAKA,Maria WAKA,Maria WAKA | WAKA Maria,Province Nord,Province Nord - 06 - UC-FLNKS,06,TRUE,UC-FLNKS,TRUE,UC-FLNKS,https://www.province-nord.nc/lassemblee,TRUE,Province Nord - 03 - UC-FLNKS,stable,FALSE,2026-06-13
Assemblee de province,BARBIER JO MARIE,Marie-Jo BARBIER,BARBIER Marie-Jo | Marie-Jo BARBIER,Province Sud,Province Sud - 03 - L'Avenir en confiance,19,TRUE,L'Avenir en confiance,TRUE,Avenir En Confiance (AEC),https://www.province-sud.nc/transparenceweb/app/structure/aps,TRUE,Province Sud - 10 - Les Loyalistes et Le Rassemblement,stable,FALSE,2026-06-13
Assemblee de province,MARILYN SAKILIA YVONNE,"Marilyn, Yvonne SAKILIA","Marilyn, Yvonne SAKILIA",Province Sud,Province Sud - 07 - FLNKS,04,TRUE,FLNKS,TRUE,FLNKS (FLNKS),https://www.province-sud.nc/transparenceweb/app/structure/aps,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,MATHIAS WANEUX,Mathias WANEUX,Mathias WANEUX,Province des Iles,Province des Iles - 02 - UC-FLNKS,03,TRUE,UC-FLNKS,TRUE,UC-FLNKS,https://www.province-iles.nc/page/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,MILAKULO TUKUMULI,Milakulo TUKUMULI,Milakulo TUKUMULI | TUKUMULI Milakulo,Province Sud,Province Sud - 06 - L'Eveil oceanien,01,TRUE,L'Eveil oceanien,TRUE,L'Eveil Océanien (EO),https://www.province-sud.nc/transparenceweb/app/structure/aps,TRUE,Province Sud - 01 - Un autre monde est possible,stable,FALSE,2026-06-13
Assemblee de province,MALFAR MURIEL PAUGA,Muriel MALFAR-PAUGA,MALFAR-PAUGA Muriel | Muriel MALFAR-PAUGA,Province Sud,Province Sud - 03 - L'Avenir en confiance,13,TRUE,L'Avenir en confiance,TRUE,Avenir En Confiance (AEC),https://www.province-sud.nc/transparenceweb/app/structure/aps,TRUE,Province Sud - 10 - Les Loyalistes et Le Rassemblement,stable,FALSE,2026-06-13
Assemblee de province,FAIVRE GISELE MARIE NADEIGE WACKENTHALER,"Nadeige, Gisèle, Marie WACKENTHALER ép FAIVRE","Nadeige, Gisèle, Marie WACKENTHALER ép FAIVRE",Province Nord,Province Nord - 01 - UNI,02,TRUE,UNI,TRUE,UNI,https://www.province-nord.nc/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,HEO NADIA VEOUTE,"Nadia, Véoute HEO","Nadia, Véoute HEO",Province Nord,Province Nord - 01 - UNI,06,TRUE,UNI,TRUE,UNI,https://www.province-nord.nc/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,FORREST NAISSELINE OMAYRA,Omayra NAISSELINE née FORREST,Omayra NAISSELINE née FORREST,Province des Iles,Province des Iles - 05 - Dynamique autochtone,01,TRUE,Dynamique autochtone,TRUE,Dynamique autochtone,https://www.province-iles.nc/page/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,PASCAL SAWA,Pascal SAWA,Pascal SAWA | SAWA Pascal,Province Nord,Province Nord - 06 - UC-FLNKS,05,TRUE,UC-FLNKS,TRUE,UC-FLNKS,https://www.province-nord.nc/lassemblee,TRUE,Province Nord - 03 - UC-FLNKS,stable,FALSE,2026-06-13
Assemblee de province,CHIARA MONTAGNAT PASCALE,Pascale CHIARA ép MONTAGNAT,Pascale CHIARA ép MONTAGNAT,Province Nord,Province Nord - 02 - Agissons pour le Nord,02,TRUE,Agissons pour le Nord,TRUE,Agissons pour le Nord (APLN),https://www.province-nord.nc/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,ANDREE GOA MARIE PATRICIA,"Patricia, Marie-Andrée GOA","Patricia, Marie-Andrée GOA",Province Nord,Province Nord - 01 - UNI,08,TRUE,UNI,TRUE,UNI,https://www.province-nord.nc/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,BLAISE PHILIPPE,Philippe BLAISE,Philippe BLAISE,Province Sud,Province Sud - 03 - L'Avenir en confiance,06,TRUE,L'Avenir en confiance,TRUE,Avenir En Confiance (AEC),https://www.province-sud.nc/transparenceweb/app/structure/aps,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,CHANEL PIERRE TUTUGORO,Pierre-Chanel TUTUGORO,Pierre-Chanel TUTUGORO | TUTUGORO Pierre Chanel,Province Nord,Province Nord - 06 - UC-FLNKS,03,TRUE,UC-FLNKS,TRUE,UC-FLNKS,https://www.province-nord.nc/lassemblee,TRUE,Province Nord - 03 - UC-FLNKS,stable,FALSE,2026-06-13
Assemblee de province,HUE REINE VENDEGOU,Reine VENDEGOU - HUE,Reine VENDEGOU - HUE,Province des Iles,Province des Iles - 02 - UC-FLNKS,04,TRUE,UC-FLNKS,TRUE,UC-FLNKS,https://www.province-iles.nc/page/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,BACKES SONIA,Sonia BACKES,BACKES Sonia | Sonia BACKES,Province Sud,Province Sud - 03 - L'Avenir en confiance,01,TRUE,L'Avenir en confiance,TRUE,Avenir En Confiance (AEC),https://www.province-sud.nc/transparenceweb/app/structure/aps,TRUE,Province Sud - 10 - Les Loyalistes et Le Rassemblement,stable,FALSE,2026-06-13
Assemblee de province,PABOUTY SYLVAIN,Sylvain PABOUTY,Sylvain PABOUTY,Province Sud,Province Sud - 07 - FLNKS,05,TRUE,FLNKS,TRUE,FLNKS (FLNKS),https://www.province-sud.nc/transparenceweb/app/structure/aps,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,MULIAVA VAIMUA,Vaimua MULIAVA,Vaimua MULIAVA,Province Sud,Province Sud - 06 - L'Eveil oceanien,03,TRUE,L'Eveil oceanien,TRUE,L'Eveil Océanien (EO),https://www.province-sud.nc/transparenceweb/app/structure/aps,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,FALAEO VEYLMA,Veylma FALAEO,FALAEO Veylma | Veylma FALAEO,Province Sud,Province Sud - 06 - L'Eveil oceanien,02,TRUE,L'Eveil oceanien,TRUE,L'Eveil Océanien (EO),https://www.province-sud.nc/transparenceweb/app/structure/aps,TRUE,Province Sud - 01 - Un autre monde est possible,stable,FALSE,2026-06-13
Assemblee de province,JACQUES MARIE TUTUGORO VICTOR,"Victor, Marie, Jacques TUTUGORO","Victor, Marie, Jacques TUTUGORO",Province Nord,Province Nord - 01 - UNI,09,TRUE,UNI,TRUE,UNI,https://www.province-nord.nc/lassemblee,FALSE,NA,stable,FALSE,2026-06-13
Assemblee de province,WEISS WILFRID,Wilfrid WEISS,WEISS Wilfrid | Wilfrid WEISS,Province Nord,Province Nord - 02 - Agissons pour le Nord,03,TRUE,Agissons pour le Nord,TRUE,Agissons pour le Nord (APLN),https://www.province-nord.nc/lassemblee,TRUE,Province Nord - 01 - Agissons ensemble pour le Nord,stable,FALSE,2026-06-13
