election,tour,code_departement,code_commune,commune,commune_norm,code_bv,bureau_nom,bloc,camp_institutionnel,inscrits,votants,abstentions,exprimes,blancs,nuls,voix_bloc,longitude,latitude,geo_source,nb_options,options,pct_exprimes,pct_inscrits
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0002,Groupe scolaire Hélène CHANIEL,autre,neutre,698,279,419,275,3,1,10,166.485528594387,-22.2217711398288,etablissements_publics_nc,3,Construire autrement | Sans etiquette,3.64,1.43
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0002,Groupe scolaire Hélène CHANIEL,independantiste,independantiste,698,279,419,275,3,1,17,166.485528594387,-22.2217711398288,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,6.18,2.44
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0002,Groupe scolaire Hélène CHANIEL,loyaliste,anti_independantiste,698,279,419,275,3,1,248,166.485528594387,-22.2217711398288,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,90.18,35.53
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0003,École primaire Adolphe BOUTAN,autre,neutre,950,407,543,399,7,1,21,166.841440737558,-22.4256696418669,etablissements_publics_nc,3,Construire autrement | Sans etiquette,5.26,2.21
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0003,École primaire Adolphe BOUTAN,independantiste,independantiste,950,407,543,399,7,1,19,166.841440737558,-22.4256696418669,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,4.76,2
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0003,École primaire Adolphe BOUTAN,loyaliste,anti_independantiste,950,407,543,399,7,1,359,166.841440737558,-22.4256696418669,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,89.97,37.79
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0004,École primaire Louis Henri GALINIE 1,autre,neutre,968,336,632,324,10,2,15,166.512755378687,-22.2163077194956,etablissements_publics_nc,3,Construire autrement | Sans etiquette,4.63,1.55
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0004,École primaire Louis Henri GALINIE 1,independantiste,independantiste,968,336,632,324,10,2,24,166.512755378687,-22.2163077194956,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,7.41,2.48
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0004,École primaire Louis Henri GALINIE 1,loyaliste,anti_independantiste,968,336,632,324,10,2,285,166.512755378687,-22.2163077194956,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,87.96,29.44
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0005,École La Rizière 1,autre,neutre,1094,251,843,247,2,2,4,166.573975497183,-22.2332233282141,etablissements_publics_nc,3,Construire autrement | Sans etiquette,1.62,0.37
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0005,École La Rizière 1,independantiste,independantiste,1094,251,843,247,2,2,223,166.573975497183,-22.2332233282141,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,90.28,20.38
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0005,École La Rizière 1,loyaliste,anti_independantiste,1094,251,843,247,2,2,20,166.573975497183,-22.2332233282141,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,8.1,1.83
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0006,École primaire du Vallon Dore,autre,neutre,960,351,609,336,12,3,14,166.571853310489,-22.2757480668132,etablissements_publics_nc,3,Construire autrement | Sans etiquette,4.17,1.46
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0006,École primaire du Vallon Dore,independantiste,independantiste,960,351,609,336,12,3,42,166.571853310489,-22.2757480668132,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,12.5,4.38
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0006,École primaire du Vallon Dore,loyaliste,anti_independantiste,960,351,609,336,12,3,280,166.571853310489,-22.2757480668132,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,83.33,29.17
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0007,Ouara,autre,neutre,103,47,56,46,0,1,0,166.84029773306233,-22.42316008394107,tribus_villages_nc,3,Construire autrement | Sans etiquette,0,0
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0007,Ouara,independantiste,independantiste,103,47,56,46,0,1,41,166.84029773306233,-22.42316008394107,tribus_villages_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,89.13,39.81
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0007,Ouara,loyaliste,anti_independantiste,103,47,56,46,0,1,5,166.84029773306233,-22.42316008394107,tribus_villages_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,10.87,4.85
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0008,Groupe scolaire de Boulari 1,autre,neutre,1039,418,621,408,6,4,7,166.520855451452,-22.2274992832452,etablissements_publics_nc,3,Construire autrement | Sans etiquette,1.72,0.67
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0008,Groupe scolaire de Boulari 1,independantiste,independantiste,1039,418,621,408,6,4,18,166.520855451452,-22.2274992832452,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,4.41,1.73
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0008,Groupe scolaire de Boulari 1,loyaliste,anti_independantiste,1039,418,621,408,6,4,383,166.520855451452,-22.2274992832452,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,93.87,36.86
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0009,Mairie annexe de Plum 1,autre,neutre,1088,275,813,262,8,5,5,166.623268718041,-22.2730906933136,etablissements_publics_nc,3,Construire autrement | Sans etiquette,1.91,0.46
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0009,Mairie annexe de Plum 1,independantiste,independantiste,1088,275,813,262,8,5,39,166.623268718041,-22.2730906933136,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,14.89,3.58
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0009,Mairie annexe de Plum 1,loyaliste,anti_independantiste,1088,275,813,262,8,5,218,166.623268718041,-22.2730906933136,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,83.21,20.04
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0010,École La Rizière 2,autre,neutre,1074,272,802,264,7,1,16,166.573975497183,-22.2332233282141,etablissements_publics_nc,3,Construire autrement | Sans etiquette,6.06,1.49
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0010,École La Rizière 2,independantiste,independantiste,1074,272,802,264,7,1,50,166.573975497183,-22.2332233282141,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,18.94,4.66
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0010,École La Rizière 2,loyaliste,anti_independantiste,1074,272,802,264,7,1,198,166.573975497183,-22.2332233282141,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,75,18.44
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0011,Groupe scolaire de Boulari 2,autre,neutre,845,332,513,327,4,1,14,166.520855451452,-22.2274992832452,etablissements_publics_nc,3,Construire autrement | Sans etiquette,4.28,1.66
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0011,Groupe scolaire de Boulari 2,independantiste,independantiste,845,332,513,327,4,1,19,166.520855451452,-22.2274992832452,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,5.81,2.25
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0011,Groupe scolaire de Boulari 2,loyaliste,anti_independantiste,845,332,513,327,4,1,294,166.520855451452,-22.2274992832452,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,89.91,34.79
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0012,Groupe scolaire Saint-Michel 1,autre,neutre,783,233,550,226,5,2,9,166.499920849353,-22.2240498676639,etablissements_publics_nc,3,Construire autrement | Sans etiquette,3.98,1.15
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0012,Groupe scolaire Saint-Michel 1,independantiste,independantiste,783,233,550,226,5,2,52,166.499920849353,-22.2240498676639,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,23.01,6.64
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0012,Groupe scolaire Saint-Michel 1,loyaliste,anti_independantiste,783,233,550,226,5,2,165,166.499920849353,-22.2240498676639,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,73.01,21.07
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0013,École maternelle Les Fougères,autre,neutre,585,169,416,165,3,1,5,166.841440737558,-22.4256696418669,etablissements_publics_nc,3,Construire autrement | Sans etiquette,3.03,0.85
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0013,École maternelle Les Fougères,independantiste,independantiste,585,169,416,165,3,1,22,166.841440737558,-22.4256696418669,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,13.33,3.76
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0013,École maternelle Les Fougères,loyaliste,anti_independantiste,585,169,416,165,3,1,138,166.841440737558,-22.4256696418669,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,83.64,23.59
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0014,École maternelle Les Dauphins,autre,neutre,1066,433,633,420,9,4,33,166.57252708408,-22.2768294716869,etablissements_publics_nc,3,Construire autrement | Sans etiquette,7.86,3.1
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0014,École maternelle Les Dauphins,independantiste,independantiste,1066,433,633,420,9,4,44,166.57252708408,-22.2768294716869,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,10.48,4.13
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0014,École maternelle Les Dauphins,loyaliste,anti_independantiste,1066,433,633,420,9,4,343,166.57252708408,-22.2768294716869,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,81.67,32.18
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0015,École maternelle Les Coccinelles,autre,neutre,1253,397,856,382,9,6,21,166.56758162382,-22.2502864537601,etablissements_publics_nc,3,Construire autrement | Sans etiquette,5.5,1.68
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0015,École maternelle Les Coccinelles,independantiste,independantiste,1253,397,856,382,9,6,62,166.56758162382,-22.2502864537601,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,16.23,4.95
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0015,École maternelle Les Coccinelles,loyaliste,anti_independantiste,1253,397,856,382,9,6,299,166.56758162382,-22.2502864537601,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,78.27,23.86
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0016,École Saint-Joseph de CLUNY,autre,neutre,1105,347,758,335,10,2,22,166.499920601202,-22.2239776205159,etablissements_publics_nc,3,Construire autrement | Sans etiquette,6.57,1.99
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0016,École Saint-Joseph de CLUNY,independantiste,independantiste,1105,347,758,335,10,2,99,166.499920601202,-22.2239776205159,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,29.55,8.96
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0016,École Saint-Joseph de CLUNY,loyaliste,anti_independantiste,1105,347,758,335,10,2,214,166.499920601202,-22.2239776205159,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,63.88,19.37
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0017,École primaire Louis Henri GALINIE 2,autre,neutre,948,323,625,314,6,3,15,166.512755378687,-22.2163077194956,etablissements_publics_nc,3,Construire autrement | Sans etiquette,4.78,1.58
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0017,École primaire Louis Henri GALINIE 2,independantiste,independantiste,948,323,625,314,6,3,26,166.512755378687,-22.2163077194956,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,8.28,2.74
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0017,École primaire Louis Henri GALINIE 2,loyaliste,anti_independantiste,948,323,625,314,6,3,273,166.512755378687,-22.2163077194956,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,86.94,28.8
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0018,Groupe scolaire de Boulari 3,autre,neutre,1050,375,675,369,5,1,18,166.520855451452,-22.2274992832452,etablissements_publics_nc,3,Construire autrement | Sans etiquette,4.88,1.71
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0018,Groupe scolaire de Boulari 3,independantiste,independantiste,1050,375,675,369,5,1,35,166.520855451452,-22.2274992832452,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,9.49,3.33
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0018,Groupe scolaire de Boulari 3,loyaliste,anti_independantiste,1050,375,675,369,5,1,316,166.520855451452,-22.2274992832452,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,85.64,30.1
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0019,Groupe scolaire de Saint-Michel 2,autre,neutre,720,274,446,266,6,2,13,166.499920849353,-22.2240498676639,etablissements_publics_nc,3,Construire autrement | Sans etiquette,4.89,1.81
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0019,Groupe scolaire de Saint-Michel 2,independantiste,independantiste,720,274,446,266,6,2,8,166.499920849353,-22.2240498676639,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,3.01,1.11
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0019,Groupe scolaire de Saint-Michel 2,loyaliste,anti_independantiste,720,274,446,266,6,2,245,166.499920849353,-22.2240498676639,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,92.11,34.03
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0020,Groupe scolaire de Plum,autre,neutre,875,250,625,242,8,0,9,166.489906860567,-22.2084828348965,etablissements_publics_nc,3,Construire autrement | Sans etiquette,3.72,1.03
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0020,Groupe scolaire de Plum,independantiste,independantiste,875,250,625,242,8,0,23,166.489906860567,-22.2084828348965,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,9.5,2.63
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0020,Groupe scolaire de Plum,loyaliste,anti_independantiste,875,250,625,242,8,0,210,166.489906860567,-22.2084828348965,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,86.78,24
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0021,École La Rizière 3,autre,neutre,712,230,482,219,9,2,11,166.573975497183,-22.2332233282141,etablissements_publics_nc,3,Construire autrement | Sans etiquette,5.02,1.54
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0021,École La Rizière 3,independantiste,independantiste,712,230,482,219,9,2,40,166.573975497183,-22.2332233282141,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,18.26,5.62
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0021,École La Rizière 3,loyaliste,anti_independantiste,712,230,482,219,9,2,168,166.573975497183,-22.2332233282141,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,76.71,23.6
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0022,École de la Briqueterie 1,autre,neutre,850,264,586,251,10,3,7,166.566445622614,-22.2625090934915,etablissements_publics_nc,3,Construire autrement | Sans etiquette,2.79,0.82
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0022,École de la Briqueterie 1,independantiste,independantiste,850,264,586,251,10,3,29,166.566445622614,-22.2625090934915,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,11.55,3.41
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0022,École de la Briqueterie 1,loyaliste,anti_independantiste,850,264,586,251,10,3,215,166.566445622614,-22.2625090934915,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,85.66,25.29
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0023,École de la Briqueterie 2,autre,neutre,842,315,527,305,7,3,17,166.566445622614,-22.2625090934915,etablissements_publics_nc,3,Construire autrement | Sans etiquette,5.57,2.02
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0023,École de la Briqueterie 2,independantiste,independantiste,842,315,527,305,7,3,20,166.566445622614,-22.2625090934915,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,6.56,2.38
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0023,École de la Briqueterie 2,loyaliste,anti_independantiste,842,315,527,305,7,3,268,166.566445622614,-22.2625090934915,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,87.87,31.83
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0024,Mairie 2,autre,neutre,683,239,444,229,8,2,6,166.523259425452,-22.2297495527098,etablissements_publics_nc,3,Construire autrement | Sans etiquette,2.62,0.88
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0024,Mairie 2,independantiste,independantiste,683,239,444,229,8,2,13,166.523259425452,-22.2297495527098,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,5.68,1.9
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0024,Mairie 2,loyaliste,anti_independantiste,683,239,444,229,8,2,210,166.523259425452,-22.2297495527098,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,91.7,30.75
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0025,Groupe scolaire de Yahoué,autre,neutre,856,290,566,285,4,1,17,166.489906860567,-22.2084828348965,etablissements_publics_nc,3,Construire autrement | Sans etiquette,5.96,1.99
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0025,Groupe scolaire de Yahoué,independantiste,independantiste,856,290,566,285,4,1,20,166.489906860567,-22.2084828348965,etablissements_publics_nc,2,Mouvement neo-independantiste et souverainiste | Union caledonienne,7.02,2.34
legislatives_2022,1,988,98817,Mont-Dore,MONTDORE,0025,Groupe scolaire de Yahoué,loyaliste,anti_independantiste,856,290,566,285,4,1,248,166.489906860567,-22.2084828348965,etablissements_publics_nc,4,Debout la France | Generations NC | Rassemblement - LR | Rassemblement national,87.02,28.97
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0001,Mairie 1,autre,neutre,2342,297,2045,285,9,3,14,166.439401925184,-22.2714056104229,etablissements_publics_nc,1,Construire autrement,4.91,0.6
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0001,Mairie 1,centriste,anti_independantiste,2342,297,2045,285,9,3,130,166.439401925184,-22.2714056104229,etablissements_publics_nc,1,Caledonie ensemble,45.61,5.55
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0001,Mairie 1,independantiste,independantiste,2342,297,2045,285,9,3,14,166.439401925184,-22.2714056104229,etablissements_publics_nc,1,Palika,4.91,0.6
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0001,Mairie 1,loyaliste,anti_independantiste,2342,297,2045,285,9,3,127,166.439401925184,-22.2714056104229,etablissements_publics_nc,5,Les Patriotes | Mouvement des citoyens francais | Rassemblement - LR | Rassemblement national | Sans etiquette droite,44.56,5.42
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0002,Mairie 2,autre,neutre,1594,366,1228,357,6,3,28,166.439401925184,-22.2714056104229,etablissements_publics_nc,1,Construire autrement,7.84,1.76
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0002,Mairie 2,centriste,anti_independantiste,1594,366,1228,357,6,3,154,166.439401925184,-22.2714056104229,etablissements_publics_nc,1,Caledonie ensemble,43.14,9.66
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0002,Mairie 2,independantiste,independantiste,1594,366,1228,357,6,3,62,166.439401925184,-22.2714056104229,etablissements_publics_nc,1,Palika,17.37,3.89
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0002,Mairie 2,loyaliste,anti_independantiste,1594,366,1228,357,6,3,113,166.439401925184,-22.2714056104229,etablissements_publics_nc,5,Les Patriotes | Mouvement des citoyens francais | Rassemblement - LR | Rassemblement national | Sans etiquette droite,31.65,7.09
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0003,École Frédéric SURLEAU,autre,neutre,1319,482,837,470,9,3,37,166.446180272936,-22.2732842135737,etablissements_publics_nc,1,Construire autrement,7.87,2.81
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0003,École Frédéric SURLEAU,centriste,anti_independantiste,1319,482,837,470,9,3,219,166.446180272936,-22.2732842135737,etablissements_publics_nc,1,Caledonie ensemble,46.6,16.6
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0003,École Frédéric SURLEAU,independantiste,independantiste,1319,482,837,470,9,3,19,166.446180272936,-22.2732842135737,etablissements_publics_nc,1,Palika,4.04,1.44
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0003,École Frédéric SURLEAU,loyaliste,anti_independantiste,1319,482,837,470,9,3,195,166.446180272936,-22.2732842135737,etablissements_publics_nc,5,Les Patriotes | Mouvement des citoyens francais | Rassemblement - LR | Rassemblement national | Sans etiquette droite,41.49,14.78
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0004,École Marguerite LEFRANCOIS,autre,neutre,1225,525,700,511,13,1,37,166.446044574066,-22.2859909097298,etablissements_publics_nc,1,Construire autrement,7.24,3.02
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0004,École Marguerite LEFRANCOIS,centriste,anti_independantiste,1225,525,700,511,13,1,271,166.446044574066,-22.2859909097298,etablissements_publics_nc,1,Caledonie ensemble,53.03,22.12
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0004,École Marguerite LEFRANCOIS,independantiste,independantiste,1225,525,700,511,13,1,5,166.446044574066,-22.2859909097298,etablissements_publics_nc,1,Palika,0.98,0.41
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0004,École Marguerite LEFRANCOIS,loyaliste,anti_independantiste,1225,525,700,511,13,1,198,166.446044574066,-22.2859909097298,etablissements_publics_nc,5,Les Patriotes | Mouvement des citoyens francais | Rassemblement - LR | Rassemblement national | Sans etiquette droite,38.75,16.16
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0005,École Yvonne DUPONT 1,autre,neutre,1092,524,568,507,12,5,22,166.442173657352,-22.2926748814035,etablissements_publics_nc,1,Construire autrement,4.34,2.01
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0005,École Yvonne DUPONT 1,centriste,anti_independantiste,1092,524,568,507,12,5,257,166.442173657352,-22.2926748814035,etablissements_publics_nc,1,Caledonie ensemble,50.69,23.53
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0005,École Yvonne DUPONT 1,independantiste,independantiste,1092,524,568,507,12,5,13,166.442173657352,-22.2926748814035,etablissements_publics_nc,1,Palika,2.56,1.19
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0005,École Yvonne DUPONT 1,loyaliste,anti_independantiste,1092,524,568,507,12,5,215,166.442173657352,-22.2926748814035,etablissements_publics_nc,5,Les Patriotes | Mouvement des citoyens francais | Rassemblement - LR | Rassemblement national | Sans etiquette droite,42.41,19.69
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0006,École Eloi FRANC 1,autre,neutre,1395,491,904,481,9,1,25,166.447826467842,-22.2974281428095,etablissements_publics_nc,1,Construire autrement,5.2,1.79
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0006,École Eloi FRANC 1,centriste,anti_independantiste,1395,491,904,481,9,1,236,166.447826467842,-22.2974281428095,etablissements_publics_nc,1,Caledonie ensemble,49.06,16.92
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0006,École Eloi FRANC 1,independantiste,independantiste,1395,491,904,481,9,1,19,166.447826467842,-22.2974281428095,etablissements_publics_nc,1,Palika,3.95,1.36
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0006,École Eloi FRANC 1,loyaliste,anti_independantiste,1395,491,904,481,9,1,201,166.447826467842,-22.2974281428095,etablissements_publics_nc,5,Les Patriotes | Mouvement des citoyens francais | Rassemblement - LR | Rassemblement national | Sans etiquette droite,41.79,14.41
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0007,École Eloi FRANC 2,autre,neutre,1119,468,651,455,9,4,32,166.447826467842,-22.2974281428095,etablissements_publics_nc,1,Construire autrement,7.03,2.86
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0007,École Eloi FRANC 2,centriste,anti_independantiste,1119,468,651,455,9,4,217,166.447826467842,-22.2974281428095,etablissements_publics_nc,1,Caledonie ensemble,47.69,19.39
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0007,École Eloi FRANC 2,independantiste,independantiste,1119,468,651,455,9,4,6,166.447826467842,-22.2974281428095,etablissements_publics_nc,1,Palika,1.32,0.54
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0007,École Eloi FRANC 2,loyaliste,anti_independantiste,1119,468,651,455,9,4,200,166.447826467842,-22.2974281428095,etablissements_publics_nc,5,Les Patriotes | Mouvement des citoyens francais | Rassemblement - LR | Rassemblement national | Sans etiquette droite,43.96,17.87
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0008,École Fernande LERICHE 1,autre,neutre,1140,479,661,465,14,0,21,166.448431376266,-22.2984740950672,etablissements_publics_nc,1,Construire autrement,4.52,1.84
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0008,École Fernande LERICHE 1,centriste,anti_independantiste,1140,479,661,465,14,0,249,166.448431376266,-22.2984740950672,etablissements_publics_nc,1,Caledonie ensemble,53.55,21.84
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0008,École Fernande LERICHE 1,independantiste,independantiste,1140,479,661,465,14,0,5,166.448431376266,-22.2984740950672,etablissements_publics_nc,1,Palika,1.08,0.44
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0008,École Fernande LERICHE 1,loyaliste,anti_independantiste,1140,479,661,465,14,0,190,166.448431376266,-22.2984740950672,etablissements_publics_nc,5,Les Patriotes | Mouvement des citoyens francais | Rassemblement - LR | Rassemblement national | Sans etiquette droite,40.86,16.67
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0009,École Fernande LERICHE 2,autre,neutre,1158,494,664,488,5,1,29,166.448431376266,-22.2984740950672,etablissements_publics_nc,1,Construire autrement,5.94,2.5
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0009,École Fernande LERICHE 2,centriste,anti_independantiste,1158,494,664,488,5,1,249,166.448431376266,-22.2984740950672,etablissements_publics_nc,1,Caledonie ensemble,51.02,21.5
legislatives_2022,1,988,98818,Nouméa,NOUMEA,0009,École Fernande LERICHE 2,independantiste,independantiste,1158,494,664,488,5,1,5,166.448431376266,-22.2984740950672,etablissements_publics_nc,1,Palika,1.02,0.43
