election,tour,province_code,province,code_departement,code_commune,commune,commune_norm,code_bv,bureau_nom,inscrits,votants,abstentions,exprimes,blancs,nuls,type_resultat,option,numero_liste,nuance,voix,pct_exprimes,pct_inscrits,longitude,latitude,geo_source,iris_codgeo,iris_libgeo,option_norm,bloc,camp_institutionnel,parti,libelle,source,notes
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0023,Ecole Chistine Boletti 1,818,584,234,569,8,7,liste,PS_liste_11,11,,120,21.09,14.67,166.465990390657,-22.2661773380247,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 11,centriste,anti_independantiste,CE,Caledonie ensemble,wikipedia_provinciales_2019,CE compte dans anti-independantistes mais isole comme centriste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0024,Ecole Chistine Boletti 2,915,511,404,498,8,5,liste,PS_liste_01,1,,15,3.01,1.64,166.465990390657,-22.2661773380247,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 01,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0024,Ecole Chistine Boletti 2,915,511,404,498,8,5,liste,PS_liste_02,2,,18,3.61,1.97,166.465990390657,-22.2661773380247,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 02,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0024,Ecole Chistine Boletti 2,915,511,404,498,8,5,liste,PS_liste_03,3,,195,39.16,21.31,166.465990390657,-22.2661773380247,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 03,loyaliste,anti_independantiste,AVENIR CONFIANCE,L'Avenir en confiance,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0024,Ecole Chistine Boletti 2,915,511,404,498,8,5,liste,PS_liste_04,4,,19,3.82,2.08,166.465990390657,-22.2661773380247,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 04,independantiste,independantiste,PT,Parti travailliste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0024,Ecole Chistine Boletti 2,915,511,404,498,8,5,liste,PS_liste_05,5,,3,0.6,0.33,166.465990390657,-22.2661773380247,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 05,loyaliste,anti_independantiste,CNR,Caledonie nouvelle et reunie,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0024,Ecole Chistine Boletti 2,915,511,404,498,8,5,liste,PS_liste_06,6,,16,3.21,1.75,166.465990390657,-22.2661773380247,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 06,centriste,anti_independantiste,LEO,L'Eveil oceanien,wikipedia_provinciales_2019,Classe comme centre anti-independantiste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0024,Ecole Chistine Boletti 2,915,511,404,498,8,5,liste,PS_liste_07,7,,92,18.47,10.05,166.465990390657,-22.2661773380247,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 07,independantiste,independantiste,FLNKS,Front de liberation nationale kanak et socialiste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0024,Ecole Chistine Boletti 2,915,511,404,498,8,5,liste,PS_liste_08,8,,16,3.21,1.75,166.465990390657,-22.2661773380247,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 08,autre,neutre,ACT,Alliance citoyenne pour la transition,wikipedia_provinciales_2019,Autres listes selon Wikipedia
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0024,Ecole Chistine Boletti 2,915,511,404,498,8,5,liste,PS_liste_09,9,,19,3.82,2.08,166.465990390657,-22.2661773380247,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 09,autre,neutre,CA,Construire autrement,wikipedia_provinciales_2019,Autres listes selon Wikipedia
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0024,Ecole Chistine Boletti 2,915,511,404,498,8,5,liste,PS_liste_10,10,,14,2.81,1.53,166.465990390657,-22.2661773380247,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 10,centriste,anti_independantiste,DCC,Destin commun caledonien,wikipedia_provinciales_2019,Centre anti-independantiste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0024,Ecole Chistine Boletti 2,915,511,404,498,8,5,liste,PS_liste_11,11,,91,18.27,9.95,166.465990390657,-22.2661773380247,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 11,centriste,anti_independantiste,CE,Caledonie ensemble,wikipedia_provinciales_2019,CE compte dans anti-independantistes mais isole comme centriste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0025,Ecole Michel Cacot 1,888,648,240,633,14,1,liste,PS_liste_01,1,,3,0.47,0.34,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 01,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0025,Ecole Michel Cacot 1,888,648,240,633,14,1,liste,PS_liste_02,2,,28,4.42,3.15,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 02,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0025,Ecole Michel Cacot 1,888,648,240,633,14,1,liste,PS_liste_03,3,,421,66.51,47.41,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 03,loyaliste,anti_independantiste,AVENIR CONFIANCE,L'Avenir en confiance,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0025,Ecole Michel Cacot 1,888,648,240,633,14,1,liste,PS_liste_04,4,,1,0.16,0.11,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 04,independantiste,independantiste,PT,Parti travailliste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0025,Ecole Michel Cacot 1,888,648,240,633,14,1,liste,PS_liste_05,5,,10,1.58,1.13,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 05,loyaliste,anti_independantiste,CNR,Caledonie nouvelle et reunie,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0025,Ecole Michel Cacot 1,888,648,240,633,14,1,liste,PS_liste_06,6,,7,1.11,0.79,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 06,centriste,anti_independantiste,LEO,L'Eveil oceanien,wikipedia_provinciales_2019,Classe comme centre anti-independantiste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0025,Ecole Michel Cacot 1,888,648,240,633,14,1,liste,PS_liste_07,7,,30,4.74,3.38,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 07,independantiste,independantiste,FLNKS,Front de liberation nationale kanak et socialiste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0025,Ecole Michel Cacot 1,888,648,240,633,14,1,liste,PS_liste_08,8,,12,1.9,1.35,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 08,autre,neutre,ACT,Alliance citoyenne pour la transition,wikipedia_provinciales_2019,Autres listes selon Wikipedia
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0025,Ecole Michel Cacot 1,888,648,240,633,14,1,liste,PS_liste_09,9,,16,2.53,1.8,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 09,autre,neutre,CA,Construire autrement,wikipedia_provinciales_2019,Autres listes selon Wikipedia
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0025,Ecole Michel Cacot 1,888,648,240,633,14,1,liste,PS_liste_10,10,,4,0.63,0.45,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 10,centriste,anti_independantiste,DCC,Destin commun caledonien,wikipedia_provinciales_2019,Centre anti-independantiste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0025,Ecole Michel Cacot 1,888,648,240,633,14,1,liste,PS_liste_11,11,,101,15.96,11.37,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 11,centriste,anti_independantiste,CE,Caledonie ensemble,wikipedia_provinciales_2019,CE compte dans anti-independantistes mais isole comme centriste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0026,Ecole Michel Cacot 2,807,582,225,571,6,5,liste,PS_liste_01,1,,2,0.35,0.25,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 01,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0026,Ecole Michel Cacot 2,807,582,225,571,6,5,liste,PS_liste_02,2,,20,3.5,2.48,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 02,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0026,Ecole Michel Cacot 2,807,582,225,571,6,5,liste,PS_liste_03,3,,322,56.39,39.9,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 03,loyaliste,anti_independantiste,AVENIR CONFIANCE,L'Avenir en confiance,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0026,Ecole Michel Cacot 2,807,582,225,571,6,5,liste,PS_liste_04,4,,5,0.88,0.62,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 04,independantiste,independantiste,PT,Parti travailliste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0026,Ecole Michel Cacot 2,807,582,225,571,6,5,liste,PS_liste_05,5,,9,1.58,1.12,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 05,loyaliste,anti_independantiste,CNR,Caledonie nouvelle et reunie,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0026,Ecole Michel Cacot 2,807,582,225,571,6,5,liste,PS_liste_06,6,,9,1.58,1.12,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 06,centriste,anti_independantiste,LEO,L'Eveil oceanien,wikipedia_provinciales_2019,Classe comme centre anti-independantiste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0026,Ecole Michel Cacot 2,807,582,225,571,6,5,liste,PS_liste_07,7,,22,3.85,2.73,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 07,independantiste,independantiste,FLNKS,Front de liberation nationale kanak et socialiste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0026,Ecole Michel Cacot 2,807,582,225,571,6,5,liste,PS_liste_08,8,,29,5.08,3.59,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 08,autre,neutre,ACT,Alliance citoyenne pour la transition,wikipedia_provinciales_2019,Autres listes selon Wikipedia
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0026,Ecole Michel Cacot 2,807,582,225,571,6,5,liste,PS_liste_09,9,,16,2.8,1.98,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 09,autre,neutre,CA,Construire autrement,wikipedia_provinciales_2019,Autres listes selon Wikipedia
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0026,Ecole Michel Cacot 2,807,582,225,571,6,5,liste,PS_liste_10,10,,11,1.93,1.36,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 10,centriste,anti_independantiste,DCC,Destin commun caledonien,wikipedia_provinciales_2019,Centre anti-independantiste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0026,Ecole Michel Cacot 2,807,582,225,571,6,5,liste,PS_liste_11,11,,126,22.07,15.61,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PS LISTE 11,centriste,anti_independantiste,CE,Caledonie ensemble,wikipedia_provinciales_2019,CE compte dans anti-independantistes mais isole comme centriste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0027,Ecole C. T. de Laubarède,847,455,392,436,12,7,liste,PS_liste_01,1,,13,2.98,1.53,166.445705500987,-22.2640017751327,etablissements_publics_nc,1824,Vallée du Tir,PS LISTE 01,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0027,Ecole C. T. de Laubarède,847,455,392,436,12,7,liste,PS_liste_02,2,,13,2.98,1.53,166.445705500987,-22.2640017751327,etablissements_publics_nc,1824,Vallée du Tir,PS LISTE 02,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0027,Ecole C. T. de Laubarède,847,455,392,436,12,7,liste,PS_liste_03,3,,140,32.11,16.53,166.445705500987,-22.2640017751327,etablissements_publics_nc,1824,Vallée du Tir,PS LISTE 03,loyaliste,anti_independantiste,AVENIR CONFIANCE,L'Avenir en confiance,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0027,Ecole C. T. de Laubarède,847,455,392,436,12,7,liste,PS_liste_04,4,,24,5.5,2.83,166.445705500987,-22.2640017751327,etablissements_publics_nc,1824,Vallée du Tir,PS LISTE 04,independantiste,independantiste,PT,Parti travailliste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0027,Ecole C. T. de Laubarède,847,455,392,436,12,7,liste,PS_liste_05,5,,9,2.06,1.06,166.445705500987,-22.2640017751327,etablissements_publics_nc,1824,Vallée du Tir,PS LISTE 05,loyaliste,anti_independantiste,CNR,Caledonie nouvelle et reunie,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0027,Ecole C. T. de Laubarède,847,455,392,436,12,7,liste,PS_liste_06,6,,15,3.44,1.77,166.445705500987,-22.2640017751327,etablissements_publics_nc,1824,Vallée du Tir,PS LISTE 06,centriste,anti_independantiste,LEO,L'Eveil oceanien,wikipedia_provinciales_2019,Classe comme centre anti-independantiste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0027,Ecole C. T. de Laubarède,847,455,392,436,12,7,liste,PS_liste_07,7,,86,19.72,10.15,166.445705500987,-22.2640017751327,etablissements_publics_nc,1824,Vallée du Tir,PS LISTE 07,independantiste,independantiste,FLNKS,Front de liberation nationale kanak et socialiste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0027,Ecole C. T. de Laubarède,847,455,392,436,12,7,liste,PS_liste_08,8,,16,3.67,1.89,166.445705500987,-22.2640017751327,etablissements_publics_nc,1824,Vallée du Tir,PS LISTE 08,autre,neutre,ACT,Alliance citoyenne pour la transition,wikipedia_provinciales_2019,Autres listes selon Wikipedia
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0027,Ecole C. T. de Laubarède,847,455,392,436,12,7,liste,PS_liste_09,9,,18,4.13,2.13,166.445705500987,-22.2640017751327,etablissements_publics_nc,1824,Vallée du Tir,PS LISTE 09,autre,neutre,CA,Construire autrement,wikipedia_provinciales_2019,Autres listes selon Wikipedia
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0027,Ecole C. T. de Laubarède,847,455,392,436,12,7,liste,PS_liste_10,10,,9,2.06,1.06,166.445705500987,-22.2640017751327,etablissements_publics_nc,1824,Vallée du Tir,PS LISTE 10,centriste,anti_independantiste,DCC,Destin commun caledonien,wikipedia_provinciales_2019,Centre anti-independantiste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0027,Ecole C. T. de Laubarède,847,455,392,436,12,7,liste,PS_liste_11,11,,93,21.33,10.98,166.445705500987,-22.2640017751327,etablissements_publics_nc,1824,Vallée du Tir,PS LISTE 11,centriste,anti_independantiste,CE,Caledonie ensemble,wikipedia_provinciales_2019,CE compte dans anti-independantistes mais isole comme centriste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0028,Ecole Gustave Mouchet 1,946,494,452,474,14,6,liste,PS_liste_01,1,,33,6.96,3.49,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 01,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0028,Ecole Gustave Mouchet 1,946,494,452,474,14,6,liste,PS_liste_02,2,,1,0.21,0.11,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 02,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0028,Ecole Gustave Mouchet 1,946,494,452,474,14,6,liste,PS_liste_03,3,,59,12.45,6.24,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 03,loyaliste,anti_independantiste,AVENIR CONFIANCE,L'Avenir en confiance,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0028,Ecole Gustave Mouchet 1,946,494,452,474,14,6,liste,PS_liste_04,4,,41,8.65,4.33,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 04,independantiste,independantiste,PT,Parti travailliste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0028,Ecole Gustave Mouchet 1,946,494,452,474,14,6,liste,PS_liste_05,5,,2,0.42,0.21,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 05,loyaliste,anti_independantiste,CNR,Caledonie nouvelle et reunie,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0028,Ecole Gustave Mouchet 1,946,494,452,474,14,6,liste,PS_liste_06,6,,47,9.92,4.97,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 06,centriste,anti_independantiste,LEO,L'Eveil oceanien,wikipedia_provinciales_2019,Classe comme centre anti-independantiste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0028,Ecole Gustave Mouchet 1,946,494,452,474,14,6,liste,PS_liste_07,7,,173,36.5,18.29,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 07,independantiste,independantiste,FLNKS,Front de liberation nationale kanak et socialiste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0028,Ecole Gustave Mouchet 1,946,494,452,474,14,6,liste,PS_liste_08,8,,15,3.16,1.59,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 08,autre,neutre,ACT,Alliance citoyenne pour la transition,wikipedia_provinciales_2019,Autres listes selon Wikipedia
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0028,Ecole Gustave Mouchet 1,946,494,452,474,14,6,liste,PS_liste_09,9,,12,2.53,1.27,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 09,autre,neutre,CA,Construire autrement,wikipedia_provinciales_2019,Autres listes selon Wikipedia
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0028,Ecole Gustave Mouchet 1,946,494,452,474,14,6,liste,PS_liste_10,10,,18,3.8,1.9,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 10,centriste,anti_independantiste,DCC,Destin commun caledonien,wikipedia_provinciales_2019,Centre anti-independantiste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0028,Ecole Gustave Mouchet 1,946,494,452,474,14,6,liste,PS_liste_11,11,,73,15.4,7.72,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 11,centriste,anti_independantiste,CE,Caledonie ensemble,wikipedia_provinciales_2019,CE compte dans anti-independantistes mais isole comme centriste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0029,Ecole Gustave Mouchet 2,821,394,427,381,9,4,liste,PS_liste_01,1,,22,5.77,2.68,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 01,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0029,Ecole Gustave Mouchet 2,821,394,427,381,9,4,liste,PS_liste_02,2,,16,4.2,1.95,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 02,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0029,Ecole Gustave Mouchet 2,821,394,427,381,9,4,liste,PS_liste_03,3,,116,30.45,14.13,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 03,loyaliste,anti_independantiste,AVENIR CONFIANCE,L'Avenir en confiance,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0029,Ecole Gustave Mouchet 2,821,394,427,381,9,4,liste,PS_liste_04,4,,16,4.2,1.95,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 04,independantiste,independantiste,PT,Parti travailliste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0029,Ecole Gustave Mouchet 2,821,394,427,381,9,4,liste,PS_liste_05,5,,7,1.84,0.85,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 05,loyaliste,anti_independantiste,CNR,Caledonie nouvelle et reunie,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0029,Ecole Gustave Mouchet 2,821,394,427,381,9,4,liste,PS_liste_06,6,,28,7.35,3.41,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 06,centriste,anti_independantiste,LEO,L'Eveil oceanien,wikipedia_provinciales_2019,Classe comme centre anti-independantiste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0029,Ecole Gustave Mouchet 2,821,394,427,381,9,4,liste,PS_liste_07,7,,82,21.52,9.99,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 07,independantiste,independantiste,FLNKS,Front de liberation nationale kanak et socialiste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0029,Ecole Gustave Mouchet 2,821,394,427,381,9,4,liste,PS_liste_08,8,,14,3.67,1.71,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 08,autre,neutre,ACT,Alliance citoyenne pour la transition,wikipedia_provinciales_2019,Autres listes selon Wikipedia
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0029,Ecole Gustave Mouchet 2,821,394,427,381,9,4,liste,PS_liste_09,9,,6,1.57,0.73,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 09,autre,neutre,CA,Construire autrement,wikipedia_provinciales_2019,Autres listes selon Wikipedia
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0029,Ecole Gustave Mouchet 2,821,394,427,381,9,4,liste,PS_liste_10,10,,14,3.67,1.71,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 10,centriste,anti_independantiste,DCC,Destin commun caledonien,wikipedia_provinciales_2019,Centre anti-independantiste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0029,Ecole Gustave Mouchet 2,821,394,427,381,9,4,liste,PS_liste_11,11,,60,15.75,7.31,166.454414703061,-22.2504501881193,etablissements_publics_nc,1828,Portes de Fer - Nord,PS LISTE 11,centriste,anti_independantiste,CE,Caledonie ensemble,wikipedia_provinciales_2019,CE compte dans anti-independantistes mais isole comme centriste
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0030,Ecole Mathilde Broquet 1,1024,657,367,639,13,5,liste,PS_liste_01,1,,28,4.38,2.73,166.467549840387,-22.256293239868,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 01,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0030,Ecole Mathilde Broquet 1,1024,657,367,639,13,5,liste,PS_liste_02,2,,24,3.76,2.34,166.467549840387,-22.256293239868,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 02,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0030,Ecole Mathilde Broquet 1,1024,657,367,639,13,5,liste,PS_liste_03,3,,269,42.1,26.27,166.467549840387,-22.256293239868,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 03,loyaliste,anti_independantiste,AVENIR CONFIANCE,L'Avenir en confiance,wikipedia_provinciales_2019,Mapping par total de voix
provinciales_2019,,PS,Province Sud,988,98818,Nouméa,NOUMEA,0030,Ecole Mathilde Broquet 1,1024,657,367,639,13,5,liste,PS_liste_04,4,,10,1.56,0.98,166.467549840387,-22.256293239868,etablissements_publics_nc,1827,Aérodrome Sud,PS LISTE 04,independantiste,independantiste,PT,Parti travailliste,wikipedia_provinciales_2019,Mapping par total de voix
