election,tour,province_code,province,code_departement,code_commune,commune,commune_norm,code_bv,bureau_nom,inscrits,votants,abstentions,exprimes,blancs,nuls,type_resultat,option,numero_liste,nuance,voix,pct_exprimes,pct_inscrits,longitude,latitude,geo_source,iris_codgeo,iris_libgeo,option_norm,bloc,camp_institutionnel,parti,libelle,source,notes
legislatives_2022,1,,,988,98802,Boulouparis,BOULOUPARI,0002,Centre Culturel,727,338,389,333,2,3,candidat,Véronique PAGAND,,DSV,3,0.9,0.41,166.049037015845,-21.8654352350015,etablissements_publics_nc,201,Boulouparis village,VERONIQUE PAGAND,loyaliste,anti_independantiste,DLF,Debout la France,wikipedia_legislatives_2022,DSV
legislatives_2022,1,,,988,98803,Bourail,BOURAIL,0002,Pothé,862,148,714,142,1,5,candidat,Manuel MILLAR,,DIV,1,0.7,0.12,165.491900847299,-21.4547330481005,etablissements_publics_nc,305,Ny,MANUEL MILLAR,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98803,Bourail,BOURAIL,0002,Pothé,862,148,714,142,1,5,candidat,Véronique PAGAND,,DSV,0,0,0,165.491900847299,-21.4547330481005,etablissements_publics_nc,305,Ny,VERONIQUE PAGAND,loyaliste,anti_independantiste,DLF,Debout la France,wikipedia_legislatives_2022,DSV
legislatives_2022,1,,,988,98803,Bourail,BOURAIL,0004,École Les Lys d’Eau,1076,468,608,455,8,5,candidat,Thierry SANTA,,LR,170,37.36,15.8,165.49748641875,-21.5730483252455,etablissements_publics_nc,301,Bourail village,THIERRY SANTA,loyaliste,anti_independantiste,R-LR,Rassemblement - LR,wikipedia_legislatives_2022,UDC
legislatives_2022,1,,,988,98804,Canala,CANALA,0007,Tenda Koumendi,341,135,206,133,0,2,candidat,Nicolas METZDORF,,ENS,2,1.5,0.59,166.03563428874068,-21.545648677139223,tribus_villages_nc,403,Gélima - Nakéty,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0002,Hôtel de ville 2,902,250,652,237,9,4,candidat,Joannes ITITIATY,,DIV,0,0,0,166.457501065839,-22.1675460417822,etablissements_publics_nc,512,Plaine de Koé,JOANNES ITITIATY,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0011,Ecole primaire Gustave Clain 1,886,249,637,241,4,4,candidat,Gérard REIGNIER,,REG,14,5.81,1.58,166.460870510376,-22.2089353285944,etablissements_publics_nc,504,Koutio érudits,GERARD REIGNIER,independantiste,independantiste,UC,Union caledonienne,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0015,Groupe scolaire Michelle Delacharlerie-Rolly 1,543,153,390,147,3,3,candidat,Thierry SANTA,,LR,36,24.49,6.63,166.445998676866,-22.2013803961715,etablissements_publics_nc,510,Dumbéa/mer Ouest,THIERRY SANTA,loyaliste,anti_independantiste,R-LR,Rassemblement - LR,wikipedia_legislatives_2022,UDC
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0019,Mairie du Nord 1,830,287,543,280,6,1,candidat,Nicolas METZDORF,,ENS,159,56.79,19.16,166.457501065839,-22.1675460417822,etablissements_publics_nc,512,Plaine de Koé,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0020,Mairie du Nord 2,841,355,486,349,5,1,candidat,Thierry SANTA,,LR,105,30.09,12.49,166.457501065839,-22.1675460417822,etablissements_publics_nc,512,Plaine de Koé,THIERRY SANTA,loyaliste,anti_independantiste,R-LR,Rassemblement - LR,wikipedia_legislatives_2022,UDC
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0021,Mairie du Nord 3,825,266,559,255,8,3,candidat,Manuel MILLAR,,DIV,9,3.53,1.09,166.457501065839,-22.1675460417822,etablissements_publics_nc,512,Plaine de Koé,MANUEL MILLAR,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0023,Ecole primaire Paul Duboisé 2,881,261,620,244,15,2,candidat,Nicolas METZDORF,,ENS,117,47.95,13.28,166.434846490836,-22.1399347171588,etablissements_publics_nc,515,Katiramona Sud,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98808,Houailou,HOUAILOU,0001,Mairie,447,126,321,125,0,1,candidat,Nicolas METZDORF,,ENS,4,3.2,0.89,165.6260919909217,-21.278284372962112,tribus_villages_nc,801,Houailou village,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98808,Houailou,HOUAILOU,0001,Mairie,447,126,321,125,0,1,candidat,Thierry SANTA,,LR,12,9.6,2.68,165.6260919909217,-21.278284372962112,tribus_villages_nc,801,Houailou village,THIERRY SANTA,loyaliste,anti_independantiste,R-LR,Rassemblement - LR,wikipedia_legislatives_2022,UDC
legislatives_2022,1,,,988,98808,Houailou,HOUAILOU,0004,Nessakoéa,309,65,244,63,2,0,candidat,Gérard REIGNIER,,REG,48,76.19,15.53,165.5267547278778,-21.28421939373571,tribus_villages_nc,805,Nédivin - Bas Nindien,GERARD REIGNIER,independantiste,independantiste,UC,Union caledonienne,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98808,Houailou,HOUAILOU,0008,Nédivin,544,166,378,165,0,1,candidat,Thierry SANTA,,LR,5,3.03,0.92,165.57082158687447,-21.289736384804883,tribus_villages_nc,805,Nédivin - Bas Nindien,THIERRY SANTA,loyaliste,anti_independantiste,R-LR,Rassemblement - LR,wikipedia_legislatives_2022,UDC
legislatives_2022,1,,,988,98810,Kaala-Gomen,KAALAGOMEN,0002,Ouéholle,380,169,211,169,0,0,candidat,Gérard REIGNIER,,REG,157,92.9,41.32,164.545680960012,-20.6046276080457,etablissements_publics_nc,1004,Ouéholle - Ouémou - Kourou,GERARD REIGNIER,independantiste,independantiste,UC,Union caledonienne,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98810,Kaala-Gomen,KAALAGOMEN,0002,Ouéholle,380,169,211,169,0,0,candidat,Thierry SANTA,,LR,0,0,0,164.545680960012,-20.6046276080457,etablissements_publics_nc,1004,Ouéholle - Ouémou - Kourou,THIERRY SANTA,loyaliste,anti_independantiste,R-LR,Rassemblement - LR,wikipedia_legislatives_2022,UDC
legislatives_2022,1,,,988,98811,Koné,KONE,0003,Netchaot,404,120,284,119,0,1,candidat,Alain DESCOMBELS,,RN,0,0,0,165.022902317548,-21.0054157631335,etablissements_publics_nc,1107,Poindah - Noelly - Néami - Netchaot,ALAIN DESCOMBELS,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_legislatives_2022,RN
legislatives_2022,1,,,988,98811,Koné,KONE,0011,École Téari,776,235,541,229,5,1,candidat,Joannes ITITIATY,,DIV,1,0.44,0.13,164.82630681362,-21.0553442775238,etablissements_publics_nc,1101,Koné village,JOANNES ITITIATY,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98811,Koné,KONE,0012,Les Allamandas,624,242,382,234,2,6,candidat,Joannes ITITIATY,,DIV,1,0.43,0.16,164.856461111321,-21.052040276968,etablissements_publics_nc,1101,Koné village,JOANNES ITITIATY,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98811,Koné,KONE,0012,Les Allamandas,624,242,382,234,2,6,candidat,Muneiko HAOCAS,,REG,6,2.56,0.96,164.856461111321,-21.052040276968,etablissements_publics_nc,1101,Koné village,MUNEIKO HAOCAS,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_legislatives_2022,REG
legislatives_2022,1,,,988,98812,Koumac,KOUMAC,0001,Mairie 1 et centralisateur,1344,451,893,448,2,1,candidat,Nicolas METZDORF,,ENS,154,34.38,11.46,164.280241420927,-20.5602050455624,arrete_manual_etablissements,1201,Koumac village,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98813,La Foa,LAFOA,0001,Centre socio-culturel,761,370,391,353,8,9,candidat,Manuel MILLAR,,DIV,1,0.28,0.13,165.82495689060195,-21.708500844468237,arrete_manual_tribus,1301,La Foa village,MANUEL MILLAR,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98813,La Foa,LAFOA,0001,Centre socio-culturel,761,370,391,353,8,9,candidat,Muneiko HAOCAS,,REG,7,1.98,0.92,165.82495689060195,-21.708500844468237,arrete_manual_tribus,1301,La Foa village,MUNEIKO HAOCAS,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_legislatives_2022,REG
legislatives_2022,1,,,988,98813,La Foa,LAFOA,0004,Centre socio-culturel,1038,458,580,448,5,5,candidat,Manuel MILLAR,,DIV,0,0,0,165.82495689060195,-21.708500844468237,arrete_manual_tribus,1301,La Foa village,MANUEL MILLAR,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0003,Drueulu,758,232,526,232,0,0,candidat,Walisaune WAHETRA,,REG,222,95.69,29.29,167.07853761275717,-20.930242999544458,tribus_villages_nc,1401,Gaitcha,WALISAUNE WAHETRA,independantiste,independantiste,PALIKA,Palika,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0004,Jozip,394,174,220,173,0,1,candidat,Joël KASARHEROU,,DVC,4,2.31,1.02,167.34721888788647,-20.940435542649407,tribus_villages_nc,1402,Lössi,JOEL KASARHEROU,autre,neutre,CA,Construire autrement,wikipedia_legislatives_2022,DVC
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0009,Hnacaöm,226,59,167,59,0,0,candidat,Guy-Olivier CUENOT,,RN,0,0,0,167.20569292168463,-20.72173372554335,tribus_villages_nc,1403,Wet,GUY OLIVIER CUENOT,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_legislatives_2022,RN
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0011,Wasany,361,116,245,116,0,0,candidat,Joël KASARHEROU,,DVC,2,1.72,0.55,167.37793880476198,-21.00787866730366,tribus_villages_nc,1402,Lössi,JOEL KASARHEROU,autre,neutre,CA,Construire autrement,wikipedia_legislatives_2022,DVC
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0011,Wasany,361,116,245,116,0,0,candidat,Pascal LAFLEUR,,DVD,2,1.72,0.55,167.37793880476198,-21.00787866730366,tribus_villages_nc,1402,Lössi,PASCAL LAFLEUR,loyaliste,anti_independantiste,SE,Sans etiquette droite,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0012,Tiga,200,52,148,51,1,0,candidat,Pascal LAFLEUR,,DVD,2,3.92,1,167.79672481501146,-21.094104177809253,tribus_villages_nc,1402,Lössi,PASCAL LAFLEUR,loyaliste,anti_independantiste,SE,Sans etiquette droite,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0021,Tingeting,305,46,259,45,1,0,candidat,Antoine GIL,,DVD,0,0,0,167.26667509635985,-20.741613827760364,tribus_villages_nc,1403,Wet,ANTOINE GIL,loyaliste,anti_independantiste,MCF,Mouvement des citoyens francais,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0022,Hunëtë,240,72,168,71,0,1,candidat,Philippe DUNOYER,,ENS,0,0,0,167.09364365001284,-20.763254184835077,tribus_villages_nc,1403,Wet,PHILIPPE DUNOYER,centriste,anti_independantiste,CE,Caledonie ensemble,wikipedia_legislatives_2022,CE isole comme centriste
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0023,Luengoni,354,97,257,97,0,0,candidat,Philippe DUNOYER,,ENS,5,5.15,1.41,167.4090226,-21.033997,tidygeocoder_osm,,,PHILIPPE DUNOYER,centriste,anti_independantiste,CE,Caledonie ensemble,wikipedia_legislatives_2022,CE isole comme centriste
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0024,Hnanemuhaetra,155,47,108,47,0,0,candidat,Walisaune WAHETRA,,REG,44,93.62,28.39,167.2208209830944,-20.707970338645733,tribus_villages_nc,1403,Wet,WALISAUNE WAHETRA,independantiste,independantiste,PALIKA,Palika,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0024,Hnanemuhaetra,155,47,108,47,0,0,candidat,Jérémy SIMON,,DSV,0,0,0,167.2208209830944,-20.707970338645733,tribus_villages_nc,1403,Wet,JEREMY SIMON,loyaliste,anti_independantiste,LP,Les Patriotes,wikipedia_legislatives_2022,DSV
legislatives_2022,1,,,988,98815,Maré,MARE,0003,Tenane,366,81,285,80,1,0,candidat,Joël KASARHEROU,,DVC,1,1.25,0.27,167.89430877263374,-21.40460074703544,tribus_villages_nc,1501,Guahma,JOEL KASARHEROU,autre,neutre,CA,Construire autrement,wikipedia_legislatives_2022,DVC
legislatives_2022,1,,,988,98815,Maré,MARE,0004,Atha,341,64,277,64,0,0,candidat,Guy-Olivier CUENOT,,RN,0,0,0,168.01753084168095,-21.470451728197048,tribus_villages_nc,1502,La Roche,GUY OLIVIER CUENOT,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_legislatives_2022,RN
legislatives_2022,1,,,988,98815,Maré,MARE,0007,Wabao,644,144,500,144,0,0,candidat,Walisaune WAHETRA,,REG,106,73.61,16.46,167.93937201549338,-21.60210597985789,tribus_villages_nc,1503,Tadine Pénélo,WALISAUNE WAHETRA,independantiste,independantiste,PALIKA,Palika,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98815,Maré,MARE,0009,Ménaku,264,51,213,51,0,0,candidat,Antoine GIL,,DVD,0,0,0,167.96911686605617,-21.444234250592025,tribus_villages_nc,1501,Guahma,ANTOINE GIL,loyaliste,anti_independantiste,MCF,Mouvement des citoyens francais,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98815,Maré,MARE,0011,Roh,298,22,276,22,0,0,candidat,Antoine GIL,,DVD,0,0,0,167.86202487687797,-21.39242632802858,tribus_villages_nc,1501,Guahma,ANTOINE GIL,loyaliste,anti_independantiste,MCF,Mouvement des citoyens francais,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98815,Maré,MARE,0014,Tuho,418,48,370,48,0,0,candidat,Joël KASARHEROU,,DVC,0,0,0,167.89428156445027,-21.49517949257516,tribus_villages_nc,1501,Guahma,JOEL KASARHEROU,autre,neutre,CA,Construire autrement,wikipedia_legislatives_2022,DVC
legislatives_2022,1,,,988,98815,Maré,MARE,0014,Tuho,418,48,370,48,0,0,candidat,Virginie RUFFENACH,,LR,0,0,0,167.89428156445027,-21.49517949257516,tribus_villages_nc,1501,Guahma,VIRGINIE RUFFENACH,loyaliste,anti_independantiste,R-LR,Rassemblement - LR,wikipedia_legislatives_2022,UDC
legislatives_2022,1,,,988,98817,Mont-Dore,MONTDORE,0005,École La Rizière 1,1094,251,843,247,2,2,candidat,Manuel MILLAR,,DIV,0,0,0,166.573975497183,-22.2332233282141,etablissements_publics_nc,1710,La Coulée Nord,MANUEL MILLAR,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98817,Mont-Dore,MONTDORE,0007,Ouara,103,47,56,46,0,1,candidat,Thierry SANTA,,LR,2,4.35,1.94,166.84029773306233,-22.42316008394107,tribus_villages_nc,1715,Mouirange - Grand Sud - Ile Ouen,THIERRY SANTA,loyaliste,anti_independantiste,R-LR,Rassemblement - LR,wikipedia_legislatives_2022,UDC
legislatives_2022,1,,,988,98817,Mont-Dore,MONTDORE,0012,Groupe scolaire Saint-Michel 1,783,233,550,226,5,2,candidat,Gérard REIGNIER,,REG,45,19.91,5.75,166.499920849353,-22.2240498676639,etablissements_publics_nc,1704,La Conception,GERARD REIGNIER,independantiste,independantiste,UC,Union caledonienne,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98817,Mont-Dore,MONTDORE,0013,École maternelle Les Fougères,585,169,416,165,3,1,candidat,Gérard REIGNIER,,REG,16,9.7,2.74,166.841440737558,-22.4256696418669,etablissements_publics_nc,1715,Mouirange - Grand Sud - Ile Ouen,GERARD REIGNIER,independantiste,independantiste,UC,Union caledonienne,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98817,Mont-Dore,MONTDORE,0013,École maternelle Les Fougères,585,169,416,165,3,1,candidat,Nicolas METZDORF,,ENS,60,36.36,10.26,166.841440737558,-22.4256696418669,etablissements_publics_nc,1715,Mouirange - Grand Sud - Ile Ouen,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98817,Mont-Dore,MONTDORE,0015,École maternelle Les Coccinelles,1253,397,856,382,9,6,candidat,Alain DESCOMBELS,,RN,18,4.71,1.44,166.56758162382,-22.2502864537601,etablissements_publics_nc,1711,La Coulée Sud,ALAIN DESCOMBELS,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_legislatives_2022,RN
legislatives_2022,1,,,988,98817,Mont-Dore,MONTDORE,0016,École Saint-Joseph de CLUNY,1105,347,758,335,10,2,candidat,Véronique PAGAND,,DSV,6,1.79,0.54,166.499920601202,-22.2239776205159,etablissements_publics_nc,1704,La Conception,VERONIQUE PAGAND,loyaliste,anti_independantiste,DLF,Debout la France,wikipedia_legislatives_2022,DSV
legislatives_2022,1,,,988,98817,Mont-Dore,MONTDORE,0022,École de la Briqueterie 1,850,264,586,251,10,3,candidat,Nicolas METZDORF,,ENS,120,47.81,14.12,166.566445622614,-22.2625090934915,etablissements_publics_nc,1712,Vallon Dore,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98817,Mont-Dore,MONTDORE,0023,École de la Briqueterie 2,842,315,527,305,7,3,candidat,Joannes ITITIATY,,DIV,0,0,0,166.566445622614,-22.2625090934915,etablissements_publics_nc,1712,Vallon Dore,JOANNES ITITIATY,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98817,Mont-Dore,MONTDORE,0025,Groupe scolaire de Yahoué,856,290,566,285,4,1,candidat,Véronique PAGAND,,DSV,4,1.4,0.47,166.489906860567,-22.2084828348965,etablissements_publics_nc,1702,Yahoué Sud,VERONIQUE PAGAND,loyaliste,anti_independantiste,DLF,Debout la France,wikipedia_legislatives_2022,DSV
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0002,Mairie 2,1594,366,1228,357,6,3,candidat,Guy-Olivier CUENOT,,RN,28,7.84,1.76,166.439401925184,-22.2714056104229,etablissements_publics_nc,1822,Centre ville,GUY OLIVIER CUENOT,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_legislatives_2022,RN
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0014,École Paul BOYER 1,1180,403,777,395,5,3,candidat,Pascal LAFLEUR,,DVD,28,7.09,2.37,166.452482969153,-22.2781620536236,etablissements_publics_nc,1811,Faubourg Blanchot,PASCAL LAFLEUR,loyaliste,anti_independantiste,SE,Sans etiquette droite,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0016,École Candide KOCH 1,1182,468,714,460,7,1,candidat,Walisaune WAHETRA,,REG,9,1.96,0.76,166.456450040223,-22.2745660873879,etablissements_publics_nc,1813,Vallée des Colons Sud Ouest,WALISAUNE WAHETRA,independantiste,independantiste,PALIKA,Palika,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0026,École Michel CACOT 2,1440,497,943,484,9,4,candidat,Pascal LAFLEUR,,DVD,35,7.23,2.43,166.463652223431,-22.2662199324801,etablissements_publics_nc,1826,Portes de Fer - Sud,PASCAL LAFLEUR,loyaliste,anti_independantiste,SE,Sans etiquette droite,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0027,École Céline TEYSSANDIER de LAUBAREDE,1194,299,895,292,6,1,candidat,Pascal LAFLEUR,,DVD,18,6.16,1.51,166.445705500987,-22.2640017751327,etablissements_publics_nc,1824,Vallée du Tir,PASCAL LAFLEUR,loyaliste,anti_independantiste,SE,Sans etiquette droite,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0031,École Marie COURTOT 1,1460,472,988,452,15,5,candidat,Pascal LAFLEUR,,DVD,34,7.52,2.33,166.470464378859,-22.2425220070829,etablissements_publics_nc,1834,PK 6 Nord,PASCAL LAFLEUR,loyaliste,anti_independantiste,SE,Sans etiquette droite,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0033,École Robert BURCK,1133,294,839,278,15,1,candidat,Jérémy SIMON,,DSV,9,3.24,0.79,166.463601949873,-22.2382604330193,etablissements_publics_nc,1833,Riviére Salée Sud,JEREMY SIMON,loyaliste,anti_independantiste,LP,Les Patriotes,wikipedia_legislatives_2022,DSV
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0038,École Mauricette DEVAMBEZ 2,1283,428,855,411,16,1,candidat,Pascal LAFLEUR,,DVD,30,7.3,2.34,166.468616034294,-22.2680303864914,etablissements_publics_nc,1817,Magenta Est,PASCAL LAFLEUR,loyaliste,anti_independantiste,SE,Sans etiquette droite,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0044,École Louise VERGES,1166,161,1005,157,4,0,candidat,Pascal LAFLEUR,,DVD,5,3.18,0.43,166.486016745804,-22.2343408388225,etablissements_publics_nc,1835,Tina,PASCAL LAFLEUR,loyaliste,anti_independantiste,SE,Sans etiquette droite,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0048,École Marguerite ARSAPIN,1037,279,758,264,11,4,candidat,Jérémy SIMON,,DSV,9,3.41,0.87,166.454280714904,-22.2790060967446,etablissements_publics_nc,1811,Faubourg Blanchot,JEREMY SIMON,loyaliste,anti_independantiste,LP,Les Patriotes,wikipedia_legislatives_2022,DSV
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0053,École les LYS,1377,542,835,533,6,3,candidat,Philippe DUNOYER,,ENS,275,51.59,19.97,166.443135087106,-22.2929071476207,etablissements_publics_nc,1806,Motor Pool - Receiving,PHILIPPE DUNOYER,centriste,anti_independantiste,CE,Caledonie ensemble,wikipedia_legislatives_2022,CE isole comme centriste
legislatives_2022,1,,,988,98819,Ouégoa,OUEGOA,0002,Bondé,852,117,735,115,1,1,candidat,Nicolas METZDORF,,ENS,1,0.87,0.12,164.4324943000077,-20.429158724947957,tribus_villages_nc,1903,Bondé,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98819,Ouégoa,OUEGOA,0003,Paimboas,389,78,311,77,1,0,candidat,Gérard REIGNIER,,REG,69,89.61,17.74,164.52279333171543,-20.52170436626958,arrete_manual_tribus,1903,Bondé,GERARD REIGNIER,independantiste,independantiste,UC,Union caledonienne,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98819,Ouégoa,OUEGOA,0003,Paimboas,389,78,311,77,1,0,candidat,Nicolas METZDORF,,ENS,0,0,0,164.52279333171543,-20.52170436626958,arrete_manual_tribus,1903,Bondé,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98821,Païta,PAITA,0007,École Vi Vete,888,255,633,245,7,3,candidat,Michèle HOMBOE,,DVC,4,1.63,0.45,166.356291724406,-22.134484419519,etablissements_publics_nc,2101,Paita centre,MICHELE HOMBOE,autre,neutre,CA,Construire autrement,wikipedia_legislatives_2022,DVC
legislatives_2022,1,,,988,98821,Païta,PAITA,0009,École élémentaire Scheffleras 1,881,202,679,199,2,1,candidat,Véronique PAGAND,,DSV,4,2.01,0.45,166.36989887391,-22.1257398247667,etablissements_publics_nc,2102,Scheffleras,VERONIQUE PAGAND,loyaliste,anti_independantiste,DLF,Debout la France,wikipedia_legislatives_2022,DSV
legislatives_2022,1,,,988,98821,Païta,PAITA,0012,École maternelle Scheffleras 2,785,284,501,278,3,3,candidat,Thierry SANTA,,LR,47,16.91,5.99,166.36989887391,-22.1257398247667,etablissements_publics_nc,2102,Scheffleras,THIERRY SANTA,loyaliste,anti_independantiste,R-LR,Rassemblement - LR,wikipedia_legislatives_2022,UDC
legislatives_2022,1,,,988,98821,Païta,PAITA,0013,École primaire Jean Ounou COTTIN 1,768,269,499,259,6,4,candidat,Michèle HOMBOE,,DVC,15,5.79,1.95,166.265966445473,-22.0605318544913,etablissements_publics_nc,2106,Tamoa Bangou Saint Laurent,MICHELE HOMBOE,autre,neutre,CA,Construire autrement,wikipedia_legislatives_2022,DVC
legislatives_2022,1,,,988,98822,Poindimié,POINDIMIE,0002,Ouindo,512,156,356,155,1,0,candidat,Nicolas METZDORF,,ENS,7,4.52,1.37,165.39928663560227,-20.98624503490911,tribus_villages_nc,2204,Tibarama - Bayes - Ouindo - Ometteux - Napoém,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98823,Ponérihouen,PONERIHOUEN,0005,Grondu (maison commune),504,210,294,209,0,1,candidat,Thierry SANTA,,LR,3,1.44,0.6,165.38976794045686,-21.076609909810266,tribus_villages_nc,2302,Ponérihouen village,THIERRY SANTA,loyaliste,anti_independantiste,R-LR,Rassemblement - LR,wikipedia_legislatives_2022,UDC
legislatives_2022,1,,,988,98823,Ponérihouen,PONERIHOUEN,0005,Grondu (maison commune),504,210,294,209,0,1,candidat,Alain DESCOMBELS,,RN,1,0.48,0.2,165.38976794045686,-21.076609909810266,tribus_villages_nc,2302,Ponérihouen village,ALAIN DESCOMBELS,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_legislatives_2022,RN
legislatives_2022,1,,,988,98823,Ponérihouen,PONERIHOUEN,0006,Mou (chefferie),171,63,108,62,0,1,candidat,Gérard REIGNIER,,REG,58,93.55,33.92,165.44259083569398,-21.09696482410325,tribus_villages_nc,2302,Ponérihouen village,GERARD REIGNIER,independantiste,independantiste,UC,Union caledonienne,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98823,Ponérihouen,PONERIHOUEN,0006,Mou (chefferie),171,63,108,62,0,1,candidat,Véronique PAGAND,,DSV,0,0,0,165.44259083569398,-21.09696482410325,tribus_villages_nc,2302,Ponérihouen village,VERONIQUE PAGAND,loyaliste,anti_independantiste,DLF,Debout la France,wikipedia_legislatives_2022,DSV
