election,tour,province_code,province,code_departement,code_commune,commune,commune_norm,code_bv,inscrits,votants,abstentions,exprimes,blancs,nuls,numero_panneau,nuance,nom,prenom,sexe,candidat,candidature,voix,pct_inscrits,pct_exprimes,elu,bureau_nom,bureau_nom_norm,match_score,etablissement_nom,etablissement_adresse,etablissement_theme1,etablissement_theme2,etablissement_theme3,longitude,latitude,geo_source,iris_id,iris_codgeo,iris_libgeo
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0001,710,433,277,416,11,6,3,LDVD,UGOLINI,David,M,David UGOLINI,RENOUVEAU POUR BOURAIL,83,11.69,19.95,,Mairie,MAIRIE,0.98,Mairie de Bourail,,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Bourail,165.497503614793,-21.5680444203004,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0001,710,433,277,416,11,6,4,LDIV,WUHRLIN,Arnaud,M,Arnaud WUHRLIN,DESSINONS BOURAIL,72,10.14,17.31,,Mairie,MAIRIE,0.98,Mairie de Bourail,,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Bourail,165.497503614793,-21.5680444203004,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0001,710,433,277,416,11,6,5,LREG,BOANEMOI,Julien,M,Julien BOANEMOI,FLKNS,23,3.24,5.53,,Mairie,MAIRIE,0.98,Mairie de Bourail,,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Bourail,165.497503614793,-21.5680444203004,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0002,838,388,450,377,8,3,1,LDIV,JEAN,Alima,F,Alima JEAN,ENSEMBLE POUR BOURAIL,6,0.72,1.59,,Pothé,POTHE,0.93,Ecole de Pothé,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,165.491900847299,-21.4547330481005,etablissements_publics_nc,128,305,Ny
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0002,838,388,450,377,8,3,2,LDIV,ROBELIN,Patrick,M,Patrick ROBELIN,BOURAIL EN ACCORD,139,16.59,36.87,,Pothé,POTHE,0.93,Ecole de Pothé,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,165.491900847299,-21.4547330481005,etablissements_publics_nc,128,305,Ny
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0002,838,388,450,377,8,3,3,LDVD,UGOLINI,David,M,David UGOLINI,RENOUVEAU POUR BOURAIL,11,1.31,2.92,,Pothé,POTHE,0.93,Ecole de Pothé,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,165.491900847299,-21.4547330481005,etablissements_publics_nc,128,305,Ny
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0002,838,388,450,377,8,3,4,LDIV,WUHRLIN,Arnaud,M,Arnaud WUHRLIN,DESSINONS BOURAIL,66,7.88,17.51,,Pothé,POTHE,0.93,Ecole de Pothé,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,165.491900847299,-21.4547330481005,etablissements_publics_nc,128,305,Ny
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0002,838,388,450,377,8,3,5,LREG,BOANEMOI,Julien,M,Julien BOANEMOI,FLKNS,155,18.5,41.11,,Pothé,POTHE,0.93,Ecole de Pothé,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,165.491900847299,-21.4547330481005,etablissements_publics_nc,128,305,Ny
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0003,968,627,341,606,12,9,1,LDIV,JEAN,Alima,F,Alima JEAN,ENSEMBLE POUR BOURAIL,16,1.65,2.64,,Colisée,COLISEE,0.93,Le Colisée - Salle de spectacle,,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Salle de concert,165.49385205691,-21.5656940047007,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0003,968,627,341,606,12,9,2,LDIV,ROBELIN,Patrick,M,Patrick ROBELIN,BOURAIL EN ACCORD,302,31.2,49.83,,Colisée,COLISEE,0.93,Le Colisée - Salle de spectacle,,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Salle de concert,165.49385205691,-21.5656940047007,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0003,968,627,341,606,12,9,3,LDVD,UGOLINI,David,M,David UGOLINI,RENOUVEAU POUR BOURAIL,155,16.01,25.58,,Colisée,COLISEE,0.93,Le Colisée - Salle de spectacle,,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Salle de concert,165.49385205691,-21.5656940047007,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0003,968,627,341,606,12,9,4,LDIV,WUHRLIN,Arnaud,M,Arnaud WUHRLIN,DESSINONS BOURAIL,107,11.05,17.66,,Colisée,COLISEE,0.93,Le Colisée - Salle de spectacle,,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Salle de concert,165.49385205691,-21.5656940047007,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0003,968,627,341,606,12,9,5,LREG,BOANEMOI,Julien,M,Julien BOANEMOI,FLKNS,26,2.69,4.29,,Colisée,COLISEE,0.93,Le Colisée - Salle de spectacle,,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Salle de concert,165.49385205691,-21.5656940047007,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0004,1034,626,408,598,16,12,1,LDIV,JEAN,Alima,F,Alima JEAN,ENSEMBLE POUR BOURAIL,57,5.51,9.53,,École Les Lys d’Eau,ECOLE LYS D EAU,0.85,Ecole primaire Les Lys d'Eau,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.49748641875,-21.5730483252455,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0004,1034,626,408,598,16,12,2,LDIV,ROBELIN,Patrick,M,Patrick ROBELIN,BOURAIL EN ACCORD,245,23.69,40.97,,École Les Lys d’Eau,ECOLE LYS D EAU,0.85,Ecole primaire Les Lys d'Eau,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.49748641875,-21.5730483252455,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0004,1034,626,408,598,16,12,3,LDVD,UGOLINI,David,M,David UGOLINI,RENOUVEAU POUR BOURAIL,203,19.63,33.95,,École Les Lys d’Eau,ECOLE LYS D EAU,0.85,Ecole primaire Les Lys d'Eau,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.49748641875,-21.5730483252455,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0004,1034,626,408,598,16,12,4,LDIV,WUHRLIN,Arnaud,M,Arnaud WUHRLIN,DESSINONS BOURAIL,70,6.77,11.71,,École Les Lys d’Eau,ECOLE LYS D EAU,0.85,Ecole primaire Les Lys d'Eau,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.49748641875,-21.5730483252455,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0004,1034,626,408,598,16,12,5,LREG,BOANEMOI,Julien,M,Julien BOANEMOI,FLKNS,23,2.22,3.85,,École Les Lys d’Eau,ECOLE LYS D EAU,0.85,Ecole primaire Les Lys d'Eau,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.49748641875,-21.5730483252455,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0005,951,567,384,546,16,5,1,LDIV,JEAN,Alima,F,Alima JEAN,ENSEMBLE POUR BOURAIL,18,1.89,3.3,,École Louise Michel,ECOLE LOUISE MICHEL,0.859,Ecole primaire Louise Michel,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.497379452405,-21.57045570157,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0005,951,567,384,546,16,5,2,LDIV,ROBELIN,Patrick,M,Patrick ROBELIN,BOURAIL EN ACCORD,286,30.07,52.38,,École Louise Michel,ECOLE LOUISE MICHEL,0.859,Ecole primaire Louise Michel,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.497379452405,-21.57045570157,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0005,951,567,384,546,16,5,3,LDVD,UGOLINI,David,M,David UGOLINI,RENOUVEAU POUR BOURAIL,111,11.67,20.33,,École Louise Michel,ECOLE LOUISE MICHEL,0.859,Ecole primaire Louise Michel,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.497379452405,-21.57045570157,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0005,951,567,384,546,16,5,4,LDIV,WUHRLIN,Arnaud,M,Arnaud WUHRLIN,DESSINONS BOURAIL,94,9.88,17.22,,École Louise Michel,ECOLE LOUISE MICHEL,0.859,Ecole primaire Louise Michel,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.497379452405,-21.57045570157,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98803,Bourail,BOURAIL,0005,951,567,384,546,16,5,5,LREG,BOANEMOI,Julien,M,Julien BOANEMOI,FLKNS,37,3.89,6.78,,École Louise Michel,ECOLE LOUISE MICHEL,0.859,Ecole primaire Louise Michel,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.497379452405,-21.57045570157,etablissements_publics_nc,125,301,Bourail village
municipales_2020,1,,,988,98804,Canala,CANALA,0001,387,265,122,263,1,1,1,LREG,JOREDIE,Fabio Gyslain,M,Fabio Gyslain JOREDIE,FEDERATION COMMUNALE DE COMPETENCES AU SERVICE DE L'INNOVATION,38,9.82,14.45,,Mairie,MAIRIE,0.7,CANALA,Canala,LIEU_DIT_NC,VILLE,Xârâcùù,165.96392757417755,-21.522084905801098,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0001,387,265,122,263,1,1,2,LREG,TYUIENON,Gilbert,M,Gilbert TYUIENON,UC FLNKS,112,28.94,42.59,,Mairie,MAIRIE,0.7,CANALA,Canala,LIEU_DIT_NC,VILLE,Xârâcùù,165.96392757417755,-21.522084905801098,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0001,387,265,122,263,1,1,3,LDIV,MAYET,Jean Michel,M,Jean Michel MAYET,MURU XORU CANALA ALTERNATIVE,61,15.76,23.19,,Mairie,MAIRIE,0.7,CANALA,Canala,LIEU_DIT_NC,VILLE,Xârâcùù,165.96392757417755,-21.522084905801098,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0001,387,265,122,263,1,1,4,LREG,MIDJA EPOUSE MERO,Bernadette,F,Bernadette MIDJA EPOUSE MERO,XARACUU TAATOA,52,13.44,19.77,,Mairie,MAIRIE,0.7,CANALA,Canala,LIEU_DIT_NC,VILLE,Xârâcùù,165.96392757417755,-21.522084905801098,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0002,819,515,304,508,4,3,1,LREG,JOREDIE,Fabio Gyslain,M,Fabio Gyslain JOREDIE,FEDERATION COMMUNALE DE COMPETENCES AU SERVICE DE L'INNOVATION,52,6.35,10.24,,Nakéty,NAKETY,1,Nakéty,Canala,LIEU_DIT_NC,TRIBU,Nèkètè,166.04631481753384,-21.54222544058342,tribus_villages_nc,137,403,Gélima - Nakéty
municipales_2020,1,,,988,98804,Canala,CANALA,0002,819,515,304,508,4,3,2,LREG,TYUIENON,Gilbert,M,Gilbert TYUIENON,UC FLNKS,197,24.05,38.78,,Nakéty,NAKETY,1,Nakéty,Canala,LIEU_DIT_NC,TRIBU,Nèkètè,166.04631481753384,-21.54222544058342,tribus_villages_nc,137,403,Gélima - Nakéty
municipales_2020,1,,,988,98804,Canala,CANALA,0002,819,515,304,508,4,3,3,LDIV,MAYET,Jean Michel,M,Jean Michel MAYET,MURU XORU CANALA ALTERNATIVE,70,8.55,13.78,,Nakéty,NAKETY,1,Nakéty,Canala,LIEU_DIT_NC,TRIBU,Nèkètè,166.04631481753384,-21.54222544058342,tribus_villages_nc,137,403,Gélima - Nakéty
municipales_2020,1,,,988,98804,Canala,CANALA,0002,819,515,304,508,4,3,4,LREG,MIDJA EPOUSE MERO,Bernadette,F,Bernadette MIDJA EPOUSE MERO,XARACUU TAATOA,189,23.08,37.2,,Nakéty,NAKETY,1,Nakéty,Canala,LIEU_DIT_NC,TRIBU,Nèkètè,166.04631481753384,-21.54222544058342,tribus_villages_nc,137,403,Gélima - Nakéty
municipales_2020,1,,,988,98804,Canala,CANALA,0003,461,318,143,308,4,6,1,LREG,JOREDIE,Fabio Gyslain,M,Fabio Gyslain JOREDIE,FEDERATION COMMUNALE DE COMPETENCES AU SERVICE DE L'INNOVATION,32,6.94,10.39,,Nanon,NANON,0.95,Nanon-Kénérou,Canala,LIEU_DIT_NC,TRIBU,Nèno - Kénéru,165.88480729759476,-21.546697208816735,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0003,461,318,143,308,4,6,2,LREG,TYUIENON,Gilbert,M,Gilbert TYUIENON,UC FLNKS,143,31.02,46.43,,Nanon,NANON,0.95,Nanon-Kénérou,Canala,LIEU_DIT_NC,TRIBU,Nèno - Kénéru,165.88480729759476,-21.546697208816735,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0003,461,318,143,308,4,6,3,LDIV,MAYET,Jean Michel,M,Jean Michel MAYET,MURU XORU CANALA ALTERNATIVE,18,3.9,5.84,,Nanon,NANON,0.95,Nanon-Kénérou,Canala,LIEU_DIT_NC,TRIBU,Nèno - Kénéru,165.88480729759476,-21.546697208816735,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0003,461,318,143,308,4,6,4,LREG,MIDJA EPOUSE MERO,Bernadette,F,Bernadette MIDJA EPOUSE MERO,XARACUU TAATOA,115,24.95,37.34,,Nanon,NANON,0.95,Nanon-Kénérou,Canala,LIEU_DIT_NC,TRIBU,Nèno - Kénéru,165.88480729759476,-21.546697208816735,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0004,808,567,241,561,2,4,1,LREG,JOREDIE,Fabio Gyslain,M,Fabio Gyslain JOREDIE,FEDERATION COMMUNALE DE COMPETENCES AU SERVICE DE L'INNOVATION,98,12.13,17.47,,Méhoué,MEHOUE,1,Méhoué,Canala,LIEU_DIT_NC,TRIBU,Mèèwéé,165.9494172177474,-21.51958486452521,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0004,808,567,241,561,2,4,2,LREG,TYUIENON,Gilbert,M,Gilbert TYUIENON,UC FLNKS,286,35.4,50.98,,Méhoué,MEHOUE,1,Méhoué,Canala,LIEU_DIT_NC,TRIBU,Mèèwéé,165.9494172177474,-21.51958486452521,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0004,808,567,241,561,2,4,3,LDIV,MAYET,Jean Michel,M,Jean Michel MAYET,MURU XORU CANALA ALTERNATIVE,85,10.52,15.15,,Méhoué,MEHOUE,1,Méhoué,Canala,LIEU_DIT_NC,TRIBU,Mèèwéé,165.9494172177474,-21.51958486452521,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0004,808,567,241,561,2,4,4,LREG,MIDJA EPOUSE MERO,Bernadette,F,Bernadette MIDJA EPOUSE MERO,XARACUU TAATOA,92,11.39,16.4,,Méhoué,MEHOUE,1,Méhoué,Canala,LIEU_DIT_NC,TRIBU,Mèèwéé,165.9494172177474,-21.51958486452521,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0005,729,489,240,487,1,1,1,LREG,JOREDIE,Fabio Gyslain,M,Fabio Gyslain JOREDIE,FEDERATION COMMUNALE DE COMPETENCES AU SERVICE DE L'INNOVATION,77,10.56,15.81,,Gélima,GELIMA,1,Gélima,Canala,LIEU_DIT_NC,TRIBU,Jari Mwâ,165.98151543430086,-21.534392845846163,tribus_villages_nc,137,403,Gélima - Nakéty
municipales_2020,1,,,988,98804,Canala,CANALA,0005,729,489,240,487,1,1,2,LREG,TYUIENON,Gilbert,M,Gilbert TYUIENON,UC FLNKS,260,35.67,53.39,,Gélima,GELIMA,1,Gélima,Canala,LIEU_DIT_NC,TRIBU,Jari Mwâ,165.98151543430086,-21.534392845846163,tribus_villages_nc,137,403,Gélima - Nakéty
municipales_2020,1,,,988,98804,Canala,CANALA,0005,729,489,240,487,1,1,3,LDIV,MAYET,Jean Michel,M,Jean Michel MAYET,MURU XORU CANALA ALTERNATIVE,83,11.39,17.04,,Gélima,GELIMA,1,Gélima,Canala,LIEU_DIT_NC,TRIBU,Jari Mwâ,165.98151543430086,-21.534392845846163,tribus_villages_nc,137,403,Gélima - Nakéty
municipales_2020,1,,,988,98804,Canala,CANALA,0005,729,489,240,487,1,1,4,LREG,MIDJA EPOUSE MERO,Bernadette,F,Bernadette MIDJA EPOUSE MERO,XARACUU TAATOA,67,9.19,13.76,,Gélima,GELIMA,1,Gélima,Canala,LIEU_DIT_NC,TRIBU,Jari Mwâ,165.98151543430086,-21.534392845846163,tribus_villages_nc,137,403,Gélima - Nakéty
municipales_2020,1,,,988,98804,Canala,CANALA,0006,296,188,108,184,1,3,1,LREG,JOREDIE,Fabio Gyslain,M,Fabio Gyslain JOREDIE,FEDERATION COMMUNALE DE COMPETENCES AU SERVICE DE L'INNOVATION,59,19.93,32.07,,Mérénémé,MERENEME,1,Mérénémé,Canala,LIEU_DIT_NC,TRIBU,,165.92818615112122,-21.514857403632252,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0006,296,188,108,184,1,3,2,LREG,TYUIENON,Gilbert,M,Gilbert TYUIENON,UC FLNKS,91,30.74,49.46,,Mérénémé,MERENEME,1,Mérénémé,Canala,LIEU_DIT_NC,TRIBU,,165.92818615112122,-21.514857403632252,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0006,296,188,108,184,1,3,3,LDIV,MAYET,Jean Michel,M,Jean Michel MAYET,MURU XORU CANALA ALTERNATIVE,21,7.09,11.41,,Mérénémé,MERENEME,1,Mérénémé,Canala,LIEU_DIT_NC,TRIBU,,165.92818615112122,-21.514857403632252,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98804,Canala,CANALA,0006,296,188,108,184,1,3,4,LREG,MIDJA EPOUSE MERO,Bernadette,F,Bernadette MIDJA EPOUSE MERO,XARACUU TAATOA,13,4.39,7.07,,Mérénémé,MERENEME,1,Mérénémé,Canala,LIEU_DIT_NC,TRIBU,,165.92818615112122,-21.514857403632252,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0001,1104,537,567,530,4,3,1,LDVC,JAN,Cynthia,F,Cynthia JAN,GÉNÉRATIONS DUMBEA,126,11.41,23.77,,Hôtel de Ville 1,MAIRIE,0.93,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0001,1104,537,567,530,4,3,2,LDVC,ORTHOSIE EPOUSE VERLAGUET,Yolande,F,Yolande ORTHOSIE EPOUSE VERLAGUET,DUMBEA AUTREMENT UNE NOUVELLE AMBITION POUR NOTRE VILLE,23,2.08,4.34,,Hôtel de Ville 1,MAIRIE,0.93,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0001,1104,537,567,530,4,3,3,LDVD,NATUREL,Georges,M,Georges NATUREL,Pour une ville à votre image,337,30.53,63.58,,Hôtel de Ville 1,MAIRIE,0.93,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0001,1104,537,567,530,4,3,4,LDIV,HONAKOKO EP. AUCHER,Rachel,F,Rachel HONAKOKO EP. AUCHER,DUMBEA UNE VILLE OCEANIENNE,22,1.99,4.15,,Hôtel de Ville 1,MAIRIE,0.93,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0001,1104,537,567,530,4,3,5,LDIV,MULIAVA,Vaimu'A,M,Vaimu'A MULIAVA,NOTRE DUMBEA LE REVEIL,22,1.99,4.15,,Hôtel de Ville 1,MAIRIE,0.93,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0002,818,393,425,388,4,1,1,LDVC,JAN,Cynthia,F,Cynthia JAN,GÉNÉRATIONS DUMBEA,36,4.4,9.28,,Hôtel de ville 2,MAIRIE,0.93,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0002,818,393,425,388,4,1,2,LDVC,ORTHOSIE EPOUSE VERLAGUET,Yolande,F,Yolande ORTHOSIE EPOUSE VERLAGUET,DUMBEA AUTREMENT UNE NOUVELLE AMBITION POUR NOTRE VILLE,37,4.52,9.54,,Hôtel de ville 2,MAIRIE,0.93,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé
