commune_norm,election,tour,province_code,province,type_resultat,option,nuance,commune,voix,exprimes,inscrits,pct_exprimes,pct_inscrits,rang
ILEDESPINS,municipales_2026,1,,,liste,Eugène VAMA MOUVEMENT DE LA JEUNESSE KWENYII,,L'Ile-des-Pins,186,1281,1868,14.52,9.96,4
ILEDESPINS,municipales_2026,1,,,liste,Christophe VAKIE Eveil Kunié,,L'Ile-des-Pins,162,1281,1868,12.65,8.67,5
ILEDESPINS,municipales_2026,2,,,liste,RegisWadieme VENDEGOUKWENYII DANS LA DIVERSITE,,L'Ile-des-Pins,650,1412,1868,46.03,34.8,1
ILEDESPINS,municipales_2026,2,,,liste,Daniel PatrickKOUATHEFLNKS KWENYII,,L'Ile-des-Pins,610,1412,1868,43.2,32.66,2
ILEDESPINS,municipales_2026,2,,,liste,Christophe VAKIEEveil Kunié,,L'Ile-des-Pins,152,1412,1868,10.76,8.14,3
ILEDESPINS,provinciales_2019,,PS,Province Sud,liste,PS_liste_07,,Ile des Pins,622,1089,1712,57.12,36.33,1
ILEDESPINS,provinciales_2019,,PS,Province Sud,liste,PS_liste_03,,Ile des Pins,199,1089,1712,18.27,11.62,2
ILEDESPINS,provinciales_2019,,PS,Province Sud,liste,PS_liste_11,,Ile des Pins,148,1089,1712,13.59,8.64,3
ILEDESPINS,provinciales_2019,,PS,Province Sud,liste,PS_liste_01,,Ile des Pins,40,1089,1712,3.67,2.34,4
ILEDESPINS,provinciales_2019,,PS,Province Sud,liste,PS_liste_08,,Ile des Pins,29,1089,1712,2.66,1.69,5
ILEDESPINS,referendum_2018,,,,choix,oui,,ILE DES PINS,933,1386,1711,67.32,54.53,1
ILEDESPINS,referendum_2018,,,,choix,non,,ILE DES PINS,453,1386,1711,32.68,26.48,2
ILEDESPINS,referendum_2020,,,Province Sud,choix,oui,,Ile des Pins,1040,1489,1764,69.85,58.96,1
ILEDESPINS,referendum_2020,,,Province Sud,choix,non,,Ile des Pins,449,1489,1764,30.15,25.45,2
ILEDESPINS,referendum_2021,,,Province Sud,choix,non,,Ile des Pins,340,395,1802,86.08,18.87,1
ILEDESPINS,referendum_2021,,,Province Sud,choix,oui,,Ile des Pins,55,395,1802,13.92,3.05,2
KAALAGOMEN,legislatives_2022,1,,,candidat,Gérard REIGNIER,REG,Kaala-Gomen,354,520,1761,68.08,20.1,1
KAALAGOMEN,legislatives_2022,1,,,candidat,Nicolas METZDORF,ENS,Kaala-Gomen,70,520,1761,13.46,3.98,2
KAALAGOMEN,legislatives_2022,1,,,candidat,Thierry SANTA,LR,Kaala-Gomen,54,520,1761,10.38,3.07,3
KAALAGOMEN,legislatives_2022,1,,,candidat,Muneiko HAOCAS,REG,Kaala-Gomen,28,520,1761,5.38,1.59,4
KAALAGOMEN,legislatives_2022,1,,,candidat,Michèle HOMBOE,DVC,Kaala-Gomen,6,520,1761,1.15,0.34,5
KAALAGOMEN,legislatives_2022,2,,,candidat,Gérard REIGNIER,REG,Kaala-Gomen,557,726,1761,76.72,31.63,1
KAALAGOMEN,legislatives_2022,2,,,candidat,Nicolas METZDORF,ENS,Kaala-Gomen,169,726,1761,23.28,9.6,2
KAALAGOMEN,legislatives_2024,1,,,candidat,Emmanuel TJIBAOU,REG,Kaala-Gomen,1068,1298,1780,82.28,60,1
KAALAGOMEN,legislatives_2024,1,,,candidat,Alcide PONGA,DVD,Kaala-Gomen,152,1298,1780,11.71,8.54,2
KAALAGOMEN,legislatives_2024,1,,,candidat,Milakulo TUKUMULI,DVG,Kaala-Gomen,39,1298,1780,3,2.19,3
KAALAGOMEN,legislatives_2024,1,,,candidat,Luther VOUDJO,REG,Kaala-Gomen,16,1298,1780,1.23,0.9,4
KAALAGOMEN,legislatives_2024,1,,,candidat,Gérard POADJA,HOR,Kaala-Gomen,13,1298,1780,1,0.73,5
KAALAGOMEN,legislatives_2024,2,,,candidat,Emmanuel TJIBAOU,REG,Kaala-Gomen,1272,1494,1782,85.14,71.38,1
KAALAGOMEN,legislatives_2024,2,,,candidat,Alcide PONGA,DVD,Kaala-Gomen,222,1494,1782,14.86,12.46,2
KAALAGOMEN,municipales_2020,1,,,liste,ENTENTE COMMUNALE,LNC,Kaala-Gomen,534,1137,1697,46.97,31.47,1
KAALAGOMEN,municipales_2020,1,,,liste,UNION CALEDONIENNE BWAPANU,LNC,Kaala-Gomen,353,1137,1697,31.05,20.8,2
KAALAGOMEN,municipales_2020,1,,,liste,Uni pour Bwapanu,LNC,Kaala-Gomen,192,1137,1697,16.89,11.31,3
KAALAGOMEN,municipales_2020,1,,,liste,BWAPANU EN AVANT !,LNC,Kaala-Gomen,58,1137,1697,5.1,3.42,4
KAALAGOMEN,municipales_2026,1,,,liste,Alain LEVANT ENTENTE COMMUNALE,,Kaala-Gomen,593,1353,1808,43.83,32.8,1
KAALAGOMEN,municipales_2026,1,,,liste,Hervé Maguei TEIN-TAOUVA UNION CITOYENNE DE BWAPANU,,Kaala-Gomen,478,1353,1808,35.33,26.44,2
KAALAGOMEN,municipales_2026,1,,,liste,Pablo POY-YETHY UNIS POUR BWAPANU,,Kaala-Gomen,282,1353,1808,20.84,15.6,3
KAALAGOMEN,municipales_2026,2,,,liste,Alain LEVANTENTENTE COMMUNALE,,Kaala-Gomen,724,1503,1808,48.17,40.04,1
KAALAGOMEN,municipales_2026,2,,,liste,Hervé Maguei TEIN-TAOUVAUNION CITOYENNE DE BWAPANU,,Kaala-Gomen,552,1503,1808,36.73,30.53,2
KAALAGOMEN,municipales_2026,2,,,liste,Pablo POY-YETHYUNIS POUR BWAPANU,,Kaala-Gomen,227,1503,1808,15.1,12.56,3
KAALAGOMEN,provinciales_2019,,PN,Province Nord,liste,PN_liste_06,,Kaala Gomen,470,1035,1611,45.41,29.17,1
KAALAGOMEN,provinciales_2019,,PN,Province Nord,liste,PN_liste_01,,Kaala Gomen,331,1035,1611,31.98,20.55,2
KAALAGOMEN,provinciales_2019,,PN,Province Nord,liste,PN_liste_02,,Kaala Gomen,84,1035,1611,8.12,5.21,3
KAALAGOMEN,provinciales_2019,,PN,Province Nord,liste,PN_liste_03,,Kaala Gomen,83,1035,1611,8.02,5.15,4
KAALAGOMEN,provinciales_2019,,PN,Province Nord,liste,PN_liste_04,,Kaala Gomen,50,1035,1611,4.83,3.1,5
KAALAGOMEN,referendum_2018,,,,choix,oui,,KAALA-GOMEN,1068,1416,1634,75.42,65.36,1
KAALAGOMEN,referendum_2018,,,,choix,non,,KAALA-GOMEN,348,1416,1634,24.58,21.3,2
KAALAGOMEN,referendum_2020,,,Province Nord,choix,oui,,Kaala-Gomen,1143,1506,1697,75.9,67.35,1
KAALAGOMEN,referendum_2020,,,Province Nord,choix,non,,Kaala-Gomen,363,1506,1697,24.1,21.39,2
KAALAGOMEN,referendum_2021,,,Province Nord,choix,non,,Kaala-Gomen,274,288,1734,95.14,15.8,1
KAALAGOMEN,referendum_2021,,,Province Nord,choix,oui,,Kaala-Gomen,14,288,1734,4.86,0.81,2
KONE,legislatives_2022,1,,,candidat,Gérard REIGNIER,REG,Koné,880,1660,5089,53.01,17.29,1
KONE,legislatives_2022,1,,,candidat,Nicolas METZDORF,ENS,Koné,335,1660,5089,20.18,6.58,2
KONE,legislatives_2022,1,,,candidat,Thierry SANTA,LR,Koné,267,1660,5089,16.08,5.25,3
KONE,legislatives_2022,1,,,candidat,Muneiko HAOCAS,REG,Koné,71,1660,5089,4.28,1.4,4
KONE,legislatives_2022,1,,,candidat,Alain DESCOMBELS,RN,Koné,49,1660,5089,2.95,0.96,5
KONE,legislatives_2022,2,,,candidat,Gérard REIGNIER,REG,Koné,1624,2497,5089,65.04,31.91,1
KONE,legislatives_2022,2,,,candidat,Nicolas METZDORF,ENS,Koné,873,2497,5089,34.96,17.15,2
KONE,legislatives_2024,1,,,candidat,Emmanuel TJIBAOU,REG,Koné,2295,3522,5275,65.16,43.51,1
KONE,legislatives_2024,1,,,candidat,Alcide PONGA,DVD,Koné,753,3522,5275,21.38,14.27,2
KONE,legislatives_2024,1,,,candidat,Milakulo TUKUMULI,DVG,Koné,210,3522,5275,5.96,3.98,3
KONE,legislatives_2024,1,,,candidat,Gérard POADJA,HOR,Koné,173,3522,5275,4.91,3.28,4
KONE,legislatives_2024,1,,,candidat,Luther VOUDJO,REG,Koné,64,3522,5275,1.82,1.21,5
KONE,legislatives_2024,2,,,candidat,Emmanuel TJIBAOU,REG,Koné,2961,3963,5275,74.72,56.13,1
KONE,legislatives_2024,2,,,candidat,Alcide PONGA,DVD,Koné,1002,3963,5275,25.28,19,2
KONE,municipales_2020,1,,,liste,UC-FLNKS KOOHNÊ,LREG,Koné,1059,2942,4974,36,21.29,1
KONE,municipales_2020,1,,,liste,UNI POUR KOOHNE,LREG,Koné,1027,2942,4974,34.91,20.65,2
KONE,municipales_2020,1,,,liste,KONE AUTREMENT,LDVD,Koné,856,2942,4974,29.1,17.21,3
KONE,municipales_2026,1,,,liste,Mike SAMADI AGISSONS POUR KONE,LDVD,Koné,1009,3242,5339,31.12,18.9,1
KONE,municipales_2026,1,,,liste,Joseph Apangou GOROMIDO UNI KOOHNE,LREG,Koné,978,3242,5339,30.17,18.32,2
KONE,municipales_2026,1,,,liste,Thierry GOWECEE UC FLNKS,LREG,Koné,824,3242,5339,25.42,15.43,3
KONE,municipales_2026,1,,,liste,"Jean-Yves Pama MY ENSEMBLE, CONSTRUISONS LA COMMUNE DE DEMAIN",LDIV,Koné,431,3242,5339,13.29,8.07,4
KONE,municipales_2026,2,,,liste,Mike SAMADI AGISSONS POUR KONE,LDVD,Koné,1224,3628,5339,33.74,22.93,1
KONE,municipales_2026,2,,,liste,Joseph Apangou GOROMIDO UNI KOOHNE,LREG,Koné,1106,3628,5339,30.49,20.72,2
KONE,municipales_2026,2,,,liste,ThierryGOWECEE UC FLNKS,LREG,Koné,963,3628,5339,26.54,18.04,3
KONE,municipales_2026,2,,,liste,"Jean-Yves Pama MY ENSEMBLE, CONSTRUISONS LACOMMUNE DE DEMAIN",LDIV,Koné,335,3628,5339,9.23,6.27,4
KONE,provinciales_2019,,PN,Province Nord,liste,PN_liste_06,,Koné,988,2851,4129,34.65,23.93,1
KONE,provinciales_2019,,PN,Province Nord,liste,PN_liste_01,,Koné,916,2851,4129,32.13,22.18,2
KONE,provinciales_2019,,PN,Province Nord,liste,PN_liste_02,,Koné,476,2851,4129,16.7,11.53,3
KONE,provinciales_2019,,PN,Province Nord,liste,PN_liste_03,,Koné,348,2851,4129,12.21,8.43,4
KONE,provinciales_2019,,PN,Province Nord,liste,PN_liste_05,,Koné,73,2851,4129,2.56,1.77,5
KONE,referendum_2018,,,,choix,oui,,KONE,2307,3587,4149,64.32,55.6,1
KONE,referendum_2018,,,,choix,non,,KONE,1280,3587,4149,35.68,30.85,2
KONE,referendum_2020,,,Province Nord,choix,oui,,Koné,2601,3903,4412,66.64,58.95,1
KONE,referendum_2020,,,Province Nord,choix,non,,Koné,1302,3903,4412,33.36,29.51,2
KONE,referendum_2021,,,Province Nord,choix,non,,Koné,1115,1207,4500,92.38,24.78,1
KONE,referendum_2021,,,Province Nord,choix,oui,,Koné,92,1207,4500,7.62,2.04,2
KOUAOUA,legislatives_2022,1,,,candidat,Gérard REIGNIER,REG,Kouaoua,275,423,1196,65.01,22.99,1
KOUAOUA,legislatives_2022,1,,,candidat,Thierry SANTA,LR,Kouaoua,91,423,1196,21.51,7.61,2
KOUAOUA,legislatives_2022,1,,,candidat,Muneiko HAOCAS,REG,Kouaoua,17,423,1196,4.02,1.42,3
KOUAOUA,legislatives_2022,1,,,candidat,Nicolas METZDORF,ENS,Kouaoua,16,423,1196,3.78,1.34,4
KOUAOUA,legislatives_2022,1,,,candidat,Michèle HOMBOE,DVC,Kouaoua,15,423,1196,3.55,1.25,5
KOUAOUA,legislatives_2022,2,,,candidat,Gérard REIGNIER,REG,Kouaoua,559,669,1196,83.56,46.74,1
KOUAOUA,legislatives_2022,2,,,candidat,Nicolas METZDORF,ENS,Kouaoua,110,669,1196,16.44,9.2,2
KOUAOUA,legislatives_2024,1,,,candidat,Emmanuel TJIBAOU,REG,Kouaoua,584,743,1191,78.6,49.03,1
KOUAOUA,legislatives_2024,1,,,candidat,Alcide PONGA,DVD,Kouaoua,112,743,1191,15.07,9.4,2
KOUAOUA,legislatives_2024,1,,,candidat,Milakulo TUKUMULI,DVG,Kouaoua,31,743,1191,4.17,2.6,3
KOUAOUA,legislatives_2024,1,,,candidat,Luther VOUDJO,REG,Kouaoua,8,743,1191,1.08,0.67,4
KOUAOUA,legislatives_2024,1,,,candidat,Gérard POADJA,HOR,Kouaoua,4,743,1191,0.54,0.34,5
KOUAOUA,legislatives_2024,2,,,candidat,Emmanuel TJIBAOU,REG,Kouaoua,772,908,1190,85.02,64.87,1
KOUAOUA,legislatives_2024,2,,,candidat,Alcide PONGA,DVD,Kouaoua,136,908,1190,14.98,11.43,2
KOUAOUA,municipales_2020,1,,,liste,"KAAWIIPAA TERRE, COMMUNE ET AVENIR",LNC,Kouaoua,383,797,1175,48.06,32.6,1
KOUAOUA,municipales_2020,1,,,liste,ARRO NA NÂBO ROA MÖRRÖ UC FLNKS,LNC,Kouaoua,220,797,1175,27.6,18.72,2
KOUAOUA,municipales_2020,1,,,liste,PALIKA KAAWIIPAA NI DAWANI,LNC,Kouaoua,194,797,1175,24.34,16.51,3
KOUAOUA,municipales_2026,1,,,liste,Franck DIOPOUE NOORE KAAWIIPAA NA TRU NEWE NIARREHI RI - KOUOUA MAITRE DE SON AVENIR,,Kouaoua,323,881,1206,36.66,26.78,1
KOUAOUA,municipales_2026,1,,,liste,Alcide PONGA KAAWIIPAA TERRE COMMUNE ET AVENIR,,Kouaoua,258,881,1206,29.28,21.39,2
KOUAOUA,municipales_2026,1,,,liste,Thérèse - Jacqueline COUIEMOIN TO CHAA TRUNODO VEII KANAKY,,Kouaoua,193,881,1206,21.91,16,3
KOUAOUA,municipales_2026,1,,,liste,Suzanne - Poawe MEREATU VISION KAAWIIPAA,,Kouaoua,107,881,1206,12.15,8.87,4
