commune_norm,election,tour,province_code,province,type_resultat,option,nuance,commune,voix,exprimes,inscrits,pct_exprimes,pct_inscrits,rang
BOURAIL,legislatives_2024,2,,,candidat,Alcide PONGA,DVD,Bourail,2204,3696,4752,59.63,46.38,1
BOURAIL,legislatives_2024,2,,,candidat,Emmanuel TJIBAOU,REG,Bourail,1492,3696,4752,40.37,31.4,2
BOURAIL,municipales_2020,1,,,liste,BOURAIL EN ACCORD,LDIV,Bourail,1179,2543,4501,46.36,26.19,1
BOURAIL,municipales_2020,1,,,liste,RENOUVEAU POUR BOURAIL,LDVD,Bourail,563,2543,4501,22.14,12.51,2
BOURAIL,municipales_2020,1,,,liste,DESSINONS BOURAIL,LDIV,Bourail,409,2543,4501,16.08,9.09,3
BOURAIL,municipales_2020,1,,,liste,FLKNS,LREG,Bourail,264,2543,4501,10.38,5.87,4
BOURAIL,municipales_2020,1,,,liste,ENSEMBLE POUR BOURAIL,LDIV,Bourail,128,2543,4501,5.03,2.84,5
BOURAIL,municipales_2026,1,,,liste,Patrick ROBELIN Bourail en accord,LDVC,Bourail,1204,3033,4880,39.7,24.67,1
BOURAIL,municipales_2026,1,,,liste,Levay ROY BOURAIL DEMAIN,LDVD,Bourail,1101,3033,4880,36.3,22.56,2
BOURAIL,municipales_2026,1,,,liste,Jean-Paul ROBELIN Ambition Bourail,LDIV,Bourail,728,3033,4880,24,14.92,3
BOURAIL,municipales_2026,2,,,liste,Patrick ROBELIN Bourail en accord,LDVC,Bourail,1546,3466,4876,44.6,31.71,1
BOURAIL,municipales_2026,2,,,liste,LevayROY BOURAIL DEMAIN,LDVD,Bourail,1400,3466,4876,40.39,28.71,2
BOURAIL,municipales_2026,2,,,liste,Jean-Paul ROBELIN Ambition Bourail,LDIV,Bourail,520,3466,4876,15,10.66,3
BOURAIL,provinciales_2019,,PS,Province Sud,liste,PS_liste_03,,Bourail,923,2605,3949,35.43,23.37,1
BOURAIL,provinciales_2019,,PS,Province Sud,liste,PS_liste_07,,Bourail,630,2605,3949,24.18,15.95,2
BOURAIL,provinciales_2019,,PS,Province Sud,liste,PS_liste_11,,Bourail,554,2605,3949,21.27,14.03,3
BOURAIL,provinciales_2019,,PS,Province Sud,liste,PS_liste_02,,Bourail,120,2605,3949,4.61,3.04,4
BOURAIL,provinciales_2019,,PS,Province Sud,liste,PS_liste_10,,Bourail,100,2605,3949,3.84,2.53,5
BOURAIL,referendum_2018,,,,choix,non,,BOURAIL,2371,3432,3934,69.09,60.27,1
BOURAIL,referendum_2018,,,,choix,oui,,BOURAIL,1061,3432,3934,30.91,26.97,2
BOURAIL,referendum_2020,,,Province Sud,choix,non,,Bourail,2463,3661,4083,67.28,60.32,1
BOURAIL,referendum_2020,,,Province Sud,choix,oui,,Bourail,1198,3661,4083,32.72,29.34,2
BOURAIL,referendum_2021,,,Province Sud,choix,non,,Bourail,2382,2452,4152,97.15,57.37,1
BOURAIL,referendum_2021,,,Province Sud,choix,oui,,Bourail,70,2452,4152,2.85,1.69,2
CANALA,legislatives_2022,1,,,candidat,Gérard REIGNIER,REG,Canala,1315,1450,3589,90.69,36.64,1
CANALA,legislatives_2022,1,,,candidat,Muneiko HAOCAS,REG,Canala,61,1450,3589,4.21,1.7,2
CANALA,legislatives_2022,1,,,candidat,Michèle HOMBOE,DVC,Canala,22,1450,3589,1.52,0.61,3
CANALA,legislatives_2022,1,,,candidat,Nicolas METZDORF,ENS,Canala,22,1450,3589,1.52,0.61,4
CANALA,legislatives_2022,1,,,candidat,Thierry SANTA,LR,Canala,19,1450,3589,1.31,0.53,5
CANALA,legislatives_2022,2,,,candidat,Gérard REIGNIER,REG,Canala,2195,2256,3589,97.3,61.16,1
CANALA,legislatives_2022,2,,,candidat,Nicolas METZDORF,ENS,Canala,61,2256,3589,2.7,1.7,2
CANALA,legislatives_2024,1,,,candidat,Emmanuel TJIBAOU,REG,Canala,2329,2486,3620,93.68,64.34,1
CANALA,legislatives_2024,1,,,candidat,Milakulo TUKUMULI,DVG,Canala,108,2486,3620,4.34,2.98,2
CANALA,legislatives_2024,1,,,candidat,Luther VOUDJO,REG,Canala,19,2486,3620,0.76,0.52,3
CANALA,legislatives_2024,1,,,candidat,Alcide PONGA,DVD,Canala,17,2486,3620,0.68,0.47,4
CANALA,legislatives_2024,1,,,candidat,Gérard POADJA,HOR,Canala,7,2486,3620,0.28,0.19,5
CANALA,legislatives_2024,2,,,candidat,Emmanuel TJIBAOU,REG,Canala,2991,3029,3620,98.75,82.62,1
CANALA,legislatives_2024,2,,,candidat,Alcide PONGA,DVD,Canala,38,3029,3620,1.25,1.05,2
CANALA,municipales_2020,1,,,liste,UC FLNKS,LREG,Canala,1089,2311,3500,47.12,31.11,1
CANALA,municipales_2020,1,,,liste,XARACUU TAATOA,LREG,Canala,528,2311,3500,22.85,15.09,2
CANALA,municipales_2020,1,,,liste,FEDERATION COMMUNALE DE COMPETENCES AU SERVICE DE L'INNOVATION,LREG,Canala,356,2311,3500,15.4,10.17,3
CANALA,municipales_2020,1,,,liste,MURU XORU CANALA ALTERNATIVE,LDIV,Canala,338,2311,3500,14.63,9.66,4
CANALA,municipales_2026,1,,,liste,Gilbert TYUIENON TEPE AEE CE KANAKY DAAWANI,LREG,Canala,1045,2544,3620,41.08,28.87,1
CANALA,municipales_2026,1,,,liste,Caril BERONON XWAMAABWI ADOPOO,LREG,Canala,672,2544,3620,26.42,18.56,2
CANALA,municipales_2026,1,,,liste,Jean Michel MAYET MURU XORU,LDIV,Canala,461,2544,3620,18.12,12.73,3
CANALA,municipales_2026,1,,,liste,Raymond - Freddy TYUIENON UNI XARACUU ARE,LREG,Canala,366,2544,3620,14.39,10.11,4
CANALA,municipales_2026,2,,,liste,Caril BERONON XARACUU XEBUTU,LREG,Canala,1462,2895,3620,50.5,40.39,1
CANALA,municipales_2026,2,,,liste,Gilbert TYUIENON TEPE AEE CE KANAKY DAAWANI,LREG,Canala,1433,2895,3620,49.5,39.59,2
CANALA,provinciales_2019,,PN,Province Nord,liste,PN_liste_06,,Canala,1232,2077,3384,59.32,36.41,1
CANALA,provinciales_2019,,PN,Province Nord,liste,PN_liste_01,,Canala,686,2077,3384,33.03,20.27,2
CANALA,provinciales_2019,,PN,Province Nord,liste,PN_liste_02,,Canala,60,2077,3384,2.89,1.77,3
CANALA,provinciales_2019,,PN,Province Nord,liste,PN_liste_03,,Canala,44,2077,3384,2.12,1.3,4
CANALA,provinciales_2019,,PN,Province Nord,liste,PN_liste_05,,Canala,29,2077,3384,1.4,0.86,5
CANALA,referendum_2018,,,,choix,oui,,CANALA,2762,2930,3406,94.27,81.09,1
CANALA,referendum_2018,,,,choix,non,,CANALA,168,2930,3406,5.73,4.93,2
CANALA,referendum_2020,,,Province Nord,choix,oui,,Canala,3024,3169,3498,95.42,86.45,1
CANALA,referendum_2020,,,Province Nord,choix,non,,Canala,145,3169,3498,4.58,4.15,2
CANALA,referendum_2021,,,Province Nord,choix,non,,Canala,28,44,3551,63.64,0.79,1
CANALA,referendum_2021,,,Province Nord,choix,oui,,Canala,16,44,3551,36.36,0.45,2
DUMBEA,legislatives_2022,1,,,candidat,Nicolas METZDORF,ENS,Dumbéa,3375,7158,22794,47.15,14.81,1
DUMBEA,legislatives_2022,1,,,candidat,Thierry SANTA,LR,Dumbéa,2157,7158,22794,30.13,9.46,2
DUMBEA,legislatives_2022,1,,,candidat,Gérard REIGNIER,REG,Dumbéa,588,7158,22794,8.21,2.58,3
DUMBEA,legislatives_2022,1,,,candidat,Alain DESCOMBELS,RN,Dumbéa,417,7158,22794,5.83,1.83,4
DUMBEA,legislatives_2022,1,,,candidat,Michèle HOMBOE,DVC,Dumbéa,241,7158,22794,3.37,1.06,5
DUMBEA,legislatives_2022,2,,,candidat,Nicolas METZDORF,ENS,Dumbéa,7934,9768,22794,81.22,34.81,1
DUMBEA,legislatives_2022,2,,,candidat,Gérard REIGNIER,REG,Dumbéa,1834,9768,22794,18.78,8.05,2
DUMBEA,legislatives_2024,1,,,candidat,Alcide PONGA,DVD,Dumbéa,7048,14174,23579,49.72,29.89,1
DUMBEA,legislatives_2024,1,,,candidat,Emmanuel TJIBAOU,REG,Dumbéa,3242,14174,23579,22.87,13.75,2
DUMBEA,legislatives_2024,1,,,candidat,Milakulo TUKUMULI,DVG,Dumbéa,2459,14174,23579,17.35,10.43,3
DUMBEA,legislatives_2024,1,,,candidat,Gérard POADJA,HOR,Dumbéa,1007,14174,23579,7.1,4.27,4
DUMBEA,legislatives_2024,1,,,candidat,Luther VOUDJO,REG,Dumbéa,242,14174,23579,1.71,1.03,5
DUMBEA,legislatives_2024,2,,,candidat,Alcide PONGA,DVD,Dumbéa,10218,16189,23579,63.12,43.34,1
DUMBEA,legislatives_2024,2,,,candidat,Emmanuel TJIBAOU,REG,Dumbéa,5971,16189,23579,36.88,25.32,2
DUMBEA,municipales_2020,1,,,liste,Pour une ville à votre image,LDVD,Dumbéa,4886,9970,21301,49.01,22.94,1
DUMBEA,municipales_2020,1,,,liste,NOTRE DUMBEA LE REVEIL,LDIV,Dumbéa,1908,9970,21301,19.14,8.96,2
DUMBEA,municipales_2020,1,,,liste,GÉNÉRATIONS DUMBEA,LDVC,Dumbéa,1327,9970,21301,13.31,6.23,3
DUMBEA,municipales_2020,1,,,liste,DUMBEA UNE VILLE OCEANIENNE,LDIV,Dumbéa,1080,9970,21301,10.83,5.07,4
DUMBEA,municipales_2020,1,,,liste,DUMBEA AUTREMENT UNE NOUVELLE AMBITION POUR NOTRE VILLE,LDVC,Dumbéa,769,9970,21301,7.71,3.61,5
DUMBEA,municipales_2026,1,,,liste,Cynthia JAN NÉE METZDORF UNIR POUR l'AVENIR,LDVD,Dumbéa,4826,12180,24283,39.62,19.87,1
DUMBEA,municipales_2026,1,,,liste,Yoann LECOURIEUX DUMBEA AVANT TOUT!,LDVD,Dumbéa,2312,12180,24283,18.98,9.52,2
DUMBEA,municipales_2026,1,,,liste,"Rachel AUCHER DUMBEA, AU SERVICE DU PEUPLE",LREG,Dumbéa,1737,12180,24283,14.26,7.15,3
DUMBEA,municipales_2026,1,,,liste,Muriel MALFAR-PAUGA PASSIONNEMENT DUMBEA,LDVD,Dumbéa,1647,12180,24283,13.52,6.78,4
DUMBEA,municipales_2026,1,,,liste,Vaimua MULIAVA DUMBEA COLLECTIF,LDVC,Dumbéa,1337,12180,24283,10.98,5.51,5
DUMBEA,municipales_2026,2,,,liste,Cynthia JAN NÉE METZDORF UNIR POUR l'AVENIR,LDVD,Dumbéa,5955,13136,24283,45.33,24.52,1
DUMBEA,municipales_2026,2,,,liste,Yoann LECOURIEUX DUMBEA AVANTTOUT!,LDVD,Dumbéa,2608,13136,24283,19.85,10.74,2
DUMBEA,municipales_2026,2,,,liste,"Rachel AUCHER DUMBEA, AU SERVICE DU PEUPLE",LREG,Dumbéa,1920,13136,24283,14.62,7.91,3
DUMBEA,municipales_2026,2,,,liste,Muriel MALFAR-PAUGA PASSIONNEMENT DUMBEA,LDVD,Dumbéa,1436,13136,24283,10.93,5.91,4
DUMBEA,municipales_2026,2,,,liste,Vaimua MULIAVA DUMBEA COLLECTIF,LDVC,Dumbéa,1217,13136,24283,9.26,5.01,5
DUMBEA,provinciales_2019,,PS,Province Sud,liste,PS_liste_03,,Dumbéa,3991,10612,15787,37.61,25.28,1
DUMBEA,provinciales_2019,,PS,Province Sud,liste,PS_liste_11,,Dumbéa,2024,10612,15787,19.07,12.82,2
DUMBEA,provinciales_2019,,PS,Province Sud,liste,PS_liste_06,,Dumbéa,1509,10612,15787,14.22,9.56,3
DUMBEA,provinciales_2019,,PS,Province Sud,liste,PS_liste_07,,Dumbéa,1290,10612,15787,12.16,8.17,4
DUMBEA,provinciales_2019,,PS,Province Sud,liste,PS_liste_02,,Dumbéa,465,10612,15787,4.38,2.95,5
DUMBEA,referendum_2018,,,,choix,non,,DUMBEA,10536,13466,16546,78.24,63.68,1
DUMBEA,referendum_2018,,,,choix,oui,,DUMBEA,2930,13466,16546,21.76,17.71,2
DUMBEA,referendum_2020,,,Province Sud,choix,non,,Dumbéa,11250,15262,17759,73.71,63.35,1
DUMBEA,referendum_2020,,,Province Sud,choix,oui,,Dumbéa,4012,15262,17759,26.29,22.59,2
DUMBEA,referendum_2021,,,Province Sud,choix,non,,Dumbéa,10925,11275,18649,96.9,58.58,1
DUMBEA,referendum_2021,,,Province Sud,choix,oui,,Dumbéa,350,11275,18649,3.1,1.88,2
FARINO,legislatives_2022,1,,,candidat,Nicolas METZDORF,ENS,Farino,207,356,668,58.15,30.99,1
FARINO,legislatives_2022,1,,,candidat,Thierry SANTA,LR,Farino,110,356,668,30.9,16.47,2
FARINO,legislatives_2022,1,,,candidat,Alain DESCOMBELS,RN,Farino,13,356,668,3.65,1.95,3
FARINO,legislatives_2022,1,,,candidat,Gérard REIGNIER,REG,Farino,12,356,668,3.37,1.8,4
FARINO,legislatives_2022,1,,,candidat,Michèle HOMBOE,DVC,Farino,9,356,668,2.53,1.35,5
FARINO,legislatives_2022,2,,,candidat,Nicolas METZDORF,ENS,Farino,401,436,668,91.97,60.03,1
FARINO,legislatives_2022,2,,,candidat,Gérard REIGNIER,REG,Farino,35,436,668,8.03,5.24,2
FARINO,legislatives_2024,1,,,candidat,Alcide PONGA,DVD,Farino,319,481,681,66.32,46.84,1
FARINO,legislatives_2024,1,,,candidat,Gérard POADJA,HOR,Farino,69,481,681,14.35,10.13,2
FARINO,legislatives_2024,1,,,candidat,Emmanuel TJIBAOU,REG,Farino,54,481,681,11.23,7.93,3
FARINO,legislatives_2024,1,,,candidat,Milakulo TUKUMULI,DVG,Farino,27,481,681,5.61,3.96,4
FARINO,legislatives_2024,1,,,candidat,Ronald FRERE,REG,Farino,10,481,681,2.08,1.47,5
FARINO,legislatives_2024,2,,,candidat,Alcide PONGA,DVD,Farino,441,554,681,79.6,64.76,1
FARINO,legislatives_2024,2,,,candidat,Emmanuel TJIBAOU,REG,Farino,113,554,681,20.4,16.59,2
FARINO,municipales_2020,1,,,liste,AGISSONS ENSEMBLE POUR FARINO,LNC,Farino,269,512,644,52.54,41.77,1
FARINO,municipales_2020,1,,,liste,GENERATIONS FARINO,LNC,Farino,137,512,644,26.76,21.27,2
FARINO,municipales_2020,1,,,liste,LABEL'LE VERTE,LNC,Farino,106,512,644,20.7,16.46,3
FARINO,municipales_2026,1,,,liste,Luté BARBOU FARINO SOLIDAIRE & ENGAGEE,,Farino,166,559,696,29.7,23.85,1
FARINO,municipales_2026,1,,,liste,Jean-Christophe NIAUTOU AGIR POUR FARINO,,Farino,164,559,696,29.34,23.56,2
FARINO,municipales_2026,1,,,liste,Sandrine KABAR Unis pour Farino,,Farino,153,559,696,27.37,21.98,3
FARINO,municipales_2026,1,,,liste,"Martha AIMOA FARINO, UN NOUVEAU SOUFFLE",,Farino,76,559,696,13.6,10.92,4
FARINO,provinciales_2019,,PS,Province Sud,liste,PS_liste_11,,Farino,195,454,568,42.95,34.33,1
FARINO,provinciales_2019,,PS,Province Sud,liste,PS_liste_03,,Farino,169,454,568,37.22,29.75,2
FARINO,provinciales_2019,,PS,Province Sud,liste,PS_liste_02,,Farino,23,454,568,5.07,4.05,3
FARINO,provinciales_2019,,PS,Province Sud,liste,PS_liste_07,,Farino,20,454,568,4.41,3.52,4
FARINO,provinciales_2019,,PS,Province Sud,liste,PS_liste_10,,Farino,14,454,568,3.08,2.46,5
FARINO,referendum_2018,,,,choix,non,,FARINO,465,512,548,90.82,84.85,1
FARINO,referendum_2018,,,,choix,oui,,FARINO,47,512,548,9.18,8.58,2
FARINO,referendum_2020,,,Province Sud,choix,non,,Farino,479,541,577,88.54,83.02,1
FARINO,referendum_2020,,,Province Sud,choix,oui,,Farino,62,541,577,11.46,10.75,2
FARINO,referendum_2021,,,Province Sud,choix,non,,Farino,473,496,596,95.36,79.36,1
FARINO,referendum_2021,,,Province Sud,choix,oui,,Farino,23,496,596,4.64,3.86,2
HIENGHENE,legislatives_2022,1,,,candidat,Gérard REIGNIER,REG,Hienghène,798,879,2504,90.78,31.87,1
HIENGHENE,legislatives_2022,1,,,candidat,Muneiko HAOCAS,REG,Hienghène,33,879,2504,3.75,1.32,2
HIENGHENE,legislatives_2022,1,,,candidat,Thierry SANTA,LR,Hienghène,21,879,2504,2.39,0.84,3
HIENGHENE,legislatives_2022,1,,,candidat,Alain DESCOMBELS,RN,Hienghène,7,879,2504,0.8,0.28,4
HIENGHENE,legislatives_2022,1,,,candidat,Michèle HOMBOE,DVC,Hienghène,7,879,2504,0.8,0.28,5
HIENGHENE,legislatives_2022,2,,,candidat,Gérard REIGNIER,REG,Hienghène,1279,1308,2504,97.78,51.08,1
HIENGHENE,legislatives_2022,2,,,candidat,Nicolas METZDORF,ENS,Hienghène,29,1308,2504,2.22,1.16,2
HIENGHENE,legislatives_2024,1,,,candidat,Emmanuel TJIBAOU,REG,Hienghène,1771,1831,2500,96.72,70.84,1
HIENGHENE,legislatives_2024,1,,,candidat,Milakulo TUKUMULI,DVG,Hienghène,25,1831,2500,1.37,1,2
HIENGHENE,legislatives_2024,1,,,candidat,Luther VOUDJO,REG,Hienghène,15,1831,2500,0.82,0.6,3
HIENGHENE,legislatives_2024,1,,,candidat,Alcide PONGA,DVD,Hienghène,9,1831,2500,0.49,0.36,4
HIENGHENE,legislatives_2024,1,,,candidat,Ronald FRERE,REG,Hienghène,6,1831,2500,0.33,0.24,5
HIENGHENE,legislatives_2024,2,,,candidat,Emmanuel TJIBAOU,REG,Hienghène,2074,2091,2500,99.19,82.96,1
HIENGHENE,legislatives_2024,2,,,candidat,Alcide PONGA,DVD,Hienghène,17,2091,2500,0.81,0.68,2
HIENGHENE,municipales_2020,1,,,liste,UC FLNKS HYEHEN,LNC,Hienghène,528,1275,2472,41.41,21.36,1
HIENGHENE,municipales_2020,1,,,liste,SOWEI FLNKS HYEEHEN,LNC,Hienghène,420,1275,2472,32.94,16.99,2
HIENGHENE,municipales_2020,1,,,liste,UNE AUTRE VOIE POUR LE DEVELOPPEMENT ET L INNOVATION,LNC,Hienghène,279,1275,2472,21.88,11.29,3
HIENGHENE,municipales_2020,1,,,liste,HIENGHENE AUTREMENT,LNC,Hienghène,48,1275,2472,3.76,1.94,4
HIENGHENE,municipales_2026,1,,,liste,Mireille TJIBAOU VEUVE COUHIA UC HYEHEN,,Hienghène,830,1599,2498,51.91,33.23,1
HIENGHENE,municipales_2026,1,,,liste,Jean-Claude ATHEA SOWEI,,Hienghène,769,1599,2498,48.09,30.78,2
HIENGHENE,provinciales_2019,,PN,Province Nord,liste,PN_liste_06,,Hienghène,858,1520,2404,56.45,35.69,1
HIENGHENE,provinciales_2019,,PN,Province Nord,liste,PN_liste_01,,Hienghène,595,1520,2404,39.14,24.75,2
HIENGHENE,provinciales_2019,,PN,Province Nord,liste,PN_liste_02,,Hienghène,25,1520,2404,1.64,1.04,3
HIENGHENE,provinciales_2019,,PN,Province Nord,liste,PN_liste_03,,Hienghène,17,1520,2404,1.12,0.71,4
HIENGHENE,provinciales_2019,,PN,Province Nord,liste,PN_liste_04,,Hienghène,13,1520,2404,0.86,0.54,5
HIENGHENE,referendum_2018,,,,choix,oui,,HIENGHENE,1933,2040,2390,94.75,80.88,1
HIENGHENE,referendum_2018,,,,choix,non,,HIENGHENE,107,2040,2390,5.25,4.48,2
HIENGHENE,referendum_2020,,,Province Nord,choix,oui,,Hienghène,2160,2244,2469,96.26,87.48,1
HIENGHENE,referendum_2020,,,Province Nord,choix,non,,Hienghène,84,2244,2469,3.74,3.4,2
HIENGHENE,referendum_2021,,,Province Nord,choix,non,,Hienghène,14,23,2479,60.87,0.56,1
HIENGHENE,referendum_2021,,,Province Nord,choix,oui,,Hienghène,9,23,2479,39.13,0.36,2
HOUAILOU,legislatives_2022,1,,,candidat,Gérard REIGNIER,REG,Houailou,638,870,3752,73.33,17,1
HOUAILOU,legislatives_2022,1,,,candidat,Thierry SANTA,LR,Houailou,78,870,3752,8.97,2.08,2
HOUAILOU,legislatives_2022,1,,,candidat,Muneiko HAOCAS,REG,Houailou,72,870,3752,8.28,1.92,3
HOUAILOU,legislatives_2022,1,,,candidat,Nicolas METZDORF,ENS,Houailou,43,870,3752,4.94,1.15,4
HOUAILOU,legislatives_2022,1,,,candidat,Michèle HOMBOE,DVC,Houailou,25,870,3752,2.87,0.67,5
HOUAILOU,legislatives_2022,2,,,candidat,Gérard REIGNIER,REG,Houailou,1536,1702,3752,90.25,40.94,1
HOUAILOU,legislatives_2022,2,,,candidat,Nicolas METZDORF,ENS,Houailou,166,1702,3752,9.75,4.42,2
HOUAILOU,legislatives_2024,1,,,candidat,Alcide PONGA,DVD,Houaïlou,0,0,3766,,0,1
HOUAILOU,legislatives_2024,1,,,candidat,Emmanuel TJIBAOU,REG,Houaïlou,0,0,3766,,0,2
HOUAILOU,legislatives_2024,1,,,candidat,Gérard POADJA,HOR,Houaïlou,0,0,3766,,0,3
HOUAILOU,legislatives_2024,1,,,candidat,Luther VOUDJO,REG,Houaïlou,0,0,3766,,0,4
HOUAILOU,legislatives_2024,1,,,candidat,Milakulo TUKUMULI,DVG,Houaïlou,0,0,3766,,0,5
HOUAILOU,legislatives_2024,2,,,candidat,Emmanuel TJIBAOU,REG,Houaïlou,2528,2656,3768,95.18,67.09,1
HOUAILOU,legislatives_2024,2,,,candidat,Alcide PONGA,DVD,Houaïlou,128,2656,3768,4.82,3.4,2
HOUAILOU,municipales_2020,1,,,liste,LISTE UNITAIRE NATIONALISTE FLNKS,LREG,Houailou,1244,2181,3723,57.04,33.41,1
HOUAILOU,municipales_2020,1,,,liste,UNION POUR L'INDEPENDANCE,LREG,Houailou,543,2181,3723,24.9,14.59,2
HOUAILOU,municipales_2020,1,,,liste,WAA WILUU 2020  POUR UN CHANGEMENT DURABLE,LDIV,Houailou,394,2181,3723,18.07,10.58,3
HOUAILOU,municipales_2026,1,,,liste,Pascal SAWA LISTE UNITAIRE NATIONALISTE FLNKS (UC - UPM - PT),LREG,Houaïlou,1084,2187,3713,49.57,29.19,1
HOUAILOU,municipales_2026,1,,,liste,Jean Luc Louka MAHE UNI WAA WI LUU,LREG,Houaïlou,340,2187,3713,15.55,9.16,2
HOUAILOU,municipales_2026,1,,,liste,Angie - Singride BOEHE ERE MA WAA,LDIV,Houaïlou,336,2187,3713,15.36,9.05,3
HOUAILOU,municipales_2026,1,,,liste,Maurice WATANABÉ WAWILU 2026 POUR LE CHANGEMENT,LDVD,Houaïlou,255,2187,3713,11.66,6.87,4
HOUAILOU,municipales_2026,1,,,liste,Nadège MINDIA GERE GUNIMA MA VI TA BE VEKI WAAWIILII,LDIV,Houaïlou,172,2187,3713,7.86,4.63,5
HOUAILOU,municipales_2026,2,,,liste,Pascal SAWA LISTE UNITAIRE NATIONALISTE FLNKS(UC - UPM - PT),LREG,Houaïlou,1435,2420,3713,59.3,38.65,1
HOUAILOU,municipales_2026,2,,,liste,Angie - Singride BOEHE ERE MA WAA,LDIV,Houaïlou,462,2420,3713,19.09,12.44,2
HOUAILOU,municipales_2026,2,,,liste,Jean LucLouka MAHE UNI WAA WILUU,LREG,Houaïlou,317,2420,3713,13.1,8.54,3
HOUAILOU,municipales_2026,2,,,liste,Maurice WATANABÉ WAWILU 2026 POUR LE CHANGEMENT,LDVD,Houaïlou,206,2420,3713,8.51,5.55,4
HOUAILOU,provinciales_2019,,PN,Province Nord,liste,PN_liste_06,,Houailou,820,2031,3579,40.37,22.91,1
HOUAILOU,provinciales_2019,,PN,Province Nord,liste,PN_liste_01,,Houailou,759,2031,3579,37.37,21.21,2
HOUAILOU,provinciales_2019,,PN,Province Nord,liste,PN_liste_02,,Houailou,168,2031,3579,8.27,4.69,3
HOUAILOU,provinciales_2019,,PN,Province Nord,liste,PN_liste_04,,Houailou,136,2031,3579,6.7,3.8,4
HOUAILOU,provinciales_2019,,PN,Province Nord,liste,PN_liste_03,,Houailou,99,2031,3579,4.87,2.77,5
HOUAILOU,referendum_2018,,,,choix,oui,,HOUAILOU,2434,2901,3578,83.9,68.03,1
HOUAILOU,referendum_2018,,,,choix,non,,HOUAILOU,467,2901,3578,16.1,13.05,2
HOUAILOU,referendum_2020,,,Province Nord,choix,oui,,Houaïlou,2783,3183,3688,87.43,75.46,1
HOUAILOU,referendum_2020,,,Province Nord,choix,non,,Houaïlou,400,3183,3688,12.57,10.85,2
HOUAILOU,referendum_2021,,,Province Nord,choix,non,,Houaïlou,195,238,3710,81.93,5.26,1
HOUAILOU,referendum_2021,,,Province Nord,choix,oui,,Houaïlou,43,238,3710,18.07,1.16,2
ILEDESPINS,legislatives_2022,1,,,candidat,Walisaune WAHETRA,REG,Ile des Pins,248,450,1842,55.11,13.46,1
ILEDESPINS,legislatives_2022,1,,,candidat,Virginie RUFFENACH,LR,Ile des Pins,101,450,1842,22.44,5.48,2
ILEDESPINS,legislatives_2022,1,,,candidat,Philippe DUNOYER,ENS,Ile des Pins,59,450,1842,13.11,3.2,3
ILEDESPINS,legislatives_2022,1,,,candidat,Joël KASARHEROU,DVC,Ile des Pins,18,450,1842,4,0.98,4
ILEDESPINS,legislatives_2022,1,,,candidat,Pascal LAFLEUR,DVD,Ile des Pins,12,450,1842,2.67,0.65,5
ILEDESPINS,legislatives_2022,2,,,candidat,Walisaune WAHETRA,REG,Ile des Pins,462,630,1842,73.33,25.08,1
ILEDESPINS,legislatives_2022,2,,,candidat,Philippe DUNOYER,ENS,Ile des Pins,168,630,1842,26.67,9.12,2
ILEDESPINS,legislatives_2024,1,,,candidat,Omayra Lisa Meun NAISSELINE,REG,L'Ile-des-Pins,893,1183,1847,75.49,48.35,1
ILEDESPINS,legislatives_2024,1,,,candidat,Nicolas METZDORF,DVD,L'Ile-des-Pins,90,1183,1847,7.61,4.87,2
ILEDESPINS,legislatives_2024,1,,,candidat,Philippe DUNOYER,HOR,L'Ile-des-Pins,76,1183,1847,6.42,4.11,3
ILEDESPINS,legislatives_2024,1,,,candidat,Muneiko HAOCAS,REG,L'Ile-des-Pins,51,1183,1847,4.31,2.76,4
ILEDESPINS,legislatives_2024,1,,,candidat,Veylma FALAEO,DVG,L'Ile-des-Pins,50,1183,1847,4.23,2.71,5
ILEDESPINS,legislatives_2024,2,,,candidat,Omayra Lisa Meun NAISSELINE,REG,L'Ile-des-Pins,1268,1432,1846,88.55,68.69,1
ILEDESPINS,legislatives_2024,2,,,candidat,Nicolas METZDORF,DVD,L'Ile-des-Pins,164,1432,1846,11.45,8.88,2
ILEDESPINS,municipales_2020,1,,,liste,Les Républicains-Kunié,LNC,Ile des Pins,399,1230,1786,32.44,22.34,1
ILEDESPINS,municipales_2020,1,,,liste,UC FLNKS,LNC,Ile des Pins,363,1230,1786,29.51,20.32,2
ILEDESPINS,municipales_2020,1,,,liste,FLNKS,LNC,Ile des Pins,278,1230,1786,22.6,15.57,3
ILEDESPINS,municipales_2020,1,,,liste,Sur les traces de l'excellence,LNC,Ile des Pins,101,1230,1786,8.21,5.66,4
ILEDESPINS,municipales_2020,1,,,liste,CALEDONIE ENSEMBLE,LNC,Ile des Pins,89,1230,1786,7.24,4.98,5
ILEDESPINS,municipales_2026,1,,,liste,Daniel Patrick KOUATHE FLNKS KWENYII,,L'Ile-des-Pins,380,1281,1868,29.66,20.34,1
ILEDESPINS,municipales_2026,1,,,liste,Regis Wadieme VENDEGOU KWENYII UNI,,L'Ile-des-Pins,296,1281,1868,23.11,15.85,2
ILEDESPINS,municipales_2026,1,,,liste,Guillaume KOUATHE KUNIE ENTENTE COMMUNALE,,L'Ile-des-Pins,257,1281,1868,20.06,13.76,3
