election,tour,province,code_departement,code_commune,commune,commune_norm,code_bv,inscrits,votants,abstentions,exprimes,blancs,nuls,bureau_nom,bureau_nom_norm,match_score,etablissement_nom,etablissement_adresse,etablissement_theme1,etablissement_theme2,etablissement_theme3,longitude,latitude,geo_source,iris_id,iris_codgeo,iris_libgeo,choix,voix,pct_exprimes,pct_inscrits
referendum_2018,,,988,98824,POUEBO,POUEBO,0002,542,415,127,412,0,3,Saint Denis Ballade,SAINT DENIS BALLADE,0.973,St Denis,Pouébo,LIEU_DIT_NC,TRIBU,,164.49963895578423,-20.310000557096696,tribus_villages_nc,109,2401,Pouébo village - St Ferdinand - St Louis,oui,371,90.05,68.45
referendum_2018,,,988,98824,POUEBO,POUEBO,0003,395,326,69,325,0,1,Yambé,YAMBE,1,Yambé,Pouébo,LIEU_DIT_NC,TRIBU,Yabé,164.658766232452,-20.439464504971355,tribus_villages_nc,110,2402,Tchamboéne - Diahoué - Colnett,oui,314,96.62,79.49
referendum_2018,,,988,98825,POUEMBOUT,POUEMBOUT,0001,1095,967,128,953,8,6,Mairie,MAIRIE,0.98,Mairie de Pouembout,302 AVENUE DE POUEMBOUT,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Pouembout,164.901099514933,-21.1214333298182,etablissements_publics_nc,112,2501,Pouembout village,oui,334,35.05,30.5
referendum_2018,,,988,98826,POUM,POUM,0003,385,287,98,286,1,0,École catholique d’Arama,ECOLE CATHOLIQUE D ARAMA,0.95,Arama,Poum,LIEU_DIT_NC,LDH,Aramwâ,164.20258021961365,-20.252916819670393,tribus_villages_nc,115,2603,Bouarou - Pangai - Narai,oui,254,88.81,65.97
referendum_2018,,,988,98829,THIO,THIO,0002,564,490,74,488,0,2,Mairie,MAIRIE,0.7,THIO,Thio,LIEU_DIT_NC,VILLE,Cö,166.21553174553168,-21.610374938390603,tribus_villages_nc,120,2901,Thio village,oui,442,90.57,78.37
referendum_2018,,,988,98830,TOUHO,TOUHO,0002,226,187,39,184,2,1,Tiouandé,TIOUANDE,1,Tiouandé,Touho,LIEU_DIT_NC,TRIBU,Tewaade,165.04706639545026,-20.742192862631615,tribus_villages_nc,123,3003,Tiouandé - Ouanache - Congouma - Paola,oui,157,85.33,69.47
referendum_2018,,,988,98830,TOUHO,TOUHO,0003,302,268,34,266,0,2,Kokingone,KOKINGONE,1,Kokingone,Touho,LIEU_DIT_NC,TRIBU,Ko cèï goon,165.25551905392797,-20.85522530725118,tribus_villages_nc,124,3004,Koe - Kokingone - Tiwaka - Pombéi,oui,239,89.85,79.14
referendum_2018,,,988,98831,VOH,VOH,0003,47,45,2,45,0,0,Ouengo,OUENGO,1,Ouango - Pouépaï,Voh,LIEU_DIT_NC,TRIBU,Hwaago,164.74217311646055,-20.784454291123556,tribus_villages_nc,130,3103,Témala,oui,45,100,95.74
referendum_2018,,,988,98803,BOURAIL,BOURAIL,0004,821,737,84,727,5,5,École Les Lys d’Eau,ECOLE LYS D EAU,0.85,Ecole primaire Les Lys d'Eau,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.49748641875,-21.5730483252455,etablissements_publics_nc,125,301,Bourail village,oui,112,15.41,13.64
referendum_2018,,,988,98804,CANALA,CANALA,0005,735,639,96,633,4,2,Gélima,GELIMA,1,Gélima,Canala,LIEU_DIT_NC,TRIBU,Jari Mwâ,165.98151543430086,-21.534392845846163,tribus_villages_nc,137,403,Gélima - Nakéty,oui,617,97.47,83.95
referendum_2018,,,988,98805,DUMBEA,DUMBEA,0004,1042,864,178,838,16,10,Ecole primaire Mainguet 1,ECOLE PRIMAIRE MAINGUET,0.952,Ecole primaire Jack Mainguet,73 RUE JEAN FRANCOIS LAPEROUSE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.474584305922,-22.2148395317313,etablissements_publics_nc,138,501,Coeur de ville urbain,oui,144,17.18,13.82
referendum_2018,,,988,98810,KAALA-GOMEN,KAALAGOMEN,0005,131,115,16,115,0,0,Maison Baoui,MAISON BAOUI,0.75,Maison commune de Baoui,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Maison de jeune et maison de quartier,164.463552597488,-20.6891303658536,etablissements_publics_nc,1,1001,Kaala Gomen village et littoral,oui,105,91.3,80.15
referendum_2018,,,988,98811,KONE,KONE,0010,211,189,22,185,0,4,Noëlly,NOELLY,0.93,Ecole maternelle publique de Noelly,Route de l'ECOLE de NOELI,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,164.947538773364,-21.0048750710989,etablissements_publics_nc,7,1107,Poindah - Noelly - Néami - Netchaot,oui,176,95.14,83.41
referendum_2018,,,988,98813,LA FOA,LAFOA,0001,853,771,82,752,8,11,Centre socio-culturel,CENTRE SOCIO CULTUREL,,,,,,,165.82495689060195,-21.708500844468237,arrete_manual_tribus,12,1301,La Foa village,oui,172,22.87,20.16
referendum_2018,,,988,98813,LA FOA,LAFOA,0002,671,610,61,603,2,5,Centre socio-culturel,CENTRE SOCIO CULTUREL,,,,,,,165.82495689060195,-21.708500844468237,arrete_manual_tribus,12,1301,La Foa village,oui,259,42.95,38.6
referendum_2018,,,988,98814,LIFOU,LIFOU,0010,271,183,88,180,1,2,Siloam,SILOAM,1,Siloam,Lifou,LIEU_DIT_NC,TRIBU,,167.10495154784974,-20.76013449602238,tribus_villages_nc,16,1403,Wet,oui,156,86.67,57.56
referendum_2018,,,988,98815,MARE,MARE,0003,366,183,183,183,0,0,Tenane,TENANE,1,Tenan,Maré,LIEU_DIT_NC,TRIBU,,167.89430877263374,-21.40460074703544,tribus_villages_nc,17,1501,Guahma,oui,153,83.61,41.8
referendum_2018,,,988,98815,MARE,MARE,0006,737,429,308,427,0,2,Penelo,PENELO,1,Penelo,Maré,LIEU_DIT_NC,TRIBU,,168.08945780342214,-21.571088655754444,tribus_villages_nc,19,1503,Tadine Pénélo,oui,386,90.4,52.37
referendum_2018,,,988,98815,MARE,MARE,0011,285,101,184,98,2,1,Roh,ROH,0.95,Ro,Maré,LIEU_DIT_NC,TRIBU,,167.86202487687797,-21.39242632802858,tribus_villages_nc,17,1501,Guahma,oui,69,70.41,24.21
referendum_2018,,,988,98815,MARE,MARE,0014,832,768,64,766,0,2,Tuho,TUHO,1,Tuho,Maré,LIEU_DIT_NC,TRIBU,Tuo,167.89428156445027,-21.49517949257516,tribus_villages_nc,17,1501,Guahma,oui,645,84.2,77.52
referendum_2018,,,988,98817,MONT-DORE,MONTDORE,0009,911,746,165,723,6,17,Mairie annexe de Plum 1,MAIRIE ANNEXE PLUM,0.782,Mairie annexe du Mont-Dore,9048 LA CORNICHE DU MONT DORE,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Mont-Dore,166.623268718041,-22.2730906933136,etablissements_publics_nc,34,1714,Plum,oui,200,27.66,21.95
referendum_2018,,,988,98817,MONT-DORE,MONTDORE,0010,843,703,140,685,12,6,École La Rizière 2,ECOLE RIZIERE,0.734,Ecole primaire La Rizière,89 RUE DU VIEUX PONT,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.573975497183,-22.2332233282141,etablissements_publics_nc,30,1710,La Coulée Nord,oui,200,29.2,23.72
referendum_2018,,,988,98817,MONT-DORE,MONTDORE,0016,1005,881,124,855,11,15,École Saint-Joseph de CLUNY,ECOLE SAINT JOSEPH CLUNY,0.83,Communauté Saint Joseph de CLUNY,483 RUE CHARLES FRANCOIS BEAUTEMPS BEAUPRE,CULTE,Culte,Chapelle paroisse et centre religieux,166.499920601202,-22.2239776205159,etablissements_publics_nc,24,1704,La Conception,oui,317,37.08,31.54
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0002,1037,671,366,664,4,3,Mairie 2,MAIRIE,0.93,Hôtel de Ville de Nouméa,16 RUE DU GENERAL MANGIN,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Nouméa,166.439401925184,-22.2714056104229,etablissements_publics_nc,58,1822,Centre ville,oui,267,40.21,25.75
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0005,677,606,71,604,1,1,École Yvonne DUPONT 1,ECOLE YVONNE DUPONT,0.98,Parc école Yvonne DUPONT,2 RUE MARCELLIN LACABANNE,PARC ESPACE PUBLIC ET LOISIR,Parcs et espaces verts,Parc,166.442173657352,-22.2926748814035,etablissements_publics_nc,42,1806,Motor Pool - Receiving,oui,26,4.3,3.84
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0010,701,621,80,618,0,3,École Jean MERMOUD 1,ECOLE JEAN MERMOUD,0.85,Ecole Jean MERMOUD,19 RUE MICHEL KAUMA,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.454827725543,-22.2956844604928,etablissements_publics_nc,43,1807,N'Géa,oui,29,4.69,4.14
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0014,670,549,121,546,1,2,École Paul BOYER 1,ECOLE PAUL BOYER,0.812,Ecole Paul BOYER,10 RUE BOUGAINVILLE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Groupe scolaire,166.452482969153,-22.2781620536236,etablissements_publics_nc,47,1811,Faubourg Blanchot,oui,49,8.97,7.31
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0019,847,649,198,644,4,1,École Emily PANNE 2,ECOLE EMILY PANNE,0.841,Ecole Emily PANNE,115 RUE AUGUSTE BENEBIG,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.454860512437,-22.2689261325801,etablissements_publics_nc,56,1820,Vallée des Colons Nord Est,oui,102,15.84,12.04
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0038,1067,881,186,871,4,6,École Mauricette DEVAMBEZ 2,ECOLE MAURICETTE DEVAMBEZ,0.627,Ecole Michel AMIOT,12 RUE DE PRONY,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.468616034294,-22.2680303864914,etablissements_publics_nc,53,1817,Magenta Est,oui,202,23.19,18.93
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0043,1672,1169,503,1136,17,16,École Daniel TALON,ECOLE DANIEL TALON,0.8,Ecole Daniel TALON,5 RUE PIERRE ISSAMATRO,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.429735177846,-22.2343498153878,etablissements_publics_nc,79,1843,Logicoop,oui,441,38.82,26.38
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0050,1346,1010,336,987,13,10,École Albert PERRAUD,ECOLE ALBERT PERRAUD,0.866,Ecole Albert PERRAUD,1 RUE HENRI BAUDOEUF,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.467888234029,-22.2619636836771,etablissements_publics_nc,63,1827,Aérodrome Sud,oui,417,42.25,30.98
referendum_2018,,,988,98820,OUVEA,OUVEA,0002,758,368,390,359,2,7,Fayaoué,FAYAOUE,1,Fayaoué,Ouvéa,LIEU_DIT_NC,TRIBU,Fajawe,166.5351802059145,-20.652759156712985,tribus_villages_nc,86,2002,Fayaoué,oui,274,76.32,36.15
referendum_2018,,,988,98821,PAITA,PAITA,0006,747,639,108,634,5,0,Mairie,MAIRIE,0.98,Mairie de Païta,,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Païta,166.361658608639,-22.1291986951984,etablissements_publics_nc,91,2101,Paita centre,oui,331,52.21,44.31
referendum_2018,,,988,98803,BOURAIL,BOURAIL,0005,847,764,83,751,4,9,École Louise Michel,ECOLE LOUISE MICHEL,0.859,Ecole primaire Louise Michel,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.497379452405,-21.57045570157,etablissements_publics_nc,125,301,Bourail village,oui,152,20.24,17.95
referendum_2018,,,988,98807,HIENGHENE,HIENGHENE,0004,100,82,18,81,0,1,Haut-Coulna,HAUT COULNA,1,Haut-Coulna,Hienghène,LIEU_DIT_NC,TRIBU,Paana,164.7358564404401,-20.63480876362534,tribus_villages_nc,156,704,Tiendanite Ouayaguette,oui,79,97.53,79
referendum_2018,,,988,98807,HIENGHENE,HIENGHENE,0005,178,144,34,144,0,0,Ouayaguette,OUAYAGUETTE,1,Ouayaguette,Hienghène,LIEU_DIT_NC,TRIBU,Wébia,164.6835205195477,-20.659220188803257,tribus_villages_nc,156,704,Tiendanite Ouayaguette,oui,128,88.89,71.91
referendum_2018,,,988,98807,HIENGHENE,HIENGHENE,0010,286,250,36,247,2,1,Léwarap,LEWARAP,1,Lewarap,Hienghène,LIEU_DIT_NC,TRIBU,Wérap,164.92837654735197,-20.722390044785012,tribus_villages_nc,155,701,Hienghéne littoral,oui,233,94.33,81.47
referendum_2018,,,988,98833,KOUAOUA,KOUAOUA,0004,167,138,29,135,3,0,Méa-Mébara,MEA MEBARA,1,Méa Mébara,Kouaoua,LIEU_DIT_NC,TRIBU,,165.78859040310297,-21.469132110021317,tribus_villages_nc,135,3302,Méa Mébara - Ouérou Pimet,oui,101,74.81,60.48
referendum_2018,,,988,98814,LIFOU,LIFOU,0006,537,282,255,281,1,0,Hmelek,HMELEK,1,Hmelek,Lifou,LIEU_DIT_NC,TRIBU,,167.28575148149378,-21.047986298100245,tribus_villages_nc,15,1402,Lössi,oui,211,75.09,39.29
referendum_2018,,,988,98814,LIFOU,LIFOU,0021,259,118,141,117,0,1,Tingeting,TINGETING,1,Tingeting,Lifou,LIEU_DIT_NC,TRIBU,,167.26667509635985,-20.741613827760364,tribus_villages_nc,16,1403,Wet,oui,70,59.83,27.03
referendum_2018,,,988,98814,LIFOU,LIFOU,0026,155,96,59,95,0,1,Kirinata,KIRINATA,1,Kirinata,Lifou,LIEU_DIT_NC,TRIBU,,167.24979496278135,-20.81569061412791,tribus_villages_nc,16,1403,Wet,oui,86,90.53,55.48
referendum_2018,,,988,98817,MONT-DORE,MONTDORE,0005,1063,872,191,859,6,7,École La Rizière 1,ECOLE RIZIERE,0.734,Ecole primaire La Rizière,89 RUE DU VIEUX PONT,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.573975497183,-22.2332233282141,etablissements_publics_nc,30,1710,La Coulée Nord,oui,734,85.45,69.05
referendum_2018,,,988,98817,MONT-DORE,MONTDORE,0017,785,652,133,644,1,7,École primaire Louis Henri GALINIE 2,ECOLE PRIMAIRE LOUIS HENRI GALINIE,0.923,Ecole primaire Louis Henri Galinié,1133 RUE DES TROIS BANIANS,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.512755378687,-22.2163077194956,etablissements_publics_nc,25,1705,Robinson Nord,oui,84,13.04,10.7
referendum_2018,,,988,98817,MONT-DORE,MONTDORE,0021,612,476,136,455,12,9,École La Rizière 3,ECOLE RIZIERE,0.734,Ecole primaire La Rizière,89 RUE DU VIEUX PONT,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.573975497183,-22.2332233282141,etablissements_publics_nc,30,1710,La Coulée Nord,oui,151,33.19,24.67
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0003,663,526,137,523,1,2,École Frédéric SURLEAU,ECOLE FREDERIC SURLEAU,0.836,Ecole Frédéric SURLEAU,5 RUE FREDERIC SURLEAU,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.446180272936,-22.2732842135737,etablissements_publics_nc,58,1822,Centre ville,oui,82,15.68,12.37
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0021,795,693,102,688,4,1,École Marie HAVET 1,ECOLE MARIE HAVET,0.841,Ecole Marie HAVET,231 RUE ARNOLD DALY,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.471138313555,-22.2828880563017,etablissements_publics_nc,54,1818,Ouémo,oui,42,6.1,5.28
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0029,992,664,328,646,11,7,École Gustave MOUCHET 2,ECOLE GUSTAVE MOUCHET,0.874,Ecole Gustave MOUCHET,8 RUE DES FRERES CHARPENTIER,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.454414703061,-22.2504501881193,etablissements_publics_nc,64,1828,Portes de Fer - Nord,oui,283,43.81,28.53
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0030,1074,886,188,872,8,6,École Mathilde BROQUET 1,ECOLE MATHILDE BROQUET,0.836,Ecole Mathilde BROQUET,24 RUE PIERRE ARTIGUE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.467549840387,-22.256293239868,etablissements_publics_nc,63,1827,Aérodrome Sud,oui,197,22.59,18.34
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0037,1254,899,355,882,6,11,École Mauricette DEVAMBEZ 1,ECOLE MAURICETTE DEVAMBEZ,0.627,Ecole Michel AMIOT,12 RUE DE PRONY,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.468616034294,-22.2680303864914,etablissements_publics_nc,53,1817,Magenta Est,oui,407,46.15,32.46
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0039,785,575,210,560,15,0,École Adrienne LOMONT 1,ECOLE ADRIENNE LOMONT,0.874,Ecole Adrienne LOMONT,10B RUE DU MARECHAL LYAUTEY,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.484157216578,-22.2206462260252,etablissements_publics_nc,76,1840,Normandie Nord,oui,196,35,24.97
referendum_2018,,,988,98818,NOUMEA,NOUMEA,0047,720,620,100,615,3,2,École Paul BOYER 2,ECOLE PAUL BOYER,0.812,Ecole Paul BOYER,10 RUE BOUGAINVILLE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Groupe scolaire,166.452482969153,-22.2781620536236,etablissements_publics_nc,47,1811,Faubourg Blanchot,oui,29,4.72,4.03
