election,tour,province_code,province,code_departement,code_commune,commune,commune_norm,code_bv,inscrits,votants,abstentions,exprimes,blancs,nuls,bureau_nom,bureau_nom_norm,match_score,etablissement_nom,etablissement_adresse,etablissement_theme1,etablissement_theme2,etablissement_theme3,longitude,latitude,geo_source,iris_id,iris_codgeo,iris_libgeo
municipales_2020,1,,,988,98804,Canala,CANALA,0006,296,188,108,184,1,3,Mérénémé,MERENEME,1,Mérénémé,Canala,LIEU_DIT_NC,TRIBU,,165.92818615112122,-21.514857403632252,tribus_villages_nc,136,401,Canala village
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0001,1104,537,567,530,4,3,Hôtel de Ville 1,MAIRIE,0.93,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0002,818,393,425,388,4,1,Hôtel de ville 2,MAIRIE,0.93,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0003,938,391,547,378,9,4,Hôtel de ville 3,MAIRIE,0.93,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0004,938,404,534,390,10,4,Ecole primaire Mainguet 1,ECOLE PRIMAIRE MAINGUET,0.952,Ecole primaire Jack Mainguet,73 RUE JEAN FRANCOIS LAPEROUSE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.474584305922,-22.2148395317313,etablissements_publics_nc,138,501,Coeur de ville urbain
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0005,901,362,539,356,2,4,Ecole primaire Mainguet 2,ECOLE PRIMAIRE MAINGUET,0.952,Ecole primaire Jack Mainguet,73 RUE JEAN FRANCOIS LAPEROUSE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.474584305922,-22.2148395317313,etablissements_publics_nc,138,501,Coeur de ville urbain
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0006,920,445,475,436,4,5,Maison de la jeunesse 1,MAISON JEUNESSE,1,Maison de la jeunesse,26 AVENUE D'AUTEUIL,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Centre culturel maison culturelle et centre d'art,166.474913290828,-22.2056811434969,etablissements_publics_nc,144,507,Jacarandas II
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0007,891,451,440,435,13,3,Maison de la jeunesse 2,MAISON JEUNESSE,1,Maison de la jeunesse,26 AVENUE D'AUTEUIL,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Centre culturel maison culturelle et centre d'art,166.474913290828,-22.2056811434969,etablissements_publics_nc,144,507,Jacarandas II
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0008,885,422,463,414,5,3,Centre culturel de Dumbéa 1,CENTRE CULTUREL DUMBEA,1,Centre culturel de Dumbéa,56 AVENUE D'AUTEUIL,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Centre culturel maison culturelle et centre d'art,166.474126141924,-22.2081759337081,etablissements_publics_nc,140,503,Koutio Secal
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0009,992,497,495,486,10,1,Centre culturel de Dumbéa 2,CENTRE CULTUREL DUMBEA,1,Centre culturel de Dumbéa,56 AVENUE D'AUTEUIL,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Centre culturel maison culturelle et centre d'art,166.474126141924,-22.2081759337081,etablissements_publics_nc,140,503,Koutio Secal
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0010,834,376,458,363,10,3,Centre culturel de Dumbéa 3,CENTRE CULTUREL DUMBEA,1,Centre culturel de Dumbéa,56 AVENUE D'AUTEUIL,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Centre culturel maison culturelle et centre d'art,166.474126141924,-22.2081759337081,etablissements_publics_nc,140,503,Koutio Secal
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0011,846,360,486,351,9,0,Ecole primaire Gustave Clain 1,ECOLE PRIMAIRE GUSTAVE CLAIN,0.897,Ecole élémentaire Gustave Clain,49 RUE JACQUES MONOD,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.460870510376,-22.2089353285944,etablissements_publics_nc,141,504,Koutio érudits
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0012,918,407,511,396,7,4,Ecole primaire Gustave Clain 2,ECOLE PRIMAIRE GUSTAVE CLAIN,0.897,Ecole élémentaire Gustave Clain,49 RUE JACQUES MONOD,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.460870510376,-22.2089353285944,etablissements_publics_nc,141,504,Koutio érudits
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0013,785,405,380,393,11,1,Ecole maternelle l'Oasis 1,ECOLE MATERNELLE L OASIS,0.729,Ecole maternelle L'Oasis,39 RUE JACQUES MONOD,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,166.461460951246,-22.2085634346196,etablissements_publics_nc,141,504,Koutio érudits
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0014,772,336,436,327,5,4,Ecole maternelle l'Oasis 2,ECOLE MATERNELLE L OASIS,0.729,Ecole maternelle L'Oasis,39 RUE JACQUES MONOD,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,166.461460951246,-22.2085634346196,etablissements_publics_nc,141,504,Koutio érudits
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0015,935,500,435,480,16,4,Groupe scolaire Michelle Delacharlerie-Rolly 1,GROUPE SCOLAIRE MICHELLE DELACHARLERIE ROLLY,1,Groupe scolaire Michelle Delacharlerie-Rolly,103 BOULEVARD DU RAIL CALEDONIEN,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Groupe scolaire,166.445998676866,-22.2013803961715,etablissements_publics_nc,147,510,Dumbéa/mer Ouest
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0016,843,372,471,367,3,2,Groupe scolaire Michelle Delacharlerie-Rolly 2,GROUPE SCOLAIRE MICHELLE DELACHARLERIE ROLLY,1,Groupe scolaire Michelle Delacharlerie-Rolly,103 BOULEVARD DU RAIL CALEDONIEN,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Groupe scolaire,166.445998676866,-22.2013803961715,etablissements_publics_nc,147,510,Dumbéa/mer Ouest
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0017,866,387,479,377,4,6,Groupe scolaire Renée Fong 1,GROUPE SCOLAIRE RENEE FONG,1,Groupe scolaire Renée FONG,2 BIS ALLEE JEAN-LOUIS MARIE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Groupe scolaire,166.44418672502,-22.192372203396,etablissements_publics_nc,148,511,Dumbea/mer Est - Plaine Adam
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0018,975,475,500,457,14,4,Groupe scolaire Renée Fong 2,GROUPE SCOLAIRE RENEE FONG,1,Groupe scolaire Renée FONG,2 BIS ALLEE JEAN-LOUIS MARIE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Groupe scolaire,166.44418672502,-22.192372203396,etablissements_publics_nc,148,511,Dumbea/mer Est - Plaine Adam
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0019,822,397,425,390,6,1,Mairie du Nord 1,MAIRIE NORD,0.98,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0020,815,428,387,419,4,5,Mairie du Nord 2,MAIRIE NORD,0.98,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0021,797,432,365,424,6,2,Mairie du Nord 3,MAIRIE NORD,0.98,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0022,946,527,419,509,15,3,Ecole primaire Paul Duboisé 1,ECOLE PRIMAIRE PAUL DUBOISE,0.892,Ecole élémentaire Paul Duboise,42 RUE DE L'ENTREE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.434846490836,-22.1399347171588,etablissements_publics_nc,152,515,Katiramona Sud
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0023,844,472,372,451,13,8,Ecole primaire Paul Duboisé 2,ECOLE PRIMAIRE PAUL DUBOISE,0.892,Ecole élémentaire Paul Duboise,42 RUE DE L'ENTREE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.434846490836,-22.1399347171588,etablissements_publics_nc,152,515,Katiramona Sud
municipales_2020,1,,,988,98805,Dumbéa,DUMBEA,0024,916,461,455,453,4,4,Ecole maternelle les Colibris,ECOLE MATERNELLE COLIBRIS,0.741,Ecole maternelle Les Colibris,42 RUE DE L'ENTREE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,166.436047169124,-22.1394710088392,etablissements_publics_nc,152,515,Katiramona Sud
municipales_2020,1,,,988,98806,Farino,FARINO,0001,644,526,118,512,8,6,Mairie,MAIRIE,0.7,FARINO,Farino,LIEU_DIT_NC,VILLE,Farinö,165.77595416144513,-21.666848976720875,tribus_villages_nc,154,601,Farino
municipales_2020,1,,,988,98807,Hienghène,HIENGHENE,0001,571,271,300,265,3,3,Mairie,MAIRIE,0.7,HIENGHENE,Hienghène,LIEU_DIT_NC,VILLE,,164.94565765433836,-20.688834938182335,tribus_villages_nc,155,701,Hienghéne littoral
municipales_2020,1,,,988,98807,Hienghène,HIENGHENE,0002,218,124,94,124,0,0,Tendo,TENDO,1,Tendo,Hienghène,LIEU_DIT_NC,TRIBU,Tnèdo,164.8162801367713,-20.71273259336387,tribus_villages_nc,156,704,Tiendanite Ouayaguette
municipales_2020,1,,,988,98807,Hienghène,HIENGHENE,0003,117,57,60,55,0,2,Bas-Coulna,BAS COULNA,1,Bas-Coulna,Hienghène,LIEU_DIT_NC,TRIBU,Wan Déuc,164.78261362354763,-20.687835024386533,tribus_villages_nc,156,704,Tiendanite Ouayaguette
municipales_2020,1,,,988,98807,Hienghène,HIENGHENE,0004,105,48,57,48,0,0,Haut-Coulna,HAUT COULNA,1,Haut-Coulna,Hienghène,LIEU_DIT_NC,TRIBU,Paana,164.7358564404401,-20.63480876362534,tribus_villages_nc,156,704,Tiendanite Ouayaguette
municipales_2020,1,,,988,98807,Hienghène,HIENGHENE,0005,187,108,79,107,0,1,Ouayaguette,OUAYAGUETTE,1,Ouayaguette,Hienghène,LIEU_DIT_NC,TRIBU,Wébia,164.6835205195477,-20.659220188803257,tribus_villages_nc,156,704,Tiendanite Ouayaguette
municipales_2020,1,,,988,98807,Hienghène,HIENGHENE,0006,214,119,95,118,0,1,Ouaième,OUAIEME,1,Ouaïème,Hienghène,LIEU_DIT_NC,TRIBU,Wâyém,164.84911233352278,-20.61488125992091,tribus_villages_nc,155,701,Hienghéne littoral
municipales_2020,1,,,988,98807,Hienghène,HIENGHENE,0007,70,20,50,20,0,0,Oué-Hawa,OUE HAWA,0.875,Oué-Hava,Hienghène,LIEU_DIT_NC,TRIBU,Wé Hava,165.03458545186362,-20.765966185987494,tribus_villages_nc,156,704,Tiendanite Ouayaguette
municipales_2020,1,,,988,98807,Hienghène,HIENGHENE,0008,100,50,50,50,0,0,Tiendanite,TIENDANITE,1,Tiendanite,Hienghène,LIEU_DIT_NC,TRIBU,Tândanit,164.8988687236624,-20.75818441571426,tribus_villages_nc,156,704,Tiendanite Ouayaguette
municipales_2020,1,,,988,98807,Hienghène,HIENGHENE,0009,601,341,260,340,0,1,Ouaré,OUARE,1,Ouaré,Hienghène,LIEU_DIT_NC,TRIBU,Waré,164.93523458965643,-20.673024668353836,tribus_villages_nc,155,701,Hienghéne littoral
municipales_2020,1,,,988,98807,Hienghène,HIENGHENE,0010,289,148,141,148,0,0,Léwarap,LEWARAP,1,Lewarap,Hienghène,LIEU_DIT_NC,TRIBU,Wérap,164.92837654735197,-20.722390044785012,tribus_villages_nc,155,701,Hienghéne littoral
municipales_2020,1,,,988,98808,Houailou,HOUAILOU,0001,451,274,177,270,3,1,Mairie,MAIRIE,0.7,HOUAÏLOU,Houaïlou,LIEU_DIT_NC,VILLE,Waa wi Luu,165.6260919909217,-21.278284372962112,tribus_villages_nc,157,801,Houailou village
municipales_2020,1,,,988,98808,Houailou,HOUAILOU,0002,669,456,213,440,7,9,Warai,WARAI,0.95,Kua,Houaïlou,LIEU_DIT_NC,TRIBU,Wa',165.76989808558005,-21.33124821435679,tribus_villages_nc,160,807,Boréaré - Coula - Karagreu
municipales_2020,1,,,988,98808,Houailou,HOUAILOU,0003,385,231,154,227,2,2,Bâ,BA,1,Bâ,Houaïlou,LIEU_DIT_NC,TRIBU,Bwa,165.55842620966266,-21.19827944865936,tribus_villages_nc,158,803,Warai
municipales_2020,1,,,988,98808,Houailou,HOUAILOU,0004,308,162,146,161,1,0,Nessakoéa,NESSAKOEA,0.842,Nessa Kouya,Houaïlou,LIEU_DIT_NC,TRIBU,Nérhexa i Kwéaa,165.5267547278778,-21.28421939373571,tribus_villages_nc,159,805,Nédivin - Bas Nindien
municipales_2020,1,,,988,98808,Houailou,HOUAILOU,0005,556,322,234,319,1,2,Poro,PORO,1,Poro,Houaïlou,LIEU_DIT_NC,LDH,Pô Ro,165.70953015747588,-21.30262511634177,tribus_villages_nc,157,801,Houailou village
municipales_2020,1,,,988,98808,Houailou,HOUAILOU,0006,498,257,241,255,0,2,Coula,COULA,1,Coula,Houaïlou,LIEU_DIT_NC,TRIBU,Kuru raa,165.44899405604838,-21.336853600338287,tribus_villages_nc,160,807,Boréaré - Coula - Karagreu
municipales_2020,1,,,988,98808,Houailou,HOUAILOU,0007,340,192,148,190,1,1,Néaoua,NEAOUA,1,Néaoua,Houaïlou,LIEU_DIT_NC,TRIBU,Né awa,165.6455007313978,-21.325531853593,tribus_villages_nc,157,801,Houailou village
municipales_2020,1,,,988,98808,Houailou,HOUAILOU,0008,516,327,189,319,0,8,Nédivin,NEDIVIN,1,Nédivin,Houaïlou,LIEU_DIT_NC,TRIBU,Nédii vârâ,165.57082158687447,-21.289736384804883,tribus_villages_nc,159,805,Nédivin - Bas Nindien
municipales_2020,1,,,988,98809,Ile des Pins,ILEDESPINS,0001,1019,674,345,663,2,9,Mairie 1,MAIRIE,,,,,,,167.495819,-22.66517,tidygeocoder_osm,161,901,Vao
municipales_2020,1,,,988,98809,Ile des Pins,ILEDESPINS,0002,767,570,197,567,3,0,Bâtiment communal Point Information,BATIMENT COMMUNAL POINT INFORMATION,,,,,,,167.495819,-22.66517,tidygeocoder_osm,161,901,Vao
municipales_2020,1,,,988,98810,Kaala-Gomen,KAALAGOMEN,0001,518,336,182,331,3,2,Mairie,MAIRIE,0.98,Mairie de Kaala-Gomen,804 Avenue de BWAPANU,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Kaala-Gomen,164.397185345977,-20.6671314843025,etablissements_publics_nc,1,1001,Kaala Gomen village et littoral
municipales_2020,1,,,988,98810,Kaala-Gomen,KAALAGOMEN,0002,368,233,135,231,1,1,Ouéholle,OUEHOLLE,0.93,Ecole catholique de Ouéholle,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,164.545680960012,-20.6046276080457,etablissements_publics_nc,2,1004,Ouéholle - Ouémou - Kourou
municipales_2020,1,,,988,98810,Kaala-Gomen,KAALAGOMEN,0003,277,209,68,209,0,0,Maison Païta,MAISON PAITA,0.688,Maison commune de Piata,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Maison de jeune et maison de quartier,164.426512320768,-20.6494636653987,etablissements_publics_nc,1,1001,Kaala Gomen village et littoral
municipales_2020,1,,,988,98810,Kaala-Gomen,KAALAGOMEN,0004,188,134,54,133,1,0,Maison Gamaï,MAISON GAMAI,0.75,Maison commune de Gamaï,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Maison de jeune et maison de quartier,164.486749878062,-20.6941126404856,etablissements_publics_nc,1,1001,Kaala Gomen village et littoral
municipales_2020,1,,,988,98810,Kaala-Gomen,KAALAGOMEN,0005,139,105,34,105,0,0,Maison Baoui,MAISON BAOUI,0.75,Maison commune de Baoui,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Maison de jeune et maison de quartier,164.463552597488,-20.6891303658536,etablissements_publics_nc,1,1001,Kaala Gomen village et littoral
municipales_2020,1,,,988,98810,Kaala-Gomen,KAALAGOMEN,0006,207,129,78,128,0,1,Ouaco,OUACO,0.93,Ecole de Ouaco,185 Rue Victor ROFFEY,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,164.471215971078,-20.8375035625753,etablissements_publics_nc,1,1001,Kaala Gomen village et littoral
municipales_2020,1,,,988,98811,Koné,KONE,0001,841,415,426,400,5,10,Salle Au Pitiri,SALLE AU PITIRI,0.556,Plateau sportif de Téari,AVENUE FOUE,EQUIPEMENT SPORTIF,Terrains sportifs normalisés,Terrain polyvalent,164.866375124843,-21.0740850901806,etablissements_publics_nc,5,1102,Paiamboué - La Caférie - Foué
municipales_2020,1,,,988,98811,Koné,KONE,0002,165,113,52,108,2,3,Poindah,POINDAH,0.93,Maison commune de Poindah,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Maison de jeune et maison de quartier,164.964442641559,-21.0372102738018,etablissements_publics_nc,7,1107,Poindah - Noelly - Néami - Netchaot
municipales_2020,1,,,988,98811,Koné,KONE,0003,397,274,123,270,0,4,Netchaot,NETCHAOT,0.93,Ecole maternelle publique de Nétchaot,Route du STADE de NETCHAOT,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,165.022902317548,-21.0054157631335,etablissements_publics_nc,7,1107,Poindah - Noelly - Néami - Netchaot
municipales_2020,1,,,988,98811,Koné,KONE,0004,272,220,52,220,0,0,Tiaoué,TIAOUE,0.93,Ecole publique de Tiaoué,RM5,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,164.916802108,-21.0000621217301,etablissements_publics_nc,7,1107,Poindah - Noelly - Néami - Netchaot
municipales_2020,1,,,988,98811,Koné,KONE,0005,127,92,35,92,0,0,Atéou,ATEOU,0.93,Ecole publique d'Atéou,Route de l'EGLISE d'ATEOU,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,164.90654574925,-20.9500343540188,etablissements_publics_nc,7,1107,Poindah - Noelly - Néami - Netchaot
municipales_2020,1,,,988,98811,Koné,KONE,0006,224,151,73,150,0,1,Bopope,BOPOPE,0.93,Ecole privée protestante Bopope,ROUTE BOPOPE BOPOPE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.079714634727,-20.9178415050895,etablissements_publics_nc,8,1108,Bopope
municipales_2020,1,,,988,98811,Koné,KONE,0007,220,156,64,156,0,0,Néami,NEAMI,0.93,Ecole maternelle publique de Néami,Route GOROPOADJILEI,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,164.971958124292,-20.977983356452,etablissements_publics_nc,7,1107,Poindah - Noelly - Néami - Netchaot
municipales_2020,1,,,988,98811,Koné,KONE,0008,449,267,182,261,2,4,Baco,BACO,0.93,Maison commune de Baco,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Maison de jeune et maison de quartier,164.895177171264,-21.0667090848805,etablissements_publics_nc,6,1103,Baco - Koniambo
municipales_2020,1,,,988,98811,Koné,KONE,0009,730,445,285,439,4,2,École primaire Les Cigales,ECOLE PRIMAIRE CIGALES,0.88,Ecole publique Les Cigales,12 RUE DES ABEILLES,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,164.8701529762,-21.0521518022935,etablissements_publics_nc,4,1101,Koné village
municipales_2020,1,,,988,98811,Koné,KONE,0010,221,152,69,146,0,6,Noëlly,NOELLY,0.93,Ecole maternelle publique de Noelly,Route de l'ECOLE de NOELI,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,164.947538773364,-21.0048750710989,etablissements_publics_nc,7,1107,Poindah - Noelly - Néami - Netchaot
municipales_2020,1,,,988,98811,Koné,KONE,0011,742,400,342,385,10,5,École Téari,ECOLE TEARI,0.636,Déchetterie,5135 AVENUE DU LAPITA,TRANSPORT ET DECHET,Gestion des déchets,Installation de stockage des déchets,164.82630681362,-21.0553442775238,etablissements_publics_nc,4,1101,Koné village
municipales_2020,1,,,988,98811,Koné,KONE,0012,586,324,262,315,6,3,Les Allamandas,ALLAMANDAS,0.93,Ecole publique Les Allamandas,242 RUE PAUL NAPOAREA,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,164.856461111321,-21.052040276968,etablissements_publics_nc,4,1101,Koné village
municipales_2020,1,,,988,98812,Koumac,KOUMAC,0001,1304,754,550,739,8,7,Mairie 1 et centralisateur,MAIRIE ET CENTRALISATEUR,0.99,Mairie de Koumac,,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Koumac,164.280241420927,-20.5602050455624,arrete_manual_etablissements,9,1201,Koumac village
municipales_2020,1,,,988,98812,Koumac,KOUMAC,0002,1740,982,758,968,10,4,École primaire Charles Mermoud 2,ECOLE PRIMAIRE CHARLES MERMOUD,0.874,Ecole Charles MERMOUD,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,164.282519595968,-20.5572929814306,etablissements_publics_nc,9,1201,Koumac village
municipales_2020,1,,,988,98813,La Foa,LAFOA,0001,979,706,273,694,5,7,Centre socio-culturel,CENTRE SOCIO CULTUREL,,,,,,,165.82495689060195,-21.708500844468237,arrete_manual_tribus,12,1301,La Foa village
municipales_2020,1,,,988,98813,La Foa,LAFOA,0002,797,614,183,604,7,3,Centre socio-culturel,CENTRE SOCIO CULTUREL,,,,,,,165.82495689060195,-21.708500844468237,arrete_manual_tribus,12,1301,La Foa village
municipales_2020,1,,,988,98813,La Foa,LAFOA,0003,925,704,221,686,12,6,Centre socio-culturel,CENTRE SOCIO CULTUREL,,,,,,,165.82495689060195,-21.708500844468237,arrete_manual_tribus,12,1301,La Foa village
municipales_2020,1,,,988,98813,La Foa,LAFOA,0004,644,497,147,488,7,2,Centre socio-culturel,CENTRE SOCIO CULTUREL,,,,,,,165.82495689060195,-21.708500844468237,arrete_manual_tribus,12,1301,La Foa village
