election,tour,commune_norm,commune,bloc,camp_institutionnel,nb_bureaux,nb_bureaux_geolocalises,inscrits,votants,abstentions,exprimes,voix_bloc,options,pct_exprimes,pct_inscrits
legislatives_2024,1,CANALA,Canala,centriste,anti_independantiste,7,7,3620,2502,1118,2486,115,Caledonie ensemble | L'Eveil oceanien,4.63,3.18
legislatives_2024,1,CANALA,Canala,independantiste,independantiste,7,7,3620,2502,1118,2486,2354,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,94.69,65.03
legislatives_2024,1,CANALA,Canala,loyaliste,anti_independantiste,7,7,3620,2502,1118,2486,17,Rassemblement - LR,0.68,0.47
legislatives_2024,1,DUMBEA,Dumbéa,centriste,anti_independantiste,26,26,23579,14566,9013,14174,3466,Caledonie ensemble | L'Eveil oceanien,24.45,14.7
legislatives_2024,1,DUMBEA,Dumbéa,independantiste,independantiste,26,26,23579,14566,9013,14174,3660,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,25.82,15.52
legislatives_2024,1,DUMBEA,Dumbéa,loyaliste,anti_independantiste,26,26,23579,14566,9013,14174,7048,Rassemblement - LR,49.72,29.89
legislatives_2024,1,FARINO,Farino,centriste,anti_independantiste,1,1,681,498,183,481,96,Caledonie ensemble | L'Eveil oceanien,19.96,14.1
legislatives_2024,1,FARINO,Farino,independantiste,independantiste,1,1,681,498,183,481,66,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,13.72,9.69
legislatives_2024,1,FARINO,Farino,loyaliste,anti_independantiste,1,1,681,498,183,481,319,Rassemblement - LR,66.32,46.84
legislatives_2024,1,HIENGHENE,Hienghène,centriste,anti_independantiste,10,10,2500,1842,658,1831,30,Caledonie ensemble | L'Eveil oceanien,1.64,1.2
legislatives_2024,1,HIENGHENE,Hienghène,independantiste,independantiste,10,10,2500,1842,658,1831,1792,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,97.87,71.68
legislatives_2024,1,HIENGHENE,Hienghène,loyaliste,anti_independantiste,10,10,2500,1842,658,1831,9,Rassemblement - LR,0.49,0.36
legislatives_2024,1,HOUAILOU,Houaïlou,centriste,anti_independantiste,8,8,3766,0,3766,0,0,Caledonie ensemble | L'Eveil oceanien,,0
legislatives_2024,1,HOUAILOU,Houaïlou,independantiste,independantiste,8,8,3766,0,3766,0,0,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,,0
legislatives_2024,1,HOUAILOU,Houaïlou,loyaliste,anti_independantiste,8,8,3766,0,3766,0,0,Rassemblement - LR,,0
legislatives_2024,1,ILEDESPINS,L'Ile-des-Pins,autre,neutre,2,2,1847,1197,650,1183,3,CDH | Union populaire avec animaux,0.25,0.16
legislatives_2024,1,ILEDESPINS,L'Ile-des-Pins,centriste,anti_independantiste,2,2,1847,1197,650,1183,126,Caledonie ensemble | L'Eveil oceanien,10.65,6.82
legislatives_2024,1,ILEDESPINS,L'Ile-des-Pins,independantiste,independantiste,2,2,1847,1197,650,1183,950,Mouvement neo-independantiste et souverainiste | Rassemblement autochtone | Sans etiquette regionaliste | Union caledonienne,80.3,51.43
legislatives_2024,1,ILEDESPINS,L'Ile-des-Pins,loyaliste,anti_independantiste,2,2,1847,1197,650,1183,104,Generations NC | Mouvement des citoyens francais | Rassemblement national | Reconquete,8.79,5.63
legislatives_2024,1,KAALAGOMEN,Kaala-Gomen,centriste,anti_independantiste,6,6,1780,1315,465,1298,52,Caledonie ensemble | L'Eveil oceanien,4.01,2.92
legislatives_2024,1,KAALAGOMEN,Kaala-Gomen,independantiste,independantiste,6,6,1780,1315,465,1298,1094,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,84.28,61.46
legislatives_2024,1,KAALAGOMEN,Kaala-Gomen,loyaliste,anti_independantiste,6,6,1780,1315,465,1298,152,Rassemblement - LR,11.71,8.54
legislatives_2024,1,KONE,Koné,centriste,anti_independantiste,12,12,5275,3590,1685,3522,383,Caledonie ensemble | L'Eveil oceanien,10.87,7.26
legislatives_2024,1,KONE,Koné,independantiste,independantiste,12,12,5275,3590,1685,3522,2386,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,67.75,45.23
legislatives_2024,1,KONE,Koné,loyaliste,anti_independantiste,12,12,5275,3590,1685,3522,753,Rassemblement - LR,21.38,14.27
legislatives_2024,1,KOUAOUA,Kouaoua,centriste,anti_independantiste,4,4,1191,749,442,743,35,Caledonie ensemble | L'Eveil oceanien,4.71,2.94
legislatives_2024,1,KOUAOUA,Kouaoua,independantiste,independantiste,4,4,1191,749,442,743,596,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,80.22,50.04
legislatives_2024,1,KOUAOUA,Kouaoua,loyaliste,anti_independantiste,4,4,1191,749,442,743,112,Rassemblement - LR,15.07,9.4
legislatives_2024,1,KOUMAC,Koumac,centriste,anti_independantiste,2,2,3159,2092,1067,2065,253,Caledonie ensemble | L'Eveil oceanien,12.25,8.01
legislatives_2024,1,KOUMAC,Koumac,independantiste,independantiste,2,2,3159,2092,1067,2065,822,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,39.81,26.02
legislatives_2024,1,KOUMAC,Koumac,loyaliste,anti_independantiste,2,2,3159,2092,1067,2065,990,Rassemblement - LR,47.94,31.34
legislatives_2024,1,LAFOA,La Foa,centriste,anti_independantiste,4,4,3467,2385,1082,2334,582,Caledonie ensemble | L'Eveil oceanien,24.94,16.79
legislatives_2024,1,LAFOA,La Foa,independantiste,independantiste,4,4,3467,2385,1082,2334,719,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,30.81,20.74
legislatives_2024,1,LAFOA,La Foa,loyaliste,anti_independantiste,4,4,3467,2385,1082,2334,1033,Rassemblement - LR,44.26,29.8
legislatives_2024,1,LIFOU,Lifou,autre,neutre,28,28,11135,6756,4379,6696,10,CDH | Union populaire avec animaux,0.15,0.09
legislatives_2024,1,LIFOU,Lifou,centriste,anti_independantiste,28,28,11135,6756,4379,6696,320,Caledonie ensemble | L'Eveil oceanien,4.78,2.87
legislatives_2024,1,LIFOU,Lifou,independantiste,independantiste,28,28,11135,6756,4379,6696,6265,Mouvement neo-independantiste et souverainiste | Rassemblement autochtone | Sans etiquette regionaliste | Union caledonienne,93.56,56.26
legislatives_2024,1,LIFOU,Lifou,loyaliste,anti_independantiste,28,28,11135,6756,4379,6696,101,Generations NC | Mouvement des citoyens francais | Rassemblement national | Reconquete,1.51,0.91
legislatives_2024,1,MARE,Maré,autre,neutre,14,14,7042,4520,2522,4480,1,CDH | Union populaire avec animaux,0.02,0.01
legislatives_2024,1,MARE,Maré,centriste,anti_independantiste,14,14,7042,4520,2522,4480,115,Caledonie ensemble | L'Eveil oceanien,2.57,1.63
legislatives_2024,1,MARE,Maré,independantiste,independantiste,14,14,7042,4520,2522,4480,4338,Mouvement neo-independantiste et souverainiste | Rassemblement autochtone | Sans etiquette regionaliste | Union caledonienne,96.83,61.6
legislatives_2024,1,MARE,Maré,loyaliste,anti_independantiste,14,14,7042,4520,2522,4480,26,Generations NC | Mouvement des citoyens francais | Rassemblement national | Reconquete,0.58,0.37
legislatives_2024,1,MOINDOU,Moindou,centriste,anti_independantiste,1,1,832,613,219,603,72,Caledonie ensemble | L'Eveil oceanien,11.94,8.65
legislatives_2024,1,MOINDOU,Moindou,independantiste,independantiste,1,1,832,613,219,603,287,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,47.6,34.5
legislatives_2024,1,MOINDOU,Moindou,loyaliste,anti_independantiste,1,1,832,613,219,603,244,Rassemblement - LR,40.46,29.33
legislatives_2024,1,MONTDORE,Le Mont-Dore,centriste,anti_independantiste,25,25,22508,12590,9918,12204,2702,Caledonie ensemble | L'Eveil oceanien,22.14,12
legislatives_2024,1,MONTDORE,Le Mont-Dore,independantiste,independantiste,25,25,22508,12590,9918,12204,3210,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,26.3,14.26
legislatives_2024,1,MONTDORE,Le Mont-Dore,loyaliste,anti_independantiste,25,25,22508,12590,9918,12204,6292,Rassemblement - LR,51.56,27.95
legislatives_2024,1,NOUMEA,Nouméa,autre,neutre,57,57,72749,42053,30696,41325,274,CDH | Union populaire avec animaux,0.66,0.38
legislatives_2024,1,NOUMEA,Nouméa,centriste,anti_independantiste,57,57,72749,42053,30696,41325,7931,Caledonie ensemble | L'Eveil oceanien,19.19,10.9
legislatives_2024,1,NOUMEA,Nouméa,independantiste,independantiste,57,57,72749,42053,30696,41325,8229,Mouvement neo-independantiste et souverainiste | Rassemblement autochtone | Sans etiquette regionaliste | Union caledonienne,19.91,11.31
legislatives_2024,1,NOUMEA,Nouméa,loyaliste,anti_independantiste,57,57,72749,42053,30696,41325,24891,Generations NC | Mouvement des citoyens francais | Rassemblement national | Reconquete,60.23,34.21
legislatives_2024,1,OUEGOA,Ouégoa,centriste,anti_independantiste,4,4,2235,1478,757,1461,47,Caledonie ensemble | L'Eveil oceanien,3.22,2.1
legislatives_2024,1,OUEGOA,Ouégoa,independantiste,independantiste,4,4,2235,1478,757,1461,1028,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,70.36,46
legislatives_2024,1,OUEGOA,Ouégoa,loyaliste,anti_independantiste,4,4,2235,1478,757,1461,386,Rassemblement - LR,26.42,17.27
legislatives_2024,1,OUVEA,Ouvéa,autre,neutre,7,7,4390,2390,2000,2366,10,CDH | Union populaire avec animaux,0.42,0.23
legislatives_2024,1,OUVEA,Ouvéa,centriste,anti_independantiste,7,7,4390,2390,2000,2366,30,Caledonie ensemble | L'Eveil oceanien,1.27,0.68
legislatives_2024,1,OUVEA,Ouvéa,independantiste,independantiste,7,7,4390,2390,2000,2366,2239,Mouvement neo-independantiste et souverainiste | Rassemblement autochtone | Sans etiquette regionaliste | Union caledonienne,94.63,51
legislatives_2024,1,OUVEA,Ouvéa,loyaliste,anti_independantiste,7,7,4390,2390,2000,2366,87,Generations NC | Mouvement des citoyens francais | Rassemblement national | Reconquete,3.68,1.98
legislatives_2024,1,PAITA,Païta,centriste,anti_independantiste,19,19,16589,10473,6116,10192,2885,Caledonie ensemble | L'Eveil oceanien,28.31,17.39
legislatives_2024,1,PAITA,Païta,independantiste,independantiste,19,19,16589,10473,6116,10192,2597,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,25.48,15.65
legislatives_2024,1,PAITA,Païta,loyaliste,anti_independantiste,19,19,16589,10473,6116,10192,4710,Rassemblement - LR,46.21,28.39
legislatives_2024,1,POINDIMIE,Poindimié,centriste,anti_independantiste,7,7,4426,3051,1375,2988,187,Caledonie ensemble | L'Eveil oceanien,6.26,4.23
legislatives_2024,1,POINDIMIE,Poindimié,independantiste,independantiste,7,7,4426,3051,1375,2988,2507,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,83.9,56.64
legislatives_2024,1,POINDIMIE,Poindimié,loyaliste,anti_independantiste,7,7,4426,3051,1375,2988,294,Rassemblement - LR,9.84,6.64
legislatives_2024,1,PONERIHOUEN,Ponérihouen,centriste,anti_independantiste,7,7,2720,1071,1649,1053,121,Caledonie ensemble | L'Eveil oceanien,11.49,4.45
legislatives_2024,1,PONERIHOUEN,Ponérihouen,independantiste,independantiste,7,7,2720,1071,1649,1053,862,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,81.86,31.69
legislatives_2024,1,PONERIHOUEN,Ponérihouen,loyaliste,anti_independantiste,7,7,2720,1071,1649,1053,70,Rassemblement - LR,6.65,2.57
legislatives_2024,1,POUEBO,Pouébo,centriste,anti_independantiste,5,5,2427,1520,907,1504,108,Caledonie ensemble | L'Eveil oceanien,7.18,4.45
legislatives_2024,1,POUEBO,Pouébo,independantiste,independantiste,5,5,2427,1520,907,1504,1383,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,91.95,56.98
legislatives_2024,1,POUEBO,Pouébo,loyaliste,anti_independantiste,5,5,2427,1520,907,1504,13,Rassemblement - LR,0.86,0.54
legislatives_2024,1,POUEMBOUT,Pouembout,centriste,anti_independantiste,2,2,1908,1324,584,1293,197,Caledonie ensemble | L'Eveil oceanien,15.24,10.32
legislatives_2024,1,POUEMBOUT,Pouembout,independantiste,independantiste,2,2,1908,1324,584,1293,560,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,43.31,29.35
legislatives_2024,1,POUEMBOUT,Pouembout,loyaliste,anti_independantiste,2,2,1908,1324,584,1293,536,Rassemblement - LR,41.45,28.09
legislatives_2024,1,POUM,Poum,centriste,anti_independantiste,3,3,1533,984,549,964,125,Caledonie ensemble | L'Eveil oceanien,12.97,8.15
legislatives_2024,1,POUM,Poum,independantiste,independantiste,3,3,1533,984,549,964,758,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,78.63,49.45
legislatives_2024,1,POUM,Poum,loyaliste,anti_independantiste,3,3,1533,984,549,964,81,Rassemblement - LR,8.4,5.28
legislatives_2024,1,POYA,Poya,centriste,anti_independantiste,6,6,2593,1877,716,1849,232,Caledonie ensemble | L'Eveil oceanien,12.55,8.95
legislatives_2024,1,POYA,Poya,independantiste,independantiste,6,6,2593,1877,716,1849,1202,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,65.01,46.36
legislatives_2024,1,POYA,Poya,loyaliste,anti_independantiste,6,6,2593,1877,716,1849,415,Rassemblement - LR,22.44,16
legislatives_2024,1,SARRAMEA,Sarraméa,centriste,anti_independantiste,1,1,532,347,185,340,33,Caledonie ensemble | L'Eveil oceanien,9.71,6.2
legislatives_2024,1,SARRAMEA,Sarraméa,independantiste,independantiste,1,1,532,347,185,340,268,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,78.82,50.38
legislatives_2024,1,SARRAMEA,Sarraméa,loyaliste,anti_independantiste,1,1,532,347,185,340,39,Rassemblement - LR,11.47,7.33
legislatives_2024,1,THIO,Thio,centriste,anti_independantiste,4,4,2262,1257,1005,1246,127,Caledonie ensemble | L'Eveil oceanien,10.19,5.61
legislatives_2024,1,THIO,Thio,independantiste,independantiste,4,4,2262,1257,1005,1246,1049,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,84.19,46.37
legislatives_2024,1,THIO,Thio,loyaliste,anti_independantiste,4,4,2262,1257,1005,1246,70,Rassemblement - LR,5.62,3.09
legislatives_2024,1,TOUHO,Touho,centriste,anti_independantiste,4,4,2027,1350,677,1336,39,Caledonie ensemble | L'Eveil oceanien,2.92,1.92
legislatives_2024,1,TOUHO,Touho,independantiste,independantiste,4,4,2027,1350,677,1336,1190,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,89.07,58.71
legislatives_2024,1,TOUHO,Touho,loyaliste,anti_independantiste,4,4,2027,1350,677,1336,107,Rassemblement - LR,8.01,5.28
legislatives_2024,1,VOH,Voh,centriste,anti_independantiste,7,7,2478,1746,732,1714,176,Caledonie ensemble | L'Eveil oceanien,10.27,7.1
legislatives_2024,1,VOH,Voh,independantiste,independantiste,7,7,2478,1746,732,1714,1232,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,71.88,49.72
legislatives_2024,1,VOH,Voh,loyaliste,anti_independantiste,7,7,2478,1746,732,1714,306,Rassemblement - LR,17.85,12.35
legislatives_2024,1,YATE,Yaté,centriste,anti_independantiste,4,4,1833,1081,752,1074,70,Caledonie ensemble | L'Eveil oceanien,6.52,3.82
legislatives_2024,1,YATE,Yaté,independantiste,independantiste,4,4,1833,1081,752,1074,983,Mouvement neo-independantiste et souverainiste | Souverainete caledonienne | Union caledonienne,91.53,53.63
legislatives_2024,1,YATE,Yaté,loyaliste,anti_independantiste,4,4,1833,1081,752,1074,21,Rassemblement - LR,1.96,1.15
legislatives_2024,2,BELEP,Belep,independantiste,independantiste,1,1,932,676,256,676,676,Union caledonienne,100,72.53
legislatives_2024,2,BELEP,Belep,loyaliste,anti_independantiste,1,1,932,676,256,676,0,Rassemblement - LR,0,0
legislatives_2024,2,BOULOUPARI,Bouloupari,independantiste,independantiste,4,4,3345,2604,741,2576,904,Union caledonienne,35.09,27.03
legislatives_2024,2,BOULOUPARI,Bouloupari,loyaliste,anti_independantiste,4,4,3345,2604,741,2576,1672,Rassemblement - LR,64.91,49.99
legislatives_2024,2,BOURAIL,Bourail,independantiste,independantiste,5,5,4752,3749,1003,3696,1492,Union caledonienne,40.37,31.4
legislatives_2024,2,BOURAIL,Bourail,loyaliste,anti_independantiste,5,5,4752,3749,1003,3696,2204,Rassemblement - LR,59.63,46.38
legislatives_2024,2,CANALA,Canala,independantiste,independantiste,7,7,3620,3042,578,3029,2991,Union caledonienne,98.75,82.62
legislatives_2024,2,CANALA,Canala,loyaliste,anti_independantiste,7,7,3620,3042,578,3029,38,Rassemblement - LR,1.25,1.05
legislatives_2024,2,DUMBEA,Dumbéa,independantiste,independantiste,26,26,23579,16456,7123,16189,5971,Union caledonienne,36.88,25.32
legislatives_2024,2,DUMBEA,Dumbéa,loyaliste,anti_independantiste,26,26,23579,16456,7123,16189,10218,Rassemblement - LR,63.12,43.34
legislatives_2024,2,FARINO,Farino,independantiste,independantiste,1,1,681,566,115,554,113,Union caledonienne,20.4,16.59
legislatives_2024,2,FARINO,Farino,loyaliste,anti_independantiste,1,1,681,566,115,554,441,Rassemblement - LR,79.6,64.76
legislatives_2024,2,HIENGHENE,Hienghène,independantiste,independantiste,10,10,2500,2107,393,2091,2074,Union caledonienne,99.19,82.96
legislatives_2024,2,HIENGHENE,Hienghène,loyaliste,anti_independantiste,10,10,2500,2107,393,2091,17,Rassemblement - LR,0.81,0.68
legislatives_2024,2,HOUAILOU,Houaïlou,independantiste,independantiste,8,8,3768,2680,1088,2656,2528,Union caledonienne,95.18,67.09
legislatives_2024,2,HOUAILOU,Houaïlou,loyaliste,anti_independantiste,8,8,3768,2680,1088,2656,128,Rassemblement - LR,4.82,3.4
legislatives_2024,2,ILEDESPINS,L'Ile-des-Pins,independantiste,independantiste,2,2,1846,1449,397,1432,1268,Union caledonienne,88.55,68.69
legislatives_2024,2,ILEDESPINS,L'Ile-des-Pins,loyaliste,anti_independantiste,2,2,1846,1449,397,1432,164,Generations NC,11.45,8.88
legislatives_2024,2,KAALAGOMEN,Kaala-Gomen,independantiste,independantiste,6,6,1782,1504,278,1494,1272,Union caledonienne,85.14,71.38
legislatives_2024,2,KAALAGOMEN,Kaala-Gomen,loyaliste,anti_independantiste,6,6,1782,1504,278,1494,222,Rassemblement - LR,14.86,12.46
legislatives_2024,2,KONE,Koné,independantiste,independantiste,12,12,5275,4017,1258,3963,2961,Union caledonienne,74.72,56.13
legislatives_2024,2,KONE,Koné,loyaliste,anti_independantiste,12,12,5275,4017,1258,3963,1002,Rassemblement - LR,25.28,19
legislatives_2024,2,KOUAOUA,Kouaoua,independantiste,independantiste,4,4,1190,909,281,908,772,Union caledonienne,85.02,64.87
legislatives_2024,2,KOUAOUA,Kouaoua,loyaliste,anti_independantiste,4,4,1190,909,281,908,136,Rassemblement - LR,14.98,11.43
legislatives_2024,2,KOUMAC,Koumac,independantiste,independantiste,2,2,3156,2437,719,2400,1129,Union caledonienne,47.04,35.77
legislatives_2024,2,KOUMAC,Koumac,loyaliste,anti_independantiste,2,2,3156,2437,719,2400,1271,Rassemblement - LR,52.96,40.27
legislatives_2024,2,LAFOA,La Foa,independantiste,independantiste,4,4,3467,2719,748,2674,1151,Union caledonienne,43.04,33.2
legislatives_2024,2,LAFOA,La Foa,loyaliste,anti_independantiste,4,4,3467,2719,748,2674,1523,Rassemblement - LR,56.96,43.93
legislatives_2024,2,LIFOU,Lifou,independantiste,independantiste,28,28,11135,8661,2474,8599,8382,Union caledonienne,97.48,75.28
legislatives_2024,2,LIFOU,Lifou,loyaliste,anti_independantiste,28,28,11135,8661,2474,8599,217,Generations NC,2.52,1.95
legislatives_2024,2,MARE,Maré,independantiste,independantiste,14,14,7043,5638,1405,5610,5563,Union caledonienne,99.16,78.99
legislatives_2024,2,MARE,Maré,loyaliste,anti_independantiste,14,14,7043,5638,1405,5610,47,Generations NC,0.84,0.67
legislatives_2024,2,MOINDOU,Moindou,independantiste,independantiste,1,1,832,682,150,671,369,Union caledonienne,54.99,44.35
legislatives_2024,2,MOINDOU,Moindou,loyaliste,anti_independantiste,1,1,832,682,150,671,302,Rassemblement - LR,45.01,36.3
legislatives_2024,2,MONTDORE,Le Mont-Dore,independantiste,independantiste,25,25,22507,14730,7777,14450,5443,Union caledonienne,37.67,24.18
legislatives_2024,2,MONTDORE,Le Mont-Dore,loyaliste,anti_independantiste,25,25,22507,14730,7777,14450,9007,Rassemblement - LR,62.33,40.02
legislatives_2024,2,NOUMEA,Nouméa,independantiste,independantiste,57,57,72750,48003,24747,46941,12851,Union caledonienne,27.38,17.66
legislatives_2024,2,NOUMEA,Nouméa,loyaliste,anti_independantiste,57,57,72750,48003,24747,46941,34090,Generations NC,72.62,46.86
legislatives_2024,2,OUEGOA,Ouégoa,independantiste,independantiste,4,4,2235,1713,522,1701,1249,Union caledonienne,73.43,55.88
legislatives_2024,2,OUEGOA,Ouégoa,loyaliste,anti_independantiste,4,4,2235,1713,522,1701,452,Rassemblement - LR,26.57,20.22
legislatives_2024,2,OUVEA,Ouvéa,independantiste,independantiste,7,7,4388,3426,962,3394,3335,Union caledonienne,98.26,76
legislatives_2024,2,OUVEA,Ouvéa,loyaliste,anti_independantiste,7,7,4388,3426,962,3394,59,Generations NC,1.74,1.34
legislatives_2024,2,PAITA,Païta,independantiste,independantiste,19,19,16582,11854,4728,11654,4676,Union caledonienne,40.12,28.2
legislatives_2024,2,PAITA,Païta,loyaliste,anti_independantiste,19,19,16582,11854,4728,11654,6978,Rassemblement - LR,59.88,42.08
legislatives_2024,2,POINDIMIE,Poindimié,independantiste,independantiste,7,7,4420,3531,889,3482,3102,Union caledonienne,89.09,70.18
legislatives_2024,2,POINDIMIE,Poindimié,loyaliste,anti_independantiste,7,7,4420,3531,889,3482,380,Rassemblement - LR,10.91,8.6
legislatives_2024,2,PONERIHOUEN,Ponérihouen,independantiste,independantiste,7,7,2721,1814,907,1798,1688,Union caledonienne,93.88,62.04
legislatives_2024,2,PONERIHOUEN,Ponérihouen,loyaliste,anti_independantiste,7,7,2721,1814,907,1798,110,Rassemblement - LR,6.12,4.04
legislatives_2024,2,POUEBO,Pouébo,independantiste,independantiste,5,5,2427,1814,613,1805,1776,Union caledonienne,98.39,73.18
legislatives_2024,2,POUEBO,Pouébo,loyaliste,anti_independantiste,5,5,2427,1814,613,1805,29,Rassemblement - LR,1.61,1.19
legislatives_2024,2,POUEMBOUT,Pouembout,independantiste,independantiste,2,2,1908,1474,434,1449,752,Union caledonienne,51.9,39.41
legislatives_2024,2,POUEMBOUT,Pouembout,loyaliste,anti_independantiste,2,2,1908,1474,434,1449,697,Rassemblement - LR,48.1,36.53
legislatives_2024,2,POUM,Poum,independantiste,independantiste,3,3,1533,1170,363,1163,1040,Union caledonienne,89.42,67.84
legislatives_2024,2,POUM,Poum,loyaliste,anti_independantiste,3,3,1533,1170,363,1163,123,Rassemblement - LR,10.58,8.02
legislatives_2024,2,POYA,Poya,independantiste,independantiste,6,6,2597,2095,502,2077,1503,Union caledonienne,72.36,57.87
legislatives_2024,2,POYA,Poya,loyaliste,anti_independantiste,6,6,2597,2095,502,2077,574,Rassemblement - LR,27.64,22.1
legislatives_2024,2,SARRAMEA,Sarraméa,independantiste,independantiste,1,1,532,421,111,416,364,Union caledonienne,87.5,68.42
legislatives_2024,2,SARRAMEA,Sarraméa,loyaliste,anti_independantiste,1,1,532,421,111,416,52,Rassemblement - LR,12.5,9.77
legislatives_2024,2,THIO,Thio,independantiste,independantiste,4,4,2260,1596,664,1587,1465,Union caledonienne,92.31,64.82
legislatives_2024,2,THIO,Thio,loyaliste,anti_independantiste,4,4,2260,1596,664,1587,122,Rassemblement - LR,7.69,5.4
legislatives_2024,2,TOUHO,Touho,independantiste,independantiste,4,4,2027,1553,474,1538,1397,Union caledonienne,90.83,68.92
legislatives_2024,2,TOUHO,Touho,loyaliste,anti_independantiste,4,4,2027,1553,474,1538,141,Rassemblement - LR,9.17,6.96
legislatives_2024,2,VOH,Voh,independantiste,independantiste,7,7,2478,1966,512,1946,1507,Union caledonienne,77.44,60.82
legislatives_2024,2,VOH,Voh,loyaliste,anti_independantiste,7,7,2478,1966,512,1946,439,Rassemblement - LR,22.56,17.72
legislatives_2024,2,YATE,Yaté,independantiste,independantiste,4,4,1833,1405,428,1401,1359,Union caledonienne,97,74.14
legislatives_2024,2,YATE,Yaté,loyaliste,anti_independantiste,4,4,1833,1405,428,1401,42,Rassemblement - LR,3,2.29
municipales_2020,1,BELEP,Belep,non_classe,non_classe,1,1,944,659,285,656,656,BELEP : IDENTITE ET DESTIN PARTAGE | DAU AR POUR TOUS,100,69.49
municipales_2020,1,BOULOUPARI,Boulouparis,non_classe,non_classe,2,2,3143,2210,933,2165,2165,BOULOUPARIS POUR VOUS | ENSEMBLE DEVELOPPONS BOULOUPARIS | FA MURU BEREPWARI,100,68.88
municipales_2020,1,BOURAIL,Bourail,non_classe,non_classe,5,5,4501,2641,1860,2543,2543,BOURAIL EN ACCORD | DESSINONS BOURAIL | ENSEMBLE POUR BOURAIL | FLKNS | RENOUVEAU POUR BOURAIL,100,56.5
municipales_2020,1,CANALA,Canala,non_classe,non_classe,6,6,3500,2342,1158,2311,2311,FEDERATION COMMUNALE DE COMPETENCES AU SERVICE DE L'INNOVATION | MURU XORU CANALA ALTERNATIVE | UC FLNKS | XARACUU TAATOA,100,66.03
municipales_2020,1,DUMBEA,Dumbéa,non_classe,non_classe,24,24,21301,10237,11064,9970,9970,DUMBEA AUTREMENT UNE NOUVELLE AMBITION POUR NOTRE VILLE | DUMBEA UNE VILLE OCEANIENNE | GÉNÉRATIONS DUMBEA | NOTRE DUMBEA LE REVEIL | Pour une ville à votre image,100,46.81
municipales_2020,1,FARINO,Farino,non_classe,non_classe,1,1,644,526,118,512,512,AGISSONS ENSEMBLE POUR FARINO | GENERATIONS FARINO | LABEL'LE VERTE,100,79.5
municipales_2020,1,HIENGHENE,Hienghène,non_classe,non_classe,10,10,2472,1286,1186,1275,1275,HIENGHENE AUTREMENT | SOWEI FLNKS HYEEHEN | UC FLNKS HYEHEN | UNE AUTRE VOIE POUR LE DEVELOPPEMENT ET L INNOVATION,100,51.58
municipales_2020,1,HOUAILOU,Houailou,non_classe,non_classe,8,8,3723,2221,1502,2181,2181,LISTE UNITAIRE NATIONALISTE FLNKS | UNION POUR L'INDEPENDANCE | WAA WILUU 2020  POUR UN CHANGEMENT DURABLE,100,58.58
municipales_2020,1,ILEDESPINS,Ile des Pins,non_classe,non_classe,2,2,1786,1244,542,1230,1230,CALEDONIE ENSEMBLE | FLNKS | Les Républicains-Kunié | Sur les traces de l'excellence | UC FLNKS,100,68.87
municipales_2020,1,KAALAGOMEN,Kaala-Gomen,non_classe,non_classe,6,6,1697,1146,551,1137,1137,BWAPANU EN AVANT ! | ENTENTE COMMUNALE | Uni pour Bwapanu | UNION CALEDONIENNE BWAPANU,100,67
municipales_2020,1,KONE,Koné,non_classe,non_classe,12,12,4974,3009,1965,2942,2942,KONE AUTREMENT | UC-FLNKS KOOHNÊ | UNI POUR KOOHNE,100,59.15
