"n_cellules","population","n_cellules_dans_secteur","population_dans_secteur","n_cellules_secteur_proche","population_secteur_proche","distance_secteur_proche_max_m"
3350,85976,3329,85868.3614737613,21,107.638526238721,97.5894646841602
