"cell_id","longitude","latitude","pop","snap_route_m","code_bv_affectation","secteur_affectation","affectation_par_proximite","distance_secteur_proche_m","assigned_bureaux_complets_id","assigned_centres_8_id","assigned_centres_9_id","bureaux_complets","centres_8","centres_9","assigned_bureaux_complets","assigned_centres_8","assigned_centres_9","delta_8_vs_full","delta_9_vs_full","delta_9_vs_8","assigned_delta_8_vs_full","assigned_delta_9_vs_full","assigned_delta_9_vs_8","car_motorized_nearest_bureaux_complets","car_motorized_nearest_centres_8","car_motorized_nearest_centres_9","car_motorized_assigned_bureaux_complets","car_motorized_assigned_centres_8","car_motorized_assigned_centres_9","car_nearest_bureaux_complets","car_nearest_centres_8","car_nearest_centres_9","car_assigned_bureaux_complets","car_assigned_centres_8","car_assigned_centres_9","car_motorized_bureaux_complets","car_motorized_centres_8","car_motorized_centres_9","car_bureaux_complets","car_centres_8","car_centres_9","bus_transit_nearest_bureaux_complets_min","bus_transit_nearest_bureaux_complets_median","bus_transit_nearest_bureaux_complets_max","bus_transit_nearest_centres_8_min","bus_transit_nearest_centres_8_median","bus_transit_nearest_centres_8_max","bus_transit_nearest_centres_9_min","bus_transit_nearest_centres_9_median","bus_transit_nearest_centres_9_max","bus_transit_assigned_bureaux_complets_min","bus_transit_assigned_bureaux_complets_median","bus_transit_assigned_bureaux_complets_max","bus_transit_assigned_centres_8_min","bus_transit_assigned_centres_8_median","bus_transit_assigned_centres_8_max","bus_transit_assigned_centres_9_min","bus_transit_assigned_centres_9_median","bus_transit_assigned_centres_9_max","bus_nearest_bureaux_complets_min","bus_nearest_bureaux_complets_median","bus_nearest_bureaux_complets_max","bus_nearest_centres_8_min","bus_nearest_centres_8_median","bus_nearest_centres_8_max","bus_nearest_centres_9_min","bus_nearest_centres_9_median","bus_nearest_centres_9_max","bus_assigned_bureaux_complets_min","bus_assigned_bureaux_complets_median","bus_assigned_bureaux_complets_max","bus_assigned_centres_8_min","bus_assigned_centres_8_median","bus_assigned_centres_8_max","bus_assigned_centres_9_min","bus_assigned_centres_9_median","bus_assigned_centres_9_max","bus_nearest_bureaux_complets","bus_nearest_centres_8","bus_nearest_centres_9","bus_assigned_bureaux_complets","bus_assigned_centres_8","bus_assigned_centres_9","bus_transit_bureaux_complets","bus_transit_centres_8","bus_transit_centres_9","bus_bureaux_complets","bus_centres_8","bus_centres_9","bus_arret_proche","bus_marche_arret_min","bus_nearest_bureaux_complets_h08","bus_nearest_bureaux_complets_h10","bus_nearest_bureaux_complets_h12","bus_nearest_bureaux_complets_h14","bus_nearest_bureaux_complets_h16","bus_nearest_centres_8_h08","bus_nearest_centres_8_h10","bus_nearest_centres_8_h12","bus_nearest_centres_8_h14","bus_nearest_centres_8_h16","bus_nearest_centres_9_h08","bus_nearest_centres_9_h10","bus_nearest_centres_9_h12","bus_nearest_centres_9_h14","bus_nearest_centres_9_h16","bus_assigned_bureaux_complets_h08","bus_assigned_bureaux_complets_h10","bus_assigned_bureaux_complets_h12","bus_assigned_bureaux_complets_h14","bus_assigned_bureaux_complets_h16","bus_assigned_centres_8_h08","bus_assigned_centres_8_h10","bus_assigned_centres_8_h12","bus_assigned_centres_8_h14","bus_assigned_centres_8_h16","bus_assigned_centres_9_h08","bus_assigned_centres_9_h10","bus_assigned_centres_9_h12","bus_assigned_centres_9_h14","bus_assigned_centres_9_h16"
529,166.436825009849,-22.2345202032343,18.4008684413457,2.84909312835168,"0042","ECOLE GUSTAVE LODS 2",FALSE,0,"BV0042","R08","R09",11.3568596981575,34.4648969217034,5.91944656636982,18.3178228342326,34.4648969217034,5.91944656636982,23.1080372235459,-5.43741313178766,-28.5454503553335,16.1470740874708,-12.3983762678628,-28.5454503553335,6.64335175648676,10.8761858948296,6.45146831543692,6.72019294666123,10.8761858948296,6.45146831543692,6.64335175648676,10.8761858948296,5.91944656636982,6.72019294666123,10.8761858948296,5.91944656636982,6.64335175648676,10.8761858948296,6.45146831543692,6.64335175648676,10.8761858948296,5.91944656636982,31.6120477312987,31.6120477312987,35.6120477312987,78.4560796711048,78.4560796711048,79.4560796711048,30.4348189980568,30.4348189980568,34.4348189980568,38.3107198044248,38.3107198044248,42.3107198044248,81.3135852001891,81.3135852001891,82.3135852001891,30.4348189980568,30.4348189980568,34.4348189980568,11.3568596981575,11.3568596981575,11.3568596981575,34.4648969217034,34.4648969217034,34.4648969217034,5.91944656636982,5.91944656636982,5.91944656636982,18.3178228342326,18.3178228342326,18.3178228342326,34.4648969217034,34.4648969217034,34.4648969217034,5.91944656636982,5.91944656636982,5.91944656636982,11.3568596981575,34.4648969217034,5.91944656636982,18.3178228342326,34.4648969217034,5.91944656636982,31.6120477312987,78.4560796711048,30.4348189980568,11.3568596981575,34.4648969217034,5.91944656636982,"SCHWEITZER",2.71986319241536,11.3568596981575,11.3568596981575,11.3568596981575,11.3568596981575,11.3568596981575,34.4648969217034,34.4648969217034,34.4648969217034,34.4648969217034,34.4648969217034,5.91944656636982,5.91944656636982,5.91944656636982,5.91944656636982,5.91944656636982,18.3178228342326,18.3178228342326,18.3178228342326,18.3178228342326,18.3178228342326,34.4648969217034,34.4648969217034,34.4648969217034,34.4648969217034,34.4648969217034,5.91944656636982,5.91944656636982,5.91944656636982,5.91944656636982,5.91944656636982
530,166.437795040897,-22.2345176769123,55.6176698370305,25.9978968924435,"0042","ECOLE GUSTAVE LODS 2",FALSE,0,"BV0042","R08","R09",13.0051427140293,34.2165941653922,7.56772958224165,20.6834963378128,34.2165941653922,7.56772958224165,21.2114514513629,-5.43741313178766,-26.6488645831505,13.5330978275794,-13.1157667555711,-26.6488645831505,6.4611040461489,11.2893311429907,6.26922060509905,6.53794523632337,11.2893311429907,6.26922060509905,6.4611040461489,11.2893311429907,6.26922060509905,6.53794523632337,11.2893311429907,6.26922060509905,6.4611040461489,11.2893311429907,6.26922060509905,6.4611040461489,11.2893311429907,6.26922060509905,31.6120477312987,31.6120477312987,35.6120477312987,57.9360211708927,57.9360211708927,61.9360211708927,30.4348189980568,30.4348189980568,34.4348189980568,34.2838752618874,34.2838752618874,38.2838752618874,57.9360211708927,57.9360211708927,61.9360211708927,30.4348189980568,30.4348189980568,34.4348189980568,13.0051427140293,13.0051427140293,13.0051427140293,34.2165941653922,34.2165941653922,34.2165941653922,7.56772958224165,7.56772958224165,7.56772958224165,20.6834963378128,20.6834963378128,20.6834963378128,34.2165941653922,34.2165941653922,34.2165941653922,7.56772958224165,7.56772958224165,7.56772958224165,13.0051427140293,34.2165941653922,7.56772958224165,20.6834963378128,34.2165941653922,7.56772958224165,31.6120477312987,57.9360211708927,30.4348189980568,13.0051427140293,34.2165941653922,7.56772958224165,"SCHWEITZER",2.00239357066146,13.0051427140293,13.0051427140293,13.0051427140293,13.0051427140293,13.0051427140293,34.2165941653922,34.2165941653922,34.2165941653922,34.2165941653922,34.2165941653922,7.56772958224165,7.56772958224165,7.56772958224165,7.56772958224165,7.56772958224165,20.6834963378128,20.6834963378128,20.6834963378128,20.6834963378128,20.6834963378128,34.2165941653922,34.2165941653922,34.2165941653922,34.2165941653922,34.2165941653922,7.56772958224165,7.56772958224165,7.56772958224165,7.56772958224165,7.56772958224165
531,166.438765071911,-22.2345151449865,53.5594206844878,31.1111982790998,"0043","ECOLE DANIEL TALON",FALSE,0,"BV0043","R08","R09",14.1411256556801,32.7783547156314,8.70371252389245,14.1411256556801,32.7783547156314,8.70371252389245,18.6372290599513,-5.43741313178766,-24.074642191739,18.6372290599513,-5.43741313178766,-24.074642191739,6.65043453642403,11.4786616332659,6.45855109537419,8.67769781424496,11.4786616332659,6.45855109537419,6.65043453642403,11.4786616332659,6.45855109537419,8.67769781424496,11.4786616332659,6.45855109537419,6.65043453642403,11.4786616332659,6.45855109537419,6.65043453642403,11.4786616332659,6.45855109537419,13.3251077841353,31.6120477312987,35.6120477312987,19.4560796711048,57.9360211708927,61.9360211708927,19.4560796711048,30.4348189980568,34.4348189980568,27.859365751283,33.4886128339009,37.4886128339009,22.3135852001891,57.9360211708927,61.9360211708927,21.9057462136668,30.4348189980568,34.4348189980568,13.3251077841353,14.1411256556801,14.1411256556801,19.4560796711048,32.7783547156314,32.7783547156314,8.70371252389245,8.70371252389245,8.70371252389245,14.1411256556801,14.1411256556801,14.1411256556801,22.3135852001891,32.7783547156314,32.7783547156314,8.70371252389245,8.70371252389245,8.70371252389245,14.1411256556801,32.7783547156314,8.70371252389245,14.1411256556801,32.7783547156314,8.70371252389245,31.6120477312987,57.9360211708927,30.4348189980568,14.1411256556801,32.7783547156314,8.70371252389245,"SCHWEITZER",2.39614361802393,13.3251077841353,13.3251077841353,14.1411256556801,14.1411256556801,14.1411256556801,19.4560796711048,19.4560796711048,32.7783547156314,32.7783547156314,32.7783547156314,8.70371252389245,8.70371252389245,8.70371252389245,8.70371252389245,8.70371252389245,14.1411256556801,14.1411256556801,14.1411256556801,14.1411256556801,14.1411256556801,22.3135852001891,22.3135852001891,32.7783547156314,32.7783547156314,32.7783547156314,8.70371252389245,8.70371252389245,8.70371252389245,8.70371252389245,8.70371252389245
532,166.439735102892,-22.2345126074568,43.6963196976359,12.1204612241475,"0042","ECOLE GUSTAVE LODS 2",FALSE,0,"BV0042","R08","R09",15.3454393440407,30.4725004821313,9.90802621225304,23.0237929678242,30.4725004821313,9.90802621225304,15.1270611380906,-5.43741313178766,-20.5644742698782,7.44870751430711,-13.1157667555711,-20.5644742698782,6.85115348448413,11.6793805813259,6.65927004343428,6.9279946746586,11.6793805813259,6.65927004343428,6.85115348448413,11.6793805813259,6.65927004343428,6.9279946746586,11.6793805813259,6.65927004343428,6.85115348448413,11.6793805813259,6.65927004343428,6.85115348448413,11.6793805813259,6.65927004343428,13.3251077841353,31.6120477312987,35.6120477312987,19.4560796711048,57.9360211708927,61.9360211708927,19.4560796711048,30.4348189980568,34.4348189980568,26.5139512417786,34.2838752618874,38.2838752618874,22.3135852001891,57.9360211708927,61.9360211708927,30.2002000487839,30.4348189980568,34.4348189980568,13.3251077841353,15.3454393440407,15.3454393440407,19.4560796711048,30.4725004821313,30.4725004821313,9.90802621225304,9.90802621225304,9.90802621225304,23.0237929678242,23.0237929678242,23.0237929678242,22.3135852001891,30.4725004821313,30.4725004821313,9.90802621225304,9.90802621225304,9.90802621225304,15.3454393440407,30.4725004821313,9.90802621225304,23.0237929678242,30.4725004821313,9.90802621225304,31.6120477312987,57.9360211708927,30.4348189980568,15.3454393440407,30.4725004821313,9.90802621225304,"SCHWEITZER",3.54872208894515,13.3251077841353,13.3251077841353,15.3454393440407,15.3454393440407,15.3454393440407,19.4560796711048,19.4560796711048,30.4725004821313,30.4725004821313,30.4725004821313,9.90802621225304,9.90802621225304,9.90802621225304,9.90802621225304,9.90802621225304,23.0237929678242,23.0237929678242,23.0237929678242,23.0237929678242,23.0237929678242,22.3135852001891,22.3135852001891,30.4725004821313,30.4725004821313,30.4725004821313,9.90802621225304,9.90802621225304,9.90802621225304,9.90802621225304,9.90802621225304
533,166.440705133838,-22.2345100643234,113.994757109106,9.33556686150937,"0042","ECOLE GUSTAVE LODS 2",FALSE,0,"BV0042","R08","R09",16.5630311432984,28.7026376600302,10.8358666264744,23.5079748471803,28.7026376600302,10.8358666264744,12.1396065167318,-5.72716451682404,-17.8667710335558,5.19466281284992,-12.6721082207059,-17.8667710335558,7.13499104405042,11.9632181408922,6.84482523036138,7.21183223422489,11.9632181408922,6.84482523036138,7.13499104405042,11.9632181408922,6.84482523036138,7.21183223422489,11.9632181408922,6.84482523036138,7.13499104405042,11.9632181408922,6.84482523036138,7.13499104405042,11.9632181408922,6.84482523036138,13.3251077841353,31.6120477312987,35.6120477312987,19.4560796711048,48.6561149978077,52.6561149978077,19.4560796711048,30.4348189980568,34.4348189980568,26.5139512417786,34.2838752618874,38.2838752618874,22.3135852001891,48.6561149978077,52.6561149978077,30.2002000487839,30.4348189980568,34.4348189980568,13.3251077841353,16.5630311432984,16.5630311432984,19.4560796711048,28.7026376600302,28.7026376600302,10.8358666264744,10.8358666264744,10.8358666264744,23.5079748471803,23.5079748471803,23.5079748471803,22.3135852001891,28.7026376600302,28.7026376600302,10.8358666264744,10.8358666264744,10.8358666264744,16.5630311432984,28.7026376600302,10.8358666264744,23.5079748471803,28.7026376600302,10.8358666264744,31.6120477312987,48.6561149978077,30.4348189980568,16.5630311432984,28.7026376600302,10.8358666264744,"MARCONI",3.81990239568782,13.3251077841353,13.3251077841353,16.5630311432984,16.5630311432984,16.5630311432984,19.4560796711048,19.4560796711048,28.7026376600302,28.7026376600302,28.7026376600302,10.8358666264744,10.8358666264744,10.8358666264744,10.8358666264744,10.8358666264744,23.5079748471803,23.5079748471803,23.5079748471803,23.5079748471803,23.5079748471803,22.3135852001891,22.3135852001891,28.7026376600302,28.7026376600302,28.7026376600302,10.8358666264744,10.8358666264744,10.8358666264744,10.8358666264744,10.8358666264744
534,166.441675164751,-22.2345075155861,31.785707892857,18.4792776224205,"0043","ECOLE DANIEL TALON",FALSE,0,"BV0043","R08","R09",17.2543978399742,27.3629399888763,11.4077212846002,17.2543978399742,27.3629399888763,11.4077212846002,10.1085421489021,-5.846676555374,-15.9552187042761,10.1085421489021,-5.846676555374,-15.9552187042761,7.36573273603888,12.1939598328807,6.9012868807667,9.12043359963748,12.1939598328807,6.9012868807667,7.36573273603888,12.1939598328807,6.9012868807667,9.12043359963748,12.1939598328807,6.9012868807667,7.36573273603888,12.1939598328807,6.9012868807667,7.36573273603888,12.1939598328807,6.9012868807667,12.3251077841353,12.3251077841353,13.3251077841353,18.4560796711048,18.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,19.4560796711048,33.4886128339009,33.4886128339009,34.5747731658225,21.3135852001891,21.3135852001891,22.3135852001891,29.2002000487839,29.2002000487839,30.2002000487839,12.3251077841353,12.3251077841353,13.3251077841353,18.4560796711048,18.4560796711048,19.4560796711048,11.4077212846002,11.4077212846002,11.4077212846002,17.2543978399742,17.2543978399742,17.2543978399742,21.3135852001891,21.3135852001891,22.3135852001891,11.4077212846002,11.4077212846002,11.4077212846002,12.3251077841353,18.4560796711048,11.4077212846002,17.2543978399742,21.3135852001891,11.4077212846002,12.3251077841353,18.4560796711048,18.4560796711048,12.3251077841353,18.4560796711048,11.4077212846002,"MARCONI",2.24581548747787,13.3251077841353,13.3251077841353,12.3251077841353,12.3251077841353,12.3251077841353,19.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,18.4560796711048,11.4077212846002,11.4077212846002,11.4077212846002,11.4077212846002,11.4077212846002,17.2543978399742,17.2543978399742,17.2543978399742,17.2543978399742,17.2543978399742,22.3135852001891,22.3135852001891,21.3135852001891,21.3135852001891,21.3135852001891,11.4077212846002,11.4077212846002,11.4077212846002,11.4077212846002,11.4077212846002
535,166.44264519563,-22.234504961245,3.70157499129939,10.899388238661,"0033","ECOLE ROBERT BURCK",FALSE,0,"BV0033","R08","R10",18.8951856293121,25.5744340692129,13.0485090739381,35.0405263852534,25.5744340692129,32.3571347450049,6.67924843990074,-5.846676555374,-12.5259249952747,-9.46609231604055,-2.68339164024857,6.78270067579198,7.63919736759521,9.26240567820215,7.17475151232302,11.03102164131,9.26240567820215,10.3928557908341,7.63919736759521,9.26240567820215,7.17475151232302,11.03102164131,9.26240567820215,10.3928557908341,7.63919736759521,9.26240567820215,7.17475151232302,7.63919736759521,9.26240567820215,7.17475151232302,12.3251077841353,12.3251077841353,13.3251077841353,18.4560796711048,18.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,19.4560796711048,29.9419233836107,29.9419233836107,30.9419233836107,21.3135852001891,21.3135852001891,22.3135852001891,33.9655414660632,33.9655414660632,34.9655414660632,12.3251077841353,12.3251077841353,13.3251077841353,18.4560796711048,18.4560796711048,19.4560796711048,13.0485090739381,13.0485090739381,13.0485090739381,29.9419233836107,29.9419233836107,30.9419233836107,21.3135852001891,21.3135852001891,22.3135852001891,32.3571347450049,32.3571347450049,32.3571347450049,12.3251077841353,18.4560796711048,13.0485090739381,29.9419233836107,21.3135852001891,32.3571347450049,12.3251077841353,18.4560796711048,18.4560796711048,12.3251077841353,18.4560796711048,13.0485090739381,"MARCONI",0.784678338562584,13.3251077841353,13.3251077841353,12.3251077841353,12.3251077841353,12.3251077841353,19.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,18.4560796711048,13.0485090739381,13.0485090739381,13.0485090739381,13.0485090739381,13.0485090739381,30.9419233836107,30.9419233836107,29.9419233836107,29.9419233836107,29.9419233836107,22.3135852001891,22.3135852001891,21.3135852001891,21.3135852001891,21.3135852001891,32.3571347450049,32.3571347450049,32.3571347450049,32.3571347450049,32.3571347450049
536,166.443615226474,-22.2345024013001,0.181076530545987,53.8422820609308,"0033","ECOLE ROBERT BURCK",FALSE,0,"BV0033","R08","R10",23.846145377198,23.7773211604906,17.999468821824,34.8151036338348,23.7773211604906,30.5600218362826,-0.0688242167073909,-5.846676555374,-5.77785233866661,-11.0377824733442,-4.25508179755222,6.78270067579198,8.46435732557618,8.96288686008176,7.99991147030399,10.9934511827402,8.96288686008176,10.0933369727138,8.46435732557618,8.96288686008176,7.99991147030399,10.9934511827402,8.96288686008176,10.0933369727138,8.46435732557618,8.96288686008176,7.99991147030399,8.46435732557618,8.96288686008176,7.99991147030399,12.3251077841353,12.3251077841353,13.3251077841353,18.4560796711048,18.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,19.4560796711048,29.9419233836107,29.9419233836107,30.9419233836107,21.3135852001891,21.3135852001891,22.3135852001891,33.9655414660632,33.9655414660632,34.9655414660632,12.3251077841353,12.3251077841353,13.3251077841353,18.4560796711048,18.4560796711048,19.4560796711048,17.999468821824,17.999468821824,17.999468821824,29.9419233836107,29.9419233836107,30.9419233836107,21.3135852001891,21.3135852001891,22.3135852001891,30.5600218362826,30.5600218362826,30.5600218362826,12.3251077841353,18.4560796711048,17.999468821824,29.9419233836107,21.3135852001891,30.5600218362826,12.3251077841353,18.4560796711048,18.4560796711048,12.3251077841353,18.4560796711048,17.999468821824,"MARCONI",1.14357028040398,13.3251077841353,13.3251077841353,12.3251077841353,12.3251077841353,12.3251077841353,19.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,18.4560796711048,17.999468821824,17.999468821824,17.999468821824,17.999468821824,17.999468821824,30.9419233836107,30.9419233836107,29.9419233836107,29.9419233836107,29.9419233836107,22.3135852001891,22.3135852001891,21.3135852001891,21.3135852001891,21.3135852001891,30.5600218362826,30.5600218362826,30.5600218362826,30.5600218362826,30.5600218362826
537,166.44555528806,-22.2344972645988,0.172262695595255,6.25714972015272,"0033","ECOLE ROBERT BURCK",FALSE,0,"BV0033","R08","R10",25.5823600220162,22.6307391165457,19.7356834666422,36.551318278653,22.6307391165457,29.4134397923376,-2.95162090547054,-5.846676555374,-2.89505564990346,-13.9205791621074,-7.13787848631538,6.78270067579198,8.75372643304588,8.77178985275761,8.2892805777737,11.2828202902099,8.77178985275761,9.9022399653896,8.75372643304588,8.77178985275761,8.2892805777737,11.2828202902099,8.77178985275761,9.9022399653896,8.75372643304588,8.77178985275761,8.2892805777737,8.75372643304588,8.77178985275761,8.2892805777737,12.3251077841353,12.3251077841353,13.3251077841353,18.4560796711048,18.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,19.4560796711048,29.9419233836107,29.9419233836107,30.9419233836107,21.3135852001891,21.3135852001891,22.3135852001891,33.9655414660632,33.9655414660632,34.9655414660632,12.3251077841353,12.3251077841353,13.3251077841353,18.4560796711048,18.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,19.4560796711048,29.9419233836107,29.9419233836107,30.9419233836107,21.3135852001891,21.3135852001891,22.3135852001891,29.4134397923376,29.4134397923376,29.4134397923376,12.3251077841353,18.4560796711048,18.4560796711048,29.9419233836107,21.3135852001891,29.4134397923376,12.3251077841353,18.4560796711048,18.4560796711048,12.3251077841353,18.4560796711048,18.4560796711048,"MARCONI",3.87016151468421,13.3251077841353,13.3251077841353,12.3251077841353,12.3251077841353,12.3251077841353,19.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,18.4560796711048,19.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,18.4560796711048,30.9419233836107,30.9419233836107,29.9419233836107,29.9419233836107,29.9419233836107,22.3135852001891,22.3135852001891,21.3135852001891,21.3135852001891,21.3135852001891,29.4134397923376,29.4134397923376,29.4134397923376,29.4134397923376,29.4134397923376
538,166.446525318802,-22.2344946878424,0.537501369697902,35.2578856745905,"0033","ECOLE ROBERT BURCK",FALSE,0,"BV0033","R08","R10",25.2112362243194,19.8087881977832,19.3645596689454,31.9275461273224,19.8087881977832,26.5914888735752,-5.40244802653614,-5.846676555374,-0.444228528837865,-12.1187579295392,-5.33605725374724,6.78270067579198,8.69187246676308,8.30146469963054,8.22742661149089,10.6724316809079,8.30146469963054,9.43191481226253,8.69187246676308,8.30146469963054,8.22742661149089,10.6724316809079,8.30146469963054,9.43191481226253,8.69187246676308,8.30146469963054,8.22742661149089,8.69187246676308,8.30146469963054,8.22742661149089,12.3251077841353,12.3251077841353,13.3251077841353,18.4560796711048,18.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,19.4560796711048,29.9419233836107,29.9419233836107,30.9419233836107,22.3135852001891,25.6163457704597,25.6163457704597,34.9655414660632,38.1869157694235,38.1869157694235,12.3251077841353,12.3251077841353,13.3251077841353,18.4560796711048,18.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,19.3645596689454,29.9419233836107,29.9419233836107,30.9419233836107,19.8087881977832,19.8087881977832,19.8087881977832,26.5914888735752,26.5914888735752,26.5914888735752,12.3251077841353,18.4560796711048,18.4560796711048,29.9419233836107,19.8087881977832,26.5914888735752,12.3251077841353,18.4560796711048,18.4560796711048,12.3251077841353,18.4560796711048,18.4560796711048,"GALILEE",4.20167834832697,13.3251077841353,13.3251077841353,12.3251077841353,12.3251077841353,12.3251077841353,19.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,18.4560796711048,19.3645596689454,19.3645596689454,18.4560796711048,18.4560796711048,18.4560796711048,30.9419233836107,30.9419233836107,29.9419233836107,29.9419233836107,29.9419233836107,19.8087881977832,19.8087881977832,19.8087881977832,19.8087881977832,19.8087881977832,26.5914888735752,26.5914888735752,26.5914888735752,26.5914888735752,26.5914888735752
539,166.44749534951,-22.2344921054823,0.119491979169645,5.92615331034631,"0033","ECOLE ROBERT BURCK",FALSE,0,"BV0033","R08","R10",29.7187402701922,19.4859044946036,24.1586657782276,29.7187402701922,19.4859044946036,26.2686051703955,-10.2328357755886,-5.56007449196463,4.67276128362399,-10.2328357755886,-3.45013509979665,6.78270067579198,9.49089015164344,8.24765074910059,9.02644429637126,10.3078298829107,8.24765074910059,9.37810086173259,9.49089015164344,8.24765074910059,9.02644429637126,10.3078298829107,8.24765074910059,9.37810086173259,9.49089015164344,8.24765074910059,9.02644429637126,9.49089015164344,8.24765074910059,9.02644429637126,12.3251077841353,12.3251077841353,13.3251077841353,18.4560796711048,18.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,19.4560796711048,29.9419233836107,29.9419233836107,30.9419233836107,25.6163457704597,25.6163457704597,26.6163457704597,38.1869157694235,38.1869157694235,39.1869157694235,12.3251077841353,12.3251077841353,13.3251077841353,18.4560796711048,18.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,19.4560796711048,29.7187402701922,29.7187402701922,29.7187402701922,19.4859044946036,19.4859044946036,19.4859044946036,26.2686051703955,26.2686051703955,26.2686051703955,12.3251077841353,18.4560796711048,18.4560796711048,29.7187402701922,19.4859044946036,26.2686051703955,12.3251077841353,18.4560796711048,18.4560796711048,12.3251077841353,18.4560796711048,18.4560796711048,"GALILEE",4.28510819449349,13.3251077841353,13.3251077841353,12.3251077841353,12.3251077841353,12.3251077841353,19.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,18.4560796711048,19.4560796711048,19.4560796711048,18.4560796711048,18.4560796711048,18.4560796711048,29.7187402701922,29.7187402701922,29.7187402701922,29.7187402701922,29.7187402701922,19.4859044946036,19.4859044946036,19.4859044946036,19.4859044946036,19.4859044946036,26.2686051703955,26.2686051703955,26.2686051703955,26.2686051703955,26.2686051703955
540,166.460105745543,-22.234458024853,8.8191271105102,5.66738165496638,"0048","ECOLE MARGUERITE ARSAPIN",FALSE,0,"BV0048","R08","R10",12.5941518949606,22.7169863714703,12.072103059125,17.3454473545603,22.7169863714703,12.072103059125,10.1228344765097,-0.522048835835623,-10.6448833123453,5.37153901690999,-5.27334429543531,-10.6448833123453,6.7334848575727,8.6362211987932,6.64647671826676,8.45081688594261,8.6362211987932,6.64647671826676,6.7334848575727,8.6362211987932,6.64647671826676,8.45081688594261,8.6362211987932,6.64647671826676,6.7334848575727,8.6362211987932,6.64647671826676,6.7334848575727,8.6362211987932,6.64647671826676,16.3109926974677,16.3109926974677,17.3109926974677,30.1290263428997,30.1290263428997,31.1290263428997,18.7148989286039,18.7148989286039,19.7148989286039,23.8000836751904,23.8000836751904,24.8000836751904,30.7635270992533,30.7635270992533,31.7635270992533,18.7148989286039,18.7148989286039,19.7148989286039,12.5941518949606,12.5941518949606,12.5941518949606,22.7169863714703,22.7169863714703,22.7169863714703,12.072103059125,12.072103059125,12.072103059125,17.3454473545603,17.3454473545603,17.3454473545603,22.7169863714703,22.7169863714703,22.7169863714703,12.072103059125,12.072103059125,12.072103059125,12.5941518949606,22.7169863714703,12.072103059125,17.3454473545603,22.7169863714703,12.072103059125,16.3109926974677,30.1290263428997,18.7148989286039,12.5941518949606,22.7169863714703,12.072103059125,"ECOLE BURCK",8.09437153037265,12.5941518949606,12.5941518949606,12.5941518949606,12.5941518949606,12.5941518949606,22.7169863714703,22.7169863714703,22.7169863714703,22.7169863714703,22.7169863714703,12.072103059125,12.072103059125,12.072103059125,12.072103059125,12.072103059125,17.3454473545603,17.3454473545603,17.3454473545603,17.3454473545603,17.3454473545603,22.7169863714703,22.7169863714703,22.7169863714703,22.7169863714703,22.7169863714703,12.072103059125,12.072103059125,12.072103059125,12.072103059125,12.072103059125
