province,commune,numero_liste,inscrits,votants,participation,abstentions,abstention,nuls,blancs,exprimes,voix,pct_exprimes,code_pdf,liste,etiquette,bloc_historique,nuance,couleur,source
Province Nord,Hienghène,1,2480,1463,58.99,1017,41.01,13,8,1442,28,1.94,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Hienghène,2,2480,1463,58.99,1017,41.01,13,8,1442,42,2.9099999999999997,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Hienghène,3,2480,1463,58.99,1017,41.01,13,8,1442,1007,69.83,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Hienghène,4,2480,1463,58.99,1017,41.01,13,8,1442,45,3.12,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Hienghène,5,2480,1463,58.99,1017,41.01,13,8,1442,320,22.19,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Houailou,1,3694,2084,56.42,1610,43.58,24,15,2045,98,4.79,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Houailou,2,3694,2084,56.42,1610,43.58,24,15,2045,95,4.6499999999999995,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Houailou,3,3694,2084,56.42,1610,43.58,24,15,2045,1212,59.27,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Houailou,4,3694,2084,56.42,1610,43.58,24,15,2045,55,2.69,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Houailou,5,3694,2084,56.42,1610,43.58,24,15,2045,585,28.610000000000003,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Kaala Gomen,1,1791,1153,64.38,638,35.620000000000005,6,10,1137,151,13.28,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Kaala Gomen,2,1791,1153,64.38,638,35.620000000000005,6,10,1137,37,3.25,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Kaala Gomen,3,1791,1153,64.38,638,35.620000000000005,6,10,1137,517,45.47,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Kaala Gomen,4,1791,1153,64.38,638,35.620000000000005,6,10,1137,26,2.29,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Kaala Gomen,5,1791,1153,64.38,638,35.620000000000005,6,10,1137,406,35.71,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Koné,1,4865,3230,66.39,1635,33.61,22,30,3178,812,25.55,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Koné,2,4865,3230,66.39,1635,33.61,22,30,3178,65,2.05,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Koné,3,4865,3230,66.39,1635,33.61,22,30,3178,1000,31.47,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Koné,4,4865,3230,66.39,1635,33.61,22,30,3178,79,2.4899999999999998,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Koné,5,4865,3230,66.39,1635,33.61,22,30,3178,1222,38.449999999999996,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Kouaoua,1,1195,701,58.660000000000004,494,41.339999999999996,7,3,691,144,20.84,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Kouaoua,2,1195,701,58.660000000000004,494,41.339999999999996,7,3,691,7,1.01,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Kouaoua,3,1195,701,58.660000000000004,494,41.339999999999996,7,3,691,386,55.86,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Kouaoua,4,1195,701,58.660000000000004,494,41.339999999999996,7,3,691,4,0.58,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Kouaoua,5,1195,701,58.660000000000004,494,41.339999999999996,7,3,691,150,21.71,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Koumac,1,2898,1742,60.11,1156,39.89,18,16,1708,886,51.87,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Koumac,2,2898,1742,60.11,1156,39.89,18,16,1708,24,1.41,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Koumac,3,2898,1742,60.11,1156,39.89,18,16,1708,352,20.610000000000003,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Koumac,4,2898,1742,60.11,1156,39.89,18,16,1708,59,3.4499999999999997,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Koumac,5,2898,1742,60.11,1156,39.89,18,16,1708,387,22.66,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Ouégoa,1,2226,1350,60.65,876,39.349999999999994,8,7,1335,363,27.19,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Ouégoa,2,2226,1350,60.65,876,39.349999999999994,8,7,1335,19,1.42,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Ouégoa,3,2226,1350,60.65,876,39.349999999999994,8,7,1335,453,33.93,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Ouégoa,4,2226,1350,60.65,876,39.349999999999994,8,7,1335,13,0.97,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Ouégoa,5,2226,1350,60.65,876,39.349999999999994,8,7,1335,487,36.48,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poindimié,1,4283,2651,61.9,1632,38.1,25,22,2604,296,11.370000000000001,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poindimié,2,4283,2651,61.9,1632,38.1,25,22,2604,86,3.3,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poindimié,3,4283,2651,61.9,1632,38.1,25,22,2604,581,22.310000000000002,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poindimié,4,4283,2651,61.9,1632,38.1,25,22,2604,206,7.91,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poindimié,5,4283,2651,61.9,1632,38.1,25,22,2604,1435,55.11,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Ponérihouen,1,2683,1664,62.02,1019,37.98,14,8,1642,97,5.91,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Ponérihouen,2,2683,1664,62.02,1019,37.98,14,8,1642,374,22.779999999999998,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Ponérihouen,3,2683,1664,62.02,1019,37.98,14,8,1642,635,38.67,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Ponérihouen,4,2683,1664,62.02,1019,37.98,14,8,1642,37,2.25,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Ponérihouen,5,2683,1664,62.02,1019,37.98,14,8,1642,499,30.39,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Pouembout,1,1738,1147,66,591,34,4,15,1128,506,44.86,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Pouembout,2,1738,1147,66,591,34,4,15,1128,14,1.24,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Pouembout,3,1738,1147,66,591,34,4,15,1128,308,27.3,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Pouembout,4,1738,1147,66,591,34,4,15,1128,48,4.26,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Pouembout,5,1738,1147,66,591,34,4,15,1128,252,22.34,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poum,1,1519,936,61.620000000000005,583,38.379999999999995,8,3,925,88,9.51,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poum,2,1519,936,61.620000000000005,583,38.379999999999995,8,3,925,53,5.73,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poum,3,1519,936,61.620000000000005,583,38.379999999999995,8,3,925,388,41.949999999999996,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poum,4,1519,936,61.620000000000005,583,38.379999999999995,8,3,925,20,2.16,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poum,5,1519,936,61.620000000000005,583,38.379999999999995,8,3,925,376,40.65,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Pouébo,1,2403,1232,51.27,1171,48.730000000000004,7,3,1222,26,2.13,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Pouébo,2,2403,1232,51.27,1171,48.730000000000004,7,3,1222,126,10.31,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Pouébo,3,2403,1232,51.27,1171,48.730000000000004,7,3,1222,561,45.91,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Pouébo,4,2403,1232,51.27,1171,48.730000000000004,7,3,1222,19,1.55,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Pouébo,5,2403,1232,51.27,1171,48.730000000000004,7,3,1222,490,40.1,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poya Nord,1,2295,1512,65.88,783,34.120000000000005,15,19,1478,291,19.69,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poya Nord,2,2295,1512,65.88,783,34.120000000000005,15,19,1478,139,9.4,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poya Nord,3,2295,1512,65.88,783,34.120000000000005,15,19,1478,695,47.02,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poya Nord,4,2295,1512,65.88,783,34.120000000000005,15,19,1478,54,3.65,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Poya Nord,5,2295,1512,65.88,783,34.120000000000005,15,19,1478,299,20.23,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Touho,1,1971,1185,60.120000000000005,786,39.879999999999995,9,9,1167,107,9.17,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Touho,2,1971,1185,60.120000000000005,786,39.879999999999995,9,9,1167,30,2.57,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Touho,3,1971,1185,60.120000000000005,786,39.879999999999995,9,9,1167,414,35.48,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Touho,4,1971,1185,60.120000000000005,786,39.879999999999995,9,9,1167,24,2.06,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Touho,5,1971,1185,60.120000000000005,786,39.879999999999995,9,9,1167,591,50.64,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Voh,1,2432,1610,66.2,822,33.8,9,25,1576,333,21.130000000000003,LL - LR,Agissons ensemble pour le Nord,LL-LR Nord,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Voh,2,2432,1610,66.2,822,33.8,9,25,1576,60,3.8099999999999996,NAT,Alternative Nord pour un pays souverain,Alternative Nord,independantiste,UPK / Parti travailliste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Voh,3,2432,1610,66.2,822,33.8,9,25,1576,318,20.18,UC FLNKS,UC-FLNKS,UC-FLNKS,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Voh,4,2432,1610,66.2,822,33.8,9,25,1576,62,3.9299999999999997,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Nord,Voh,5,2432,1610,66.2,822,33.8,9,25,1576,803,50.949999999999996,UNI,Union nationale pour l'indépendance,UNI,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Lifou,1,10792,5841,54.120000000000005,4951,45.879999999999995,40,52,5749,1493,25.97,PALIKA,Palika Îles,Palika Îles,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Lifou,2,10792,5841,54.120000000000005,4951,45.879999999999995,40,52,5749,119,2.07,NS,Un nouveau souffle,Un nouveau souffle,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Lifou,3,10792,5841,54.120000000000005,4951,45.879999999999995,40,52,5749,109,1.9,AUTRES,Baselaia,Baselaia,independantiste,UC dissidente,#7aa874,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Lifou,4,10792,5841,54.120000000000005,4951,45.879999999999995,40,52,5749,676,11.76,DA,Nation autochtone,Nation autochtone / DA,independantiste,Dynamique autochtone,#88a96d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Lifou,5,10792,5841,54.120000000000005,4951,45.879999999999995,40,52,5749,2373,41.28,UC FLNKS,UC-FLNKS Îles,UC-FLNKS Îles,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Lifou,6,10792,5841,54.120000000000005,4951,45.879999999999995,40,52,5749,105,1.83,AUTRES,S'engager et œuvrer,UPK,independantiste,UPK,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Maré,1,6973,4352,62.41,2621,37.59,15,9,4328,580,13.4,PALIKA,Palika Îles,Palika Îles,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Maré,2,6973,4352,62.41,2621,37.59,15,9,4328,7,0.16,NS,Un nouveau souffle,Un nouveau souffle,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Maré,3,6973,4352,62.41,2621,37.59,15,9,4328,4,0.09,AUTRES,Baselaia,Baselaia,independantiste,UC dissidente,#7aa874,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
