tour,date_scrutin,page,commune_code,commune_code_court,commune,nuance,numero_liste_municipale,tete_liste,voix,pct_inscrits,pct_exprimes,sieges,liste_municipale,source_pdf,source_url
1,2026-03-15,28,98828,28,Sarraméa,,,Tony KAWA,117,21.63,29.77,5,ARII FACHA POUR UNE DIVERSITE COMMUNALE,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,28,98828,28,Sarraméa,,,Karmen HOLERO,69,12.75,17.56,2,CONTINUONS A OEUVRER POUR SARRAMEA,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,28,98828,28,Sarraméa,,,Prisca HOLERO,64,11.83,16.28,2,UNION CITOYENNE,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,29,98829,29,Thio,,1,Téva PUAHIO,666,29.08,45.31,0,Notre jeunesse au coeur du changement,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,29,98829,29,Thio,,2,Lorenza M'BOUERI,371,16.2,25.24,0,"THIO,TERRE D'AVENIR-C'EST MAINTENANT!",data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,29,98829,29,Thio,,3,Eric TOURA,195,8.52,13.27,0,THIO EN MARCHE,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,29,98829,29,Thio,,4,Jean Marie Vianney AYAWA,52,2.27,3.54,0,"AVEC LE FLNKS, L'AVENIR C'EST MAINTENANT !",data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,29,98829,29,Thio,,5,Pierre Chanel NONMOIRA,186,8.12,12.65,0,MURU RE COO - LE BIEN-ETRE DE THIO,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,30,98830,30,Touho,,1,Donald SOEKIR,647,32.22,53.96,15,UNION CITOYENNE de TOUHO,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,30,98830,30,Touho,,2,Alphonse Boulet POININE,552,27.49,46.04,4,UNI,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,31,98831,31,Voh,,1,Emmanuel LOUISY-GABRIEL,354,14.19,22.78,0,RENOUVOH,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,31,98831,31,Voh,,2,Joel BOATATE KOLEKOLE,641,25.7,41.25,0,UNION NATIONALE POUR L'INDEPENDANCE,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,31,98831,31,Voh,,3,Thierry POUYA,147,5.89,9.46,0,SOUVERAINETE CALEDONIENNE,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,31,98831,31,Voh,,4,David POITHILY,412,16.52,26.51,0,UC ET NATIONALISTES,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,32,98832,32,Yaté,,1,Sandrine AOURIGNA EP ATINOUA,351,19.18,25.87,2,TREE YATRE VE TRAPE DRÜU YË KANAKY-NC,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,32,98832,32,Yaté,,2,Louis Pidjot HOMOU,811,44.32,59.76,16,YATE VERS UNE NATION SOUVERAINE,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,32,98832,32,Yaté,,3,Marie Renee Vanessa TIHA,195,10.66,14.37,1,EBUMUIRE ME YATRE ITEA,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,33,98833,33,Kouaoua,,1,Alcide PONGA,258,21.39,29.28,0,KAAWIIPAA TERRE COMMUNE ET AVENIR,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,33,98833,33,Kouaoua,,2,Suzanne - Poawe MEREATU,107,8.87,12.15,0,VISION KAAWIIPAA,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,33,98833,33,Kouaoua,,3,Thérèse - Jacqueline COUIEMOIN,193,16,21.91,0,TO CHAA TRUNODO VEII KANAKY,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
1,2026-03-15,33,98833,33,Kouaoua,,4,Franck DIOPOUE,323,26.78,36.66,0,NOORE KAAWIIPAA NA TRU NEWE NIARREHI RI - KOUOUA MAITRE DE SON AVENIR,data/elections/data_raw/municipales_2026/municipales_2026_t1_resultats_988_0135.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13122/109633/file/Municipales%2B2026%2B-%2BR%C3%A9sultats%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-17_01h35.pdf
2,2026-03-22,1,98802,02,Bouloupari,,1,Karlheinz CREUGNET,932,27.57,38.28,4,Boulouparis au coeur de nos vies,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,1,98802,02,Bouloupari,,2,Roger Philippe THEVEDIN,449,13.28,18.44,2,"Construire ensemble, Berepwari",data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,1,98802,02,Bouloupari,,3,Pascal VITTORI,1054,31.17,43.29,17,Boulouparis pour vous,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,2,98803,03,Bourail,LDIV,1,Jean-Paul ROBELIN,520,10.66,15,2,Ambition Bourail,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,2,98803,03,Bourail,LDVD,2,Levay ROY,1400,28.71,40.39,6,BOURAIL DEMAIN,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,2,98803,03,Bourail,LDVC,3,Patrick ROBELIN,1546,31.71,44.6,21,Bourail en accord,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,3,98804,04,Canala,LREG,2,Caril BERONON,1462,40.39,50.5,21,XARACUU XEBUTU,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,3,98804,04,Canala,LREG,3,Gilbert TYUIENON,1433,39.59,49.5,6,TEPE AEE CE KANAKY DAAWANI,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,4,98805,05,Dumbéa,LDVD,1,Cynthia JAN NÉE METZDORF,5955,24.52,45.33,29,UNIR POUR l'AVENIR,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,4,98805,05,Dumbéa,LDVC,2,Vaimua MULIAVA,1217,5.01,9.26,1,DUMBEA COLLECTIF,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,4,98805,05,Dumbéa,LDVD,4,Yoann LECOURIEUX,2608,10.74,19.85,4,DUMBEA AVANT TOUT!,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,4,98805,05,Dumbéa,LDVD,5,Muriel MALFAR-PAUGA,1436,5.91,10.93,2,PASSIONNEMENT DUMBEA,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,4,98805,05,Dumbéa,LREG,6,Rachel AUCHER,1920,7.91,14.62,3,"DUMBEA, AU SERVICE DU PEUPLE",data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,5,98808,08,Houaïlou,LREG,1,Pascal SAWA,1435,38.65,59.3,23,LISTE UNITAIRE NATIONALISTE FLNKS (UC - UPM - PT),data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,5,98808,08,Houaïlou,LREG,3,Jean Luc Louka MAHE,317,8.54,13.1,1,UNI WAA WI LUU,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,5,98808,08,Houaïlou,LDIV,4,Angie - Singride BOEHE,462,12.44,19.09,2,ERE MA WAA,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,5,98808,08,Houaïlou,LDVD,5,Maurice WATANABÉ,206,5.55,8.51,1,WAWILU 2026 POUR LE CHANGEMENT,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,6,98809,09,L'Ile-des-Pins,,1,Regis Wadieme VENDEGOU,650,34.8,46.03,14,KWENYII DANS LA DIVERSITE,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,6,98809,09,L'Ile-des-Pins,,2,Daniel Patrick KOUATHE,610,32.66,43.2,4,FLNKS KWENYII,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,6,98809,09,L'Ile-des-Pins,,3,Christophe VAKIE,152,8.14,10.76,1,Eveil Kunié,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,7,98810,10,Kaala-Gomen,,1,Pablo POY-YETHY,227,12.56,15.1,1,UNIS POUR BWAPANU,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,7,98810,10,Kaala-Gomen,,2,Alain LEVANT,724,40.04,48.17,15,ENTENTE COMMUNALE,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,7,98810,10,Kaala-Gomen,,3,Hervé Maguei TEIN-TAOUVA,552,30.53,36.73,3,UNION CITOYENNE DE BWAPANU,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,8,98811,11,Koné,LDIV,1,Jean-Yves Pama MY,335,6.27,9.23,1,"ENSEMBLE, CONSTRUISONS LA COMMUNE DE DEMAIN",data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,8,98811,11,Koné,LDVD,2,Mike SAMADI,1224,22.93,33.74,20,AGISSONS POUR KONE,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,8,98811,11,Koné,LREG,3,Thierry GOWECEE,963,18.04,26.54,4,UC FLNKS,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,8,98811,11,Koné,LREG,4,Joseph Apangou GOROMIDO,1106,20.72,30.49,4,UNI KOOHNE,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,9,98812,12,Koumac,LDVD,1,Wilfrid WEISS,782,24.92,35.84,5,POUR LE PROGRES COMMUNAL,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,9,98812,12,Koumac,LREG,3,Josée KONDOLO,193,6.15,8.85,1,UNION CALEDONIENNE,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,9,98812,12,Koumac,LDIV,4,Olivier BESANÇON,27,0.86,1.24,0,KOUMAC UNION CITOYENNE,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,9,98812,12,Koumac,LDIV,5,Antonio MARTIN,238,7.58,10.91,1,KOUMAC RENOUVEAU,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,9,98812,12,Koumac,LDIV,6,Yann GASTALDI,942,30.02,43.17,20,BATISSONS ENSEMBLE KOUMAC,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,10,98813,13,La Foa,,1,Florence ROLLAND,1149,32.99,43.18,5,L'UNION POUR LA FOA,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,10,98813,13,La Foa,,4,Stevens KAOUDA,1512,43.41,56.82,18,OSONS LA FOA,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,11,98815,15,Maré,LREG,1,Jean WAHEO,574,8.22,11.85,1,UC NENGONE SOUVERAINE,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,11,98815,15,Maré,LREG,2,Clément Sewate WAYA,761,10.9,15.71,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
2,2026-03-22,11,98815,15,Maré,LREG,4,Robert Gada CAWIDRONE,2263,32.4,46.72,22,DYNAMIQUE AUTOCHTONE,data/elections/data_raw/municipales_2026/municipales_2026_t2_resultats_complets_988.pdf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13139/109771/file/R%C3%A9sultats%2B-%2BMunicipales%2B2026%2B-%2BR%C3%A9sultats%2Bcomplets%2B-%2B988%2B-%2BNouvelle-Cal%C3%A9donie_2026-03-23_04h08.pdf
